ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
300627.SZ,20240814,20240814,完成,,6552.0,89041.68,13.59,13.59
300627.SZ,20240702,,预案,,,89041.68,13.59,13.59
300627.SZ,20240603,,股东大会通过,,,91334.88,13.94,13.94
300627.SZ,20240517,,预案,,,91334.88,13.94,13.94
300627.SZ,20230901,20230901,完成,,13174.0,183645.56,13.94,13.94
300627.SZ,20230901,20230901,完成,,13174.0,183645.56,13.94,13.94
300627.SZ,20230608,,股东大会通过,,,183645.56,13.94,13.94
300627.SZ,20230608,,股东大会通过,,,183645.56,13.94,13.94
300627.SZ,20230523,,预案,,,183645.56,13.94,13.94
300627.SZ,20230523,,预案,,,183645.56,13.94,13.94
300627.SZ,20221014,20221013,完成,,57540.0,817890.0,14.21,14.21
300627.SZ,20221014,20221013,完成,,57540.0,817890.0,14.21,14.21
300627.SZ,20220606,,预案,,,817890.0,14.21,14.21
300627.SZ,20220606,,预案,,,817890.0,14.21,14.21
300627.SZ,20220601,,股东大会通过,,,830220.0,20.2,20.2
300627.SZ,20220601,,股东大会通过,,,830220.0,20.2,20.2
300627.SZ,20220517,,预案,,,830220.0,20.2,20.2
300627.SZ,20220517,,预案,,,830220.0,20.2,20.2
300627.SZ,20210329,20210326,完成,,346640.0,3644321.6,10.51,10.51
300627.SZ,20210329,20210326,完成,,346640.0,3644321.6,10.51,10.51
300627.SZ,20210113,,股东大会通过,,,3643186.4,10.51,10.51
300627.SZ,20210113,,股东大会通过,,,3643186.4,10.51,10.51
300627.SZ,20201229,,预案,,,3643186.4,10.51,10.51
300627.SZ,20201229,,预案,,,3643186.4,10.51,10.51
300627.SZ,20190706,20190704,完成,,2435300.0,35847616.0,14.72,14.72
300627.SZ,20190706,20190704,完成,,2435300.0,35847616.0,14.72,14.72
300627.SZ,20190518,,股东大会通过,,,35847616.0,14.72,14.72
300627.SZ,20190518,,股东大会通过,,,35847616.0,14.72,14.72
300627.SZ,20190420,,预案,,,35847616.0,14.72,14.72
300627.SZ,20190420,,预案,,,35847616.0,14.72,14.72
300627.SZ,20190309,20190307,完成,,229680.0,3380889.6,14.72,14.72
300627.SZ,20190309,20190307,完成,,229680.0,3380889.6,14.72,14.72
300627.SZ,20190111,,股东大会通过,,,3380889.6,14.72,14.72
300627.SZ,20190111,,股东大会通过,,,3380889.6,14.72,14.72
300627.SZ,20181226,,预案,,,3380889.6,14.72,14.72
300627.SZ,20181226,,预案,,,3380889.6,14.72,14.72
