ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
002383.SZ,20211222,20211221,完成,,36300.0,300201.0,8.27,8.27
002383.SZ,20211222,20211221,完成,,3937929.0,31961620.83,8.27,8.06
002383.SZ,20211222,20211221,完成,,36300.0,300201.0,8.27,8.27
002383.SZ,20211222,20211221,完成,,3937929.0,31961620.83,8.27,8.06
002383.SZ,20201231,,股东大会通过,,,300201.0,8.27,8.27
002383.SZ,20201231,,股东大会通过,,,300201.0,8.27,8.27
002383.SZ,20201121,,预案,,,300201.0,8.27,8.27
002383.SZ,20201121,,预案,,,300201.0,8.27,8.27
002383.SZ,20200916,20200915,完成,,492200.0,3971332.0,8.27,8.06
002383.SZ,20200916,20200915,完成,,331450.0,2679887.0,8.27,8.06
002383.SZ,20200916,20200915,完成,,492200.0,3971332.0,8.27,8.06
002383.SZ,20200916,20200915,完成,,331450.0,2679887.0,8.27,8.06
002383.SZ,20200620,,股东大会通过,,,31961620.83,8.27,8.06
002383.SZ,20200620,,股东大会通过,,,31961620.83,8.27,8.06
002383.SZ,20200529,,预案,,,31961620.83,8.27,8.06
002383.SZ,20200529,,预案,,,31961620.83,8.27,8.06
002383.SZ,20190918,,股东大会通过,,,2679887.0,8.27,8.06
002383.SZ,20190918,,股东大会通过,,,2679887.0,8.27,8.06
002383.SZ,20190828,,预案,,,2679887.0,8.27,8.06
002383.SZ,20190828,,预案,,,2679887.0,8.27,8.06
002383.SZ,20190515,,股东大会通过,,,3971332.0,8.27,8.06
002383.SZ,20190515,,股东大会通过,,,3971332.0,8.27,8.06
002383.SZ,20190420,,预案,,,3971332.0,8.27,8.06
002383.SZ,20190420,,预案,,,3971332.0,8.27,8.06
002383.SZ,20181102,20181101,完成,,120000.0,967200.0,8.06,8.06
002383.SZ,20181102,20181101,完成,,120000.0,967200.0,8.06,8.06
002383.SZ,20180904,,股东大会通过,,,967200.0,8.06,8.06
002383.SZ,20180904,,股东大会通过,,,967200.0,8.06,8.06
002383.SZ,20180817,,预案,,,967200.0,8.06,8.06
002383.SZ,20180817,,预案,,,967200.0,8.06,8.06
