ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
300101.SZ,20251103,20251103,完成,,1859600.0,38993139.0,21.16,20.81
300101.SZ,20250619,20250619,实施,,1859600.0,38993139.0,21.16,20.81
300101.SZ,20250619,20250619,实施,,1859600.0,38993139.0,21.16,20.81
300101.SZ,20250611,,预案,20251111,,72000000.0,26.89,
300101.SZ,20241111,,预案,20251111,,72000000.0,26.97,
300101.SZ,20241105,20241105,完成,,3192000.0,44998879.0,14.6,13.66
300101.SZ,20240926,20240926,实施,,3192000.0,44998879.0,14.6,13.66
300101.SZ,20240925,,预案,20241225,,80000000.0,19.4,
300101.SZ,20220712,20220712,完成,,2052300.0,39998887.84,20.59,18.0
300101.SZ,20220712,20220712,完成,,2052300.0,39998887.84,20.59,18.0
300101.SZ,20220704,20220630,实施,,1042400.0,19567515.0,19.49,18.0
300101.SZ,20220704,20220630,实施,,1042400.0,19567515.0,19.49,18.0
300101.SZ,20220607,20220606,实施,,220300.0,4089172.0,18.66,18.36
300101.SZ,20220607,20220606,实施,,220300.0,4089172.0,18.66,18.36
300101.SZ,20220428,,预案,,,40000000.0,24.0,
300101.SZ,20220428,,预案,,,40000000.0,24.0,
300101.SZ,20200918,20200917,完成,,1005000.0,8653050.0,8.61,8.61
300101.SZ,20200918,20200917,完成,,1005000.0,8653050.0,8.61,8.61
300101.SZ,20200514,,股东大会通过,,,8653050.0,8.61,8.61
300101.SZ,20200514,,股东大会通过,,,8653050.0,8.61,8.61
300101.SZ,20200421,,预案,,,8653050.0,8.61,8.61
300101.SZ,20200421,,预案,,,8653050.0,8.61,8.61
300101.SZ,20190810,20190809,完成,,1005000.0,8653050.0,8.61,8.61
300101.SZ,20190810,20190809,完成,,1005000.0,8653050.0,8.61,8.61
300101.SZ,20190517,,股东大会通过,,,8653050.0,8.61,8.61
300101.SZ,20190509,,股东大会通过,,,8653050.0,8.61,8.61
300101.SZ,20190509,,股东大会通过,,,8653050.0,8.61,8.61
300101.SZ,20190417,,股东大会通过,,,8673150.0,8.63,8.63
300101.SZ,20190417,,股东大会通过,,,8673150.0,8.63,8.63
300101.SZ,20190326,,预案,,,8673150.0,8.63,8.63
300101.SZ,20190326,,预案,,,8673150.0,8.63,8.63
