ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
300098.SZ,20241029,20241029,完成,,3395300.0,15397285.0,4.63,4.21
300098.SZ,20231204,20231130,实施,,3395300.0,15397285.0,4.63,4.21
300098.SZ,20231101,20231031,实施,,120000.0,513200.0,4.29,4.27
300098.SZ,20231101,20231031,实施,,120000.0,513200.0,4.29,4.27
300098.SZ,20231030,,预案,,,30000000.0,6.0,
300098.SZ,20231030,,预案,,,30000000.0,6.0,
300098.SZ,20210707,20210707,完成,,609434.0,3208161.69,5.276,5.2565
300098.SZ,20210707,20210707,完成,,943795.0,4965073.21,5.276,5.2565
300098.SZ,20210707,20210707,完成,,8373191.0,44085516.61,5.276,5.2565
300098.SZ,20210707,20210707,完成,,16153790.0,84961258.39,5.276,5.2565
300098.SZ,20210707,20210707,完成,,609434.0,3208161.69,5.276,5.2565
300098.SZ,20210707,20210707,完成,,943795.0,4965073.21,5.276,5.2565
300098.SZ,20210707,20210707,完成,,8373191.0,44085516.61,5.276,5.2565
300098.SZ,20210707,20210707,完成,,16153790.0,84961258.39,5.276,5.2565
300098.SZ,20210512,,股东大会通过,,,44085516.61,5.276,5.2565
300098.SZ,20210512,,股东大会通过,,,44085516.61,5.276,5.2565
300098.SZ,20210421,,预案,,,44085516.61,5.276,5.2565
300098.SZ,20210421,,预案,,,44085516.61,5.276,5.2565
300098.SZ,20201017,,股东大会通过,,,4965073.21,5.276,5.2565
300098.SZ,20201017,,股东大会通过,,,4965073.21,5.276,5.2565
300098.SZ,20201001,,预案,,,4965073.21,5.276,5.2565
300098.SZ,20201001,,预案,,,4965073.21,5.276,5.2565
300098.SZ,20200208,,股东大会通过,,,88109660.21,5.276,5.2565
300098.SZ,20200208,,股东大会通过,,,88109660.21,5.276,5.2565
300098.SZ,20200123,,预案,,,88109660.21,5.276,5.2565
300098.SZ,20200123,,预案,,,88109660.21,5.276,5.2565
300098.SZ,20191015,,股东大会通过,,,3208161.69,5.276,5.2565
300098.SZ,20191015,,股东大会通过,,,3208161.69,5.276,5.2565
300098.SZ,20190924,,预案,,,3208161.69,5.276,5.2565
300098.SZ,20190924,,预案,,,3208161.69,5.276,5.2565
300098.SZ,20190626,20190624,完成,,630847.0,3326824.54,5.2893,5.2699
300098.SZ,20190626,20190624,完成,,630847.0,3326824.54,5.2893,5.2699
300098.SZ,20190410,,股东大会通过,,,3326824.54,5.2893,5.2699
300098.SZ,20190410,,股东大会通过,,,3326824.54,5.2893,5.2699
300098.SZ,20190323,,预案,,,3326824.54,5.2893,5.2699
300098.SZ,20190323,,预案,,,3326824.54,5.2893,5.2699
300098.SZ,20190110,20190109,完成,,7905467.0,53014050.2,7.5,5.81
300098.SZ,20190110,20190109,完成,,7905467.0,53014050.2,7.5,5.81
300098.SZ,20190103,20181231,实施,,7905467.0,53014050.2,7.5,5.81
300098.SZ,20190103,20181231,实施,,7905467.0,53014050.2,7.5,5.81
300098.SZ,20181219,20181218,完成,,258300.0,1347685.8146,5.2893,5.0895
300098.SZ,20181219,20181218,完成,,258300.0,1347685.8146,5.2893,5.0895
300098.SZ,20181205,20181130,实施,,7455467.0,49992550.2,7.5,5.81
300098.SZ,20181205,20181130,实施,,7455467.0,49992550.2,7.5,5.81
300098.SZ,20181109,20181108,完成,,3818331.0,20038617.9609,5.2699,5.0895
300098.SZ,20181109,20181108,完成,,3818331.0,20038617.9609,5.2699,5.0895
300098.SZ,20181102,20181031,实施,,3532649.0,24800747.98,7.5,6.0
300098.SZ,20181102,20181031,实施,,3532649.0,24800747.98,7.5,6.0
300098.SZ,20181016,,股东大会通过,,,1347685.81,5.2893,5.0895
300098.SZ,20181016,,股东大会通过,,,1347685.81,5.2893,5.0895
300098.SZ,20181008,20180930,实施,,2806649.0,20333522.73,7.5,7.05
300098.SZ,20181008,20180930,实施,,2806649.0,20333522.73,7.5,7.05
300098.SZ,20180929,,预案,,,1347685.81,5.2893,5.0895
300098.SZ,20180929,,预案,,,1347685.81,5.2893,5.0895
300098.SZ,20180831,20180830,实施,,500000.0,3750000.0,7.5,7.5
300098.SZ,20180831,20180830,实施,,500000.0,3750000.0,7.5,7.5
300098.SZ,20180710,,股东大会通过,20190110,,100000000.0,8.0,
300098.SZ,20180710,,股东大会通过,20190110,,100000000.0,8.0,
300098.SZ,20180703,,股东大会通过,,,20038617.99,5.2699,5.0895
300098.SZ,20180703,,股东大会通过,,,20038617.99,5.2699,5.0895
300098.SZ,20180623,,预案,,,100000000.0,8.0,
300098.SZ,20180623,,预案,,,100000000.0,8.0,
300098.SZ,20180616,,预案,,,20038617.99,5.2699,5.0895
300098.SZ,20180616,,预案,,,20038617.99,5.2699,5.0895
300098.SZ,20180313,20180312,完成,,290000.0,2278910.0,7.93,7.66
300098.SZ,20180313,20180312,完成,,290000.0,2278910.0,7.93,7.66
300098.SZ,20171021,,预案,,,2278910.0,7.93,7.66
300098.SZ,20171021,,预案,,,2278910.0,7.93,7.66
300098.SZ,20170804,20170803,完成,,422000.0,3236740.0,7.67,7.67
300098.SZ,20170804,20170803,完成,,46080.0,55434.24,1.203,1.203
300098.SZ,20170804,20170803,完成,,422000.0,3236740.0,7.67,7.67
300098.SZ,20170804,20170803,完成,,46080.0,55434.24,1.203,1.203
300098.SZ,20170712,,预案,,,3236740.0,7.67,7.67
300098.SZ,20170712,,预案,,,3236740.0,7.67,7.67
300098.SZ,20170419,,预案,,,3249400.0,7.7,7.7
300098.SZ,20170419,,预案,,,3249400.0,7.7,7.7
300098.SZ,20160520,,预案,,,55434.24,1.203,1.203
300098.SZ,20160520,,预案,,,55434.24,1.203,1.203
300098.SZ,20141203,20141202,完成,,373800.0,1771812.0,4.74,4.74
300098.SZ,20141203,20141202,完成,,156000.0,739440.0,4.74,4.74
300098.SZ,20141203,20141202,完成,,373800.0,1771812.0,4.74,4.74
300098.SZ,20141203,20141202,完成,,156000.0,739440.0,4.74,4.74
300098.SZ,20140729,,预案,,,1771812.0,4.74,4.74
300098.SZ,20140729,,预案,,,1771812.0,4.74,4.74
300098.SZ,20140410,,预案,,,739440.0,4.74,4.74
300098.SZ,20140410,,预案,,,739440.0,4.74,4.74
