ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
002869.SZ,20251126,20221116,完成,,7393350.0,117803676.0,19.39,12.76
002869.SZ,20251126,20251124,完成,,648000.0,3888000.0,6.0,6.0
002869.SZ,20251022,20221116,完成,,7393350.0,117803676.0,19.39,12.76
002869.SZ,20250930,,股东大会通过,,,3888000.0,6.0,6.0
002869.SZ,20250805,,预案,,,3888000.0,6.0,6.0
002869.SZ,20231116,20231114,完成,,4006700.0,95182692.9,24.95,20.61
002869.SZ,20231030,20231027,实施,,4006700.0,95182692.9,24.95,20.61
002869.SZ,20230708,,预案,,,180000000.0,31.58,
002869.SZ,20221215,20221213,实施,,3766700.0,90198890.9,24.95,22.59
002869.SZ,20221208,20221207,实施,,1918400.0,44419184.5,24.79,22.59
002869.SZ,20221203,20221130,实施,,812000.0,18759772.5,23.3,22.59
002869.SZ,20221203,20221130,实施,,812000.0,18759772.5,23.3,22.59
002869.SZ,20221129,20221128,实施,,636200.0,14761189.5,23.3,22.96
002869.SZ,20221129,20221128,实施,,636200.0,14761189.5,23.3,22.96
002869.SZ,20221116,20221116,完成,,7393350.0,117803676.0,19.39,12.76
002869.SZ,20221116,,预案,,,180000000.0,31.64,
002869.SZ,20221015,20221015,实施,,7393350.0,117803676.0,19.39,12.76
002869.SZ,20221014,20221014,完成,,592216.0,8543702.91,,
002869.SZ,20221014,20221014,完成,,592216.0,8543702.91,,
002869.SZ,20221012,20220930,实施,,6910150.0,109011477.29,19.39,12.76
002869.SZ,20220915,,股东大会通过,,,,,
002869.SZ,20220915,,股东大会通过,,,,,
002869.SZ,20220826,,预案,,,,,
002869.SZ,20220826,,预案,,,,,
002869.SZ,20220702,20220630,实施,,5404550.0,80242959.29,15.94,12.76
002869.SZ,20220623,20220621,实施,,4094050.0,60197521.07,15.5,12.76
002869.SZ,20220611,20220610,实施,,1809250.0,26365948.57,14.99,12.76
002869.SZ,20220603,20220602,实施,,81700.0,1058168.0,12.99,12.76
002869.SZ,20220603,20220602,实施,,81700.0,1058168.0,12.99,12.76
002869.SZ,20220525,,股东大会通过,20230525,,140000000.0,19.4,
002869.SZ,20220507,,预案,,,140000000.0,19.4,
002869.SZ,20210923,20210923,完成,,487540.0,5808200.0,11.91,11.91
002869.SZ,20210923,20210923,完成,,487540.0,5808200.0,11.91,11.91
002869.SZ,20210902,,股东大会通过,,,5808200.0,11.91,11.91
002869.SZ,20210902,,股东大会通过,,,5808200.0,11.91,11.91
002869.SZ,20210816,,预案,,,5808200.0,11.91,11.91
002869.SZ,20210816,,预案,,,5808200.0,11.91,11.91
002869.SZ,20210816,,未通过,,,300000000.0,28.0,
002869.SZ,20210816,,未通过,,,100000000.0,28.0,
002869.SZ,20210510,,提议,,,100000000.0,28.0,
002869.SZ,20210510,,提议,,,300000000.0,28.0,
002869.SZ,20200921,20200921,完成,,141144.0,1830637.68,12.97,12.97
002869.SZ,20200921,20200921,完成,,141144.0,1830637.68,12.97,12.97
002869.SZ,20200902,,股东大会通过,,,,,
002869.SZ,20200902,,股东大会通过,,,,,
002869.SZ,20200815,,预案,,,,,
002869.SZ,20200815,,预案,,,,,
