ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
002313.SZ,20140326,20140325,完成,,67600.0,369717.92,5.4692,5.4692
002313.SZ,20140326,20140325,完成,,67600.0,369717.92,5.4692,5.4692
002313.SZ,20140326,20140325,完成,,6165900.0,33722730.0,5.4692,5.4692
002313.SZ,20131228,,预案,,,33722730.0,5.4692,5.4692
002313.SZ,20131029,,预案,,,369717.92,5.4692,5.4692
002313.SZ,20131029,,预案,,,369717.92,5.4692,5.4692
002313.SZ,20131016,20131014,完成,,78000.0,426600.018,5.4692,5.4692
002313.SZ,20131016,20131014,完成,,539500.0,2950650.1245,5.4692,5.4692
002313.SZ,20131016,20131014,完成,,78000.0,426600.018,5.4692,5.4692
002313.SZ,20131016,20131014,完成,,539500.0,2950650.1245,5.4692,5.4692
002313.SZ,20130709,,预案,,,2950650.1245,5.4692,5.4692
002313.SZ,20130709,,预案,,,2950650.1245,5.4692,5.4692
002313.SZ,20130517,,预案,,,426600.018,5.4692,5.4692
002313.SZ,20130517,,预案,,,426600.018,5.4692,5.4692
