ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
300552.SZ,20220126,20220126,完成,,22500.0,180225.0,8.01,8.01
300552.SZ,20220126,20220126,完成,,5400.0,43254.0,8.01,8.01
300552.SZ,20220126,20220126,完成,,22500.0,180225.0,8.01,8.01
300552.SZ,20220126,20220126,完成,,5400.0,43254.0,8.01,8.01
300552.SZ,20211106,,股东大会通过,,,180225.0,8.01,8.01
300552.SZ,20211106,,股东大会通过,,,180225.0,8.01,8.01
300552.SZ,20210907,,预案,,,180225.0,8.01,8.01
300552.SZ,20210907,,预案,,,180225.0,8.01,8.01
300552.SZ,20210824,,股东大会通过,,,43254.0,8.01,8.01
300552.SZ,20210824,,股东大会通过,,,43254.0,8.01,8.01
300552.SZ,20210807,,预案,,,43254.0,8.01,8.01
300552.SZ,20210807,,预案,,,43254.0,8.01,8.01
300552.SZ,20201010,20201009,完成,,110160.0,801964.8,7.28,7.28
300552.SZ,20201010,20201009,完成,,110160.0,801964.8,7.28,7.28
300552.SZ,20201010,20201010,完成,,110160.0,801964.8,7.28,7.28
300552.SZ,20200922,,股东大会通过,,,801964.8,7.28,7.28
300552.SZ,20200922,,股东大会通过,,,801964.8,7.28,7.28
300552.SZ,20200904,,预案,,,801964.8,7.28,7.28
300552.SZ,20200904,,预案,,,801964.8,7.28,7.28
300552.SZ,20190820,20190819,完成,,472200.0,6941340.0,14.7,14.7
300552.SZ,20190820,20190819,完成,,472200.0,6941340.0,14.7,14.7
300552.SZ,20190511,,股东大会通过,,,6941340.0,14.7,14.7
300552.SZ,20190511,,股东大会通过,,,6941340.0,14.7,14.7
300552.SZ,20190412,,预案,,,6941340.0,14.7,14.7
300552.SZ,20190412,,预案,,,6941340.0,14.7,14.7
300552.SZ,20181029,20181026,完成,,661200.0,9719640.0,14.7,14.7
300552.SZ,20181029,20181026,完成,,661200.0,9719640.0,14.7,14.7
300552.SZ,20180519,,股东大会通过,,,9719640.0,14.7,14.7
300552.SZ,20180519,,股东大会通过,,,9719640.0,14.7,14.7
300552.SZ,20180427,,预案,,,9719640.0,14.7,14.7
300552.SZ,20180427,,预案,,,9719640.0,14.7,14.7
