ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
300183.SZ,20200910,20200909,完成,,5992480.0,60044649.6,10.02,10.02
300183.SZ,20200630,,股东大会通过,,,60044649.6,10.02,10.02
300183.SZ,20200612,,预案,,,60044649.6,10.02,10.02
300183.SZ,20200513,20200512,完成,,105700.0,1080254.0,10.22,10.22
300183.SZ,20200513,20200512,完成,,105700.0,1080254.0,10.22,10.22
300183.SZ,20200117,,股东大会通过,,,1080254.0,10.22,10.22
300183.SZ,20200117,,股东大会通过,,,1080254.0,10.22,10.22
300183.SZ,20191231,,预案,,,1080254.0,10.22,10.22
300183.SZ,20191231,,预案,,,1080254.0,10.22,10.22
300183.SZ,20191221,20191220,完成,,723940.0,7398666.8,10.22,10.22
300183.SZ,20191221,20191220,完成,,723940.0,7398666.8,10.22,10.22
300183.SZ,20190918,,股东大会通过,,,7398666.8,10.22,10.22
300183.SZ,20190918,,股东大会通过,,,7398666.8,10.22,10.22
300183.SZ,20190830,,预案,,,7398666.8,10.22,10.22
300183.SZ,20190830,,预案,,,7398666.8,10.22,10.22
300183.SZ,20190511,20190510,完成,,338600.0,3528212.0,10.42,10.42
300183.SZ,20190511,20190510,完成,,338600.0,3528212.0,10.42,10.42
300183.SZ,20190124,,股东大会通过,,,3528212.0,10.42,10.42
300183.SZ,20190124,,股东大会通过,,,3528212.0,10.42,10.42
300183.SZ,20190108,,预案,,,3528212.0,10.42,10.42
300183.SZ,20190108,,预案,,,3528212.0,10.42,10.42
300183.SZ,20181123,20181122,完成,,540000.0,5626800.0,10.42,10.42
300183.SZ,20181123,20181122,完成,,540000.0,5626800.0,10.42,10.42
300183.SZ,20180907,,股东大会通过,,,5626800.0,10.42,10.42
300183.SZ,20180907,,股东大会通过,,,5626800.0,10.42,10.42
300183.SZ,20180817,,预案,,,5626800.0,10.42,10.42
300183.SZ,20180817,,预案,,,5626800.0,10.42,10.42
