LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
博实结,301608,301608,博实结：产品创新和海外业务双轮驱动，“AI端侧”领域持续发力,伴随物联网智能化浪潮席卷全球，博实结（301608.SZ）凭借深厚的技术积累与精准的市场布局，交出了一份亮眼的一季度成绩单。,2026-06-15 13:21:00,证券时报网,http://finance.eastmoney.com/a/202606153771390777.html
博实结,301608,301608,基金最新动向：走访这13家公司,通富微电 2 64.43 0.92 电子 300292 吴通控股 2 5.91 7.85 通信 301389 隆扬电子 1 81.26 -0.78 电子 300443 金雷股份 1 22.26 -15.87 电力设备 301578 辰奕智能 1 22.73 -7.24 家用电器 301608,2026-06-10 11:15:00,证券时报网,http://finance.eastmoney.com/a/202606103766451382.html
博实结,301608,301608,189家公司获机构调研（附名单）,-1.14 交通运输 300016 北陆药业 1 11 7.59 -4.41 医药生物 301258 富士莱 1 11 25.03 -2.30 医药生物 301389 隆扬电子 1 11 92.99 13.54 电子 301215 中汽股份 2 11 5.20 -7.31 汽车 301608,2026-06-15 09:22:00,证券时报网,http://finance.eastmoney.com/a/202606153770871931.html
博实结,301608,301608,182家公司获机构调研（附名单）,-9.71 通信 301258 富士莱 1 11 24.63 -2.96 医药生物 301389 隆扬电子 1 11 93.30 13.68 电子 300731 科创新源 1 11 56.74 -8.04 基础化工 301215 中汽股份 2 11 5.03 -10.18 汽车 301608,2026-06-12 09:16:00,证券时报网,http://finance.eastmoney.com/a/202606123769188188.html
博实结,301608,301608,190家公司获机构调研（附名单）,3.63 汽车 301389 隆扬电子 1 11 80.26 -4.47 电子 301258 富士莱 1 11 24.94 -4.19 医药生物 301578 辰奕智能 1 10 22.58 -5.52 家用电器 002727 一心堂 1 10 11.03 -2.90 医药生物 301608,2026-06-11 09:11:00,证券时报网,http://finance.eastmoney.com/a/202606113767562437.html
博实结,301608,301608,197家公司获机构调研（附名单）,10.21 通信 688352 颀中科技 1 11 19.27 -18.23 电子 002536 飞龙股份 1 11 41.40 2.35 汽车 301258 富士莱 1 11 25.02 -5.41 医药生物 603680 今创集团 1 10 11.39 -4.92 机械设备 301608,2026-06-10 09:05:00,证券时报网,http://finance.eastmoney.com/a/202606103765961667.html
博实结,301608,301608,创业板股最新股东户数降幅排行榜,计算机 300893 松原安全 10559 -0.55 -8.27 汽车 300371 汇中股份 8771 -0.42 -13.87 机械设备 301161 唯万密封 12942 -0.33 1.26 机械设备 300654 世纪天鸿 21713 -0.32 -17.18 传媒 301608,2026-05-29 10:24:00,证券时报网,http://finance.eastmoney.com/a/202605293754027865.html
博实结,301608,301608,创业板股最新筹码变动：12股股东户数降逾一成,计算机 300893 松原安全 10559 -0.55 -4.56 汽车 300371 汇中股份 8771 -0.42 -13.36 机械设备 301161 唯万密封 12942 -0.33 -0.06 机械设备 300654 世纪天鸿 21713 -0.32 -16.75 传媒 301608,2026-05-28 10:35:00,证券时报网,http://finance.eastmoney.com/a/202605283752470331.html
博实结,301608,301608,9只创业板股最新股东户数降逾一成,计算机 300893 松原安全 10559 -0.55 -1.88 汽车 300371 汇中股份 8771 -0.42 -10.07 机械设备 301161 唯万密封 12942 -0.33 2.39 机械设备 300654 世纪天鸿 21713 -0.32 -14.16 传媒 301608,2026-05-27 10:39:00,证券时报网,http://finance.eastmoney.com/a/202605273750913022.html
博实结,301608,301608,43只股即将分红 抢权行情能否开启？,4.000 77.66 9.07 002443 金洲管道 0.300 - 12.90 7.50 002407 多氟多 2.000 - 37.79 6.51 603162 海通发展 0.500 4.800 19.26 5.53 002249 大洋电机 1.960 - 9.97 2.89 301608,2026-05-19 09:34:00,证券时报网,http://finance.eastmoney.com/a/202605193741512729.html
