LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
移远通信,603236,603236,英伟达概念下跌3.37%，主力资金净流出65股,8.20 -6491.64 688003 天准科技 -2.74 5.52 -5434.28 301236 软通动力 -1.90 7.19 -5361.45 300251 光线传媒 -1.71 1.24 -3961.63 300723 一品红 -3.76 2.23 -3552.05 603236,2026-06-10 16:23:00,证券时报网,http://finance.eastmoney.com/a/202606103766697827.html
移远通信,603236,603236,通信行业今日净流入资金90.02亿元，新易盛等19股净流入资金超亿元,-22426.90 300959 线上线下 -3.30 9.77 -10810.96 002929 润建股份 -0.43 7.82 -8581.11 002897 意华股份 3.58 12.13 -7139.68 002792 通宇通讯 -3.00 8.63 -6896.70 603236,2026-06-09 16:35:00,证券时报网,http://finance.eastmoney.com/a/202606093765149613.html
移远通信,603236,603236,WiFi 6概念下跌5.50%，9股主力资金净流出超亿元,3.05 1.53 781.29 300710 万隆光电 2.78 11.57 1079.24 688418 震有科技 -7.69 3.33 1203.61 688609 九联科技 -4.79 8.46 2543.45 688018 乐鑫科技 -4.36 3.62 3946.32 603236,2026-06-08 17:12:00,证券时报网,http://finance.eastmoney.com/a/202606083763666296.html
移远通信,603236,603236,64.77亿元资金今日流出通信股,-17367.87 300308 中际旭创 0.39 1.96 -15782.66 603083 剑桥科技 0.77 11.65 -13466.97 688027 国盾量子 -4.28 3.51 -12552.74 300738 奥飞数据 -1.65 5.43 -8591.68 603236,2026-06-04 16:54:00,证券时报网,http://finance.eastmoney.com/a/202606043760472435.html
移远通信,603236,603236,移远通信603236.SH)：2025年年报净利润为8.37亿元,2026年4月24日，移远通信603236.SH)发布2025年年报。 公司营业总收入为243.26亿元。归母净利润为8.37亿元。,2026-04-24 10:46:48,界面新闻,http://finance.eastmoney.com/a/202604243717680723.html
移远通信,603236,603236,通信行业资金流入榜：天孚通信等20股净流入资金超亿元,16.98 59642.29 600105 永鼎股份 4.64 15.65 47697.76 300548 长芯博创 4.39 8.84 38475.04 600498 烽火通信 5.09 9.10 33770.70 002281 光迅科技 4.13 11.62 30546.16 603236,2026-06-03 16:46:00,证券时报网,http://finance.eastmoney.com/a/202606033759061591.html
移远通信,603236,603236,82只股涨停 最大封单资金8.56亿元,6774.54 国防军工 002132 恒星科技 5.34 4.39 1262.23 6740.31 机械设备 002717 *ST岭南 1.01 0.36 6357.65 6421.23 建筑装饰 603311 金海高科 37.51 8.97 161.56 6060.12 家用电器 603236,2026-06-03 16:13:00,证券时报网,http://finance.eastmoney.com/a/202606033759017537.html
移远通信,603236,603236,A股三大股指放量上涨，半导体、算力硬件产业链再度爆发,通信股领涨两市，美信科技（301577）、大唐电信（600198）、亨通光电（600487）、移远通信（603236）等涨停或涨超10%，吴通控股（300292）、长飞光纤（601869）、仕佳光子（688313）等涨超8%。,2026-06-03 15:11:00,澎湃新闻,http://finance.eastmoney.com/a/202606033758968218.html
移远通信,603236,603236,当养老“遇见”AI｜直击老博会,另据公开信息，通信模组企业移远通信（603236.SH）此前推出跌倒检测毫米波雷达解决方案；机器人厂商优必选（09880.HK）则以机器人为载体，通过优必选智慧康养云平台，围绕机构运营、生活护理、安全保障、记忆照护、精神陪伴以及医疗康复等多个应用场景布局；麦迪科技（603990.SH,2026-06-07 19:10:12,财联社,http://finance.eastmoney.com/a/202606073762689579.html
移远通信,603236,603236,强势股追踪 主力资金连续5日净流入78股,振德医疗 6 1.51 7.93 -9.18 688538 和辉光电-U 6 1.43 5.47 9.83 000600 建投能源 5 1.30 3.21 8.27 002962 五方光电 5 1.28 3.70 8.87 688669 聚石化学 9 1.19 6.62 12.81 603236,2026-05-27 17:18:00,证券时报网,http://finance.eastmoney.com/a/202605273751386888.html
