LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
美格智能,002881,002881,156.29亿元资金今日流入通信股,13.18 -3153.04 002583 海能达 -0.52 3.64 -2173.55 301205 联特科技 6.30 10.48 -2150.47 300710 万隆光电 -1.90 7.29 -1932.16 002792 通宇通讯 1.13 7.05 -1895.14 002881,2026-06-15 16:46:00,证券时报网,http://finance.eastmoney.com/a/202606153771591049.html
美格智能,002881,002881,通信行业6月10日资金流向日报,-5.08 9.66 1631.01 300578 会畅科技 2.46 5.05 1409.18 300502 新易盛 -1.68 3.45 1216.53 688100 威胜信息 -0.34 0.65 1150.43 301382 蜂助手 -2.62 3.18 1051.67 002881,2026-06-10 21:47:00,证券时报网,http://finance.eastmoney.com/a/202606103767003638.html
美格智能,002881,002881,通信行业今日净流入资金90.02亿元，新易盛等19股净流入资金超亿元,12.34 -3309.16 603881 数据港 0.23 3.09 -2581.77 301307 美利信 5.70 9.14 -2510.22 002115 三维通信 1.60 5.17 -2501.17 300292 吴通控股 -0.84 12.14 -2454.09 002881,2026-06-09 16:35:00,证券时报网,http://finance.eastmoney.com/a/202606093765149613.html
美格智能,002881,002881,美格智能002881.SZ)：2026年一季报净利润为4665.47万元,2026年4月30日，美格智能002881.SZ)发布2026年一季报。 公司营业总收入为9.28亿元，较去年同报告期营业总收入减少6946.87万元，同比较去年同期下降6.97%。归母净利润为4665.47万元。,2026-04-30 09:31:20,界面新闻,http://finance.eastmoney.com/a/202604303726002667.html
美格智能,002881,002881,189家公司获机构调研（附名单）,10.56 -10.28 建筑装饰 000061 农产品 2 10 6.09 -1.93 商贸零售 002402 和而泰 1 9 23.80 -6.96 电子 920060 万源通 1 9 29.17 -4.20 电子 002171 楚江新材 1 9 13.59 5.76 有色金属 002881,2026-06-15 09:22:00,证券时报网,http://finance.eastmoney.com/a/202606153770871931.html
美格智能,002881,002881,美格智能：拟收购标的公司100%股权及承接相关债务 涉资2.85亿元,南财智讯6月1日电，美格智能（002881）发布须予披露交易公告，公司全资子公司众格智能于2026年5月28日与MinhangInvestment签订《股权转让协议》，拟以不超人民币285492339.05元的总代价收购标的公司100%股权并承接其相关债务。,2026-06-01 22:15:00,南方财经网,http://finance.eastmoney.com/a/202606013756362426.html
美格智能,002881,002881,19股今日获机构买入评级,78.58 47.51 002832 比音勒芬 华泰证券 买入 买入 24.60 19.92 003018 金富科技 中邮证券 买入 未评级 52.09 688048 长光华芯 太平洋证券 买入 买入 381.01 300685 艾德生物 中信建投 Buy Buy 20.41 002881,2026-06-03 17:12:00,证券时报网,http://finance.eastmoney.com/a/202606033759093450.html
美格智能,002881,002881,通信行业资金流入榜：天孚通信等20股净流入资金超亿元,-10671.16 300738 奥飞数据 -3.54 7.01 -10572.87 300620 光库科技 5.32 10.97 -9693.21 300353 东土科技 -4.38 5.09 -8288.61 301419 阿莱德 12.21 23.69 -8148.47 002881,2026-06-03 16:46:00,证券时报网,http://finance.eastmoney.com/a/202606033759061591.html
美格智能,002881,002881,美格智能：子公司拟不超2.85亿元收购慧欣物业100%股权，获1.54万平方米办公楼,5月28日，美格智能（002881/03268）发布公告，公司全资子公司众格智能科技（上海）有限公司拟以不超过2.85亿元的交易总价收购Minhang Investment持有的慧欣物业管理（上海）有限公司的100%股权，通过收购股权的方式获取慧欣物业名下1.54万平方米办公楼所有权,2026-05-28 18:27:00,财中社,http://finance.eastmoney.com/a/202605283752907055.html
美格智能,002881,002881,5月27日龙虎榜净买入额前10个股,南财智讯5月27日电，盘后数据显示，因当日异动登上龙虎榜的个股中，资金净买入最多的前三位分别是利和兴(301013.SZ)、TCL中环(002129.SZ)与美格智能002881.SZ)。其中排名第一的利和兴净买额达2.54亿元，占总成交金额的9.15%。,2026-05-27 17:11:00,南方财经网,http://finance.eastmoney.com/a/202605273751374040.html
