LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
北斗星通,002151,002151,北斗星通：公司没有布局玻璃基板业务,人民财讯6月11日电，北斗星通0021516月11日在互动平台回复称，公司没有布局玻璃基板业务，也没有规划布局此类业务。,2026-06-11 08:24:00,人民财讯,http://finance.eastmoney.com/a/202606113767390890.html
北斗星通,002151,002151,国家大基金持股概念下跌2.46%，15股主力资金净流出超亿元,0.60 3.29 -3118.25 001287 中电港 -2.23 4.56 -2573.93 600460 士兰微 -3.10 5.16 -2102.15 688107 安路科技 -4.70 2.65 -1025.14 688512 慧智微 -2.99 7.33 77.63 002151,2026-06-12 16:57:00,证券时报网,http://finance.eastmoney.com/a/202606123769968459.html
北斗星通,002151,002151,国家大基金持股概念涨2.43%，主力资金净流入这些股,泰凌微 1.29 2.32 -417.51 -3.59 688213 思特威 -1.81 2.53 -1073.89 -1.49 600460 士兰微 -1.04 3.79 -1514.35 -0.72 001287 中电港 -1.58 3.44 -2265.63 -3.38 002151,2026-06-11 16:52:00,证券时报网,http://finance.eastmoney.com/a/202606113768333889.html
北斗星通,002151,002151,63.76亿主力资金净流入，国家大基金持股概念涨6.31%,0.38 001287 中电港 4.80 4.97 1723.35 1.76 603893 瑞芯微 4.01 2.07 1673.42 1.14 688262 国芯科技 1.71 3.60 1666.41 4.17 688512 慧智微 11.39 8.10 1538.20 4.42 002151,2026-06-09 16:36:00,证券时报网,http://finance.eastmoney.com/a/202606093765151419.html
北斗星通,002151,002151,英伟达概念下跌3.37%，主力资金净流出65股,21.21 -2030.06 603985 恒润股份 -0.76 3.24 -1780.55 300128 锦富技术 -4.69 3.21 -1670.82 688591 泰凌微 -2.81 2.49 -1616.41 601238 广汽集团 -1.53 0.32 -1272.01 002151,2026-06-10 16:23:00,证券时报网,http://finance.eastmoney.com/a/202606103766697827.html
北斗星通,002151,002151,北斗星通002151.SZ)：2026年一季报净利润为1355.54万元,2026年4月27日，北斗星通002151.SZ)发布2026年一季报。 公司营业总收入为6.15亿元。归母净利润为1355.54万元。经营活动现金净流入为-2725.62万元，较去年同报告期经营活动现金净流入减少1.35亿元，同比较去年同期下降125.31%。,2026-04-27 09:11:13,界面新闻,http://finance.eastmoney.com/a/202604273719529976.html
北斗星通,002151,002151,国家大基金持股概念下跌3.07%，主力资金净流出38股,思特威 -4.34 3.19 88.72 688035 德邦科技 0.19 4.58 492.85 300024 机器人 3.39 4.67 2145.22 300655 晶瑞电材 2.62 6.50 2797.30 688182 灿勤科技 0.57 2.73 3210.01 002151,2026-06-05 16:44:00,证券时报网,http://finance.eastmoney.com/a/202606053762008982.html
北斗星通,002151,002151,汽车芯片概念涨4.59%，主力资金净流入这些股,603160 汇顶科技 4.03 1.32 1392.40 4.28 688807 优迅股份 3.26 8.26 1389.25 2.74 603290 斯达半导 5.26 3.62 1357.69 1.43 300353 东土科技 2.98 9.78 1343.90 1.15 002151,2026-06-09 16:36:00,证券时报网,http://finance.eastmoney.com/a/202606093765151568.html
北斗星通,002151,002151,国家大基金持股概念涨3.24%，主力资金净流入30股,688107 安路科技 2.35 2.99 465.62 0.86 688591 泰凌微 1.01 2.56 -81.73 -0.61 688720 艾森股份 6.43 11.31 -147.13 -0.24 300655 晶瑞电材 1.85 3.69 -373.21 -0.64 002151,2026-06-04 16:29:00,证券时报网,http://finance.eastmoney.com/a/202606043760439268.html
北斗星通,002151,002151,北斗星通：公司陶瓷基板没有应用到光模块和功率器件领域,北斗星通002151在互动平台表示，公司的陶瓷基板主要材料为氧化铝，当前主要的下游领域是穿戴类设备的压力传感器，订单规模较小，属于培育的项目之一，产品没有应用到光模块和功率器件领域。,2026-05-27 12:48:41,人民财讯,http://finance.eastmoney.com/a/202605273751030781.html
