LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
利尔达,920249,920249,11只北交所股票融资余额增加超500万元,421.58 1.37 电子 920971 天马新材 5.34 7476.19 357.42 1.98 基础化工 920284 灵鸽科技 1.98 4391.88 316.93 2.35 机械设备 920808 曙光数创 4.65 19189.29 289.86 1.26 计算机 920249,2026-06-10 10:10:00,证券时报网,http://finance.eastmoney.com/a/202606103766241960.html
利尔达,920249,920249,北交所成交活跃股排行榜,远航精密 21.50 6.07 2.56 5453.51 920223 荣亿精密 14.54 -1.02 4.41 5368.43 920418 苏轴股份 22.00 -0.86 1.49 5268.66 920037 广信科技 42.55 -1.80 2.93 5265.69 920249,2026-06-12 16:57:00,证券时报网,http://finance.eastmoney.com/a/202606123769960297.html
利尔达,920249,920249,杠杆资金加仓北交所股票名单,447.38 0.85 有色金属 920273 一致魔芋 8.92 2129.79 307.76 1.25 农林牧渔 920368 连城数控 5.97 30274.29 303.43 4.02 电力设备 920808 曙光数创 0.63 19421.84 271.69 1.32 计算机 920249,2026-06-04 09:39:00,证券时报网,http://finance.eastmoney.com/a/202606043759974090.html
利尔达,920249,920249,北交所股票成交概况：22股上涨，296股下跌,汉鑫科技 29.25 -9.86 6.93 6711.48 920037 广信科技 43.33 -4.98 3.66 6628.25 920152 昆工科技 19.65 -5.53 3.99 6607.74 920247 华密新材 17.25 -7.51 2.71 6499.24 920249,2026-06-11 16:52:00,证券时报网,http://finance.eastmoney.com/a/202606113768332014.html
利尔达,920249,920249,北交所股票全天成交额266.37亿元，70股成交额超亿元,8.38 2.95 3.93 14965.73 920046 亿能电力 28.29 0.11 9.37 14796.89 920156 海昌智能 60.93 -0.05 11.16 14685.42 920181 赛英电子 101.16 5.04 14.42 14428.00 920249,2026-06-09 16:36:00,证券时报网,http://finance.eastmoney.com/a/202606093765146212.html
利尔达,920249,920249,利尔达920249.BJ)：2026年一季报净利润为1475.86万元,2026年4月21日，利尔达920249.BJ)发布2026年一季报。 公司营业总收入为6.48亿元。归母净利润为1475.86万元。经营活动现金净流入为2595.53万元。,2026-04-22 09:06:33,界面新闻,http://finance.eastmoney.com/a/202604223713495664.html
利尔达,920249,920249,234只北交所股票今日上涨,920227 美登科技 68.00 2.95 7.88 9393.86 920174 五新智能 37.51 1.43 4.34 9056.14 920885 星辰科技 15.67 -1.14 6.37 8998.81 920371 欧福蛋业 9.72 6.11 4.69 8845.05 920249,2026-06-08 17:12:00,证券时报网,http://finance.eastmoney.com/a/202606083763667663.html
利尔达,920249,920249,利尔达920249.BJ)：2026年一季报净利润为1475.86万元、同比较去年同期上涨396.67%,2026年4月21日，利尔达920249.BJ)发布2026年一季报。 公司营业总收入为6.48亿元，较去年同报告期营业总收入增加1.22亿元，实现2年连续上涨，同比较去年同期上涨23.27%。,2026-04-22 08:56:39,界面新闻,http://finance.eastmoney.com/a/202604223713395773.html
利尔达,920249,920249,295只北交所股票今日上涨,铜冠矿建 19.25 3.77 3.40 10807.99 920225 利通科技 23.40 -1.43 5.48 10736.68 920062 科润智控 11.28 3.87 6.95 10384.50 920171 志晟信息 20.28 3.95 7.60 10373.89 920249,2026-06-05 16:13:00,证券时报网,http://finance.eastmoney.com/a/202606053761964888.html
利尔达,920249,920249,北交所成交活跃股：12股换手率超20%,同惠电子 30.50 -3.39 3.03 7834.51 920019 铜冠矿建 18.55 -3.39 2.46 7618.87 920427 华维设计 14.18 -4.06 10.05 7246.06 920015 锦华新材 44.75 1.20 4.03 7201.22 920249,2026-06-04 16:29:00,证券时报网,http://finance.eastmoney.com/a/202606043760440641.html
