LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
锐明技术,002970,002970,锐明技术：高管刘必发减持3.5万股 占总股本的0.02%,6月10日，锐明技术（002970）发布公告，高级管理人员刘必发通过集中竞价方式减持3.5万股，占公司总股本的0.02%。 2026年一季度，锐明技术实现收入5.58亿元，归母净利润4346万元。,2026-06-10 19:46:00,财中社,http://finance.eastmoney.com/a/202606103766867060.html
锐明技术,002970,002970,今日145只个股突破半年线,9.98 7.76 9.29 9.81 5.58 000063 中兴通讯 6.33 7.72 37.12 39.14 5.45 300809 华辰装备 6.06 11.79 36.23 38.18 5.37 300730 科创信息 7.06 6.42 13.82 14.55 5.25 002970,2026-06-09 16:07:00,证券时报网,http://finance.eastmoney.com/a/202606093765122237.html
锐明技术,002970,002970,今日盘中突破半年线个股,2.96 10.69 11.28 5.47 000831 中国稀土 5.92 4.65 51.99 54.79 5.39 300755 华致酒行 8.38 4.40 15.59 16.42 5.34 301611 珂玛科技 8.93 10.33 105.68 111.11 5.14 002970,2026-06-09 14:19:00,证券时报网,http://finance.eastmoney.com/a/202606093765037936.html
锐明技术,002970,002970,今日105只个股突破半年线,3.25 22.06 23.21 5.23 301288 清研环境 6.91 3.23 18.38 19.34 5.22 000063 中兴通讯 5.95 5.58 37.12 39.00 5.07 603020 爱普股份 6.14 2.14 10.69 11.23 5.01 002970,2026-06-09 12:00:00,证券时报网,http://finance.eastmoney.com/a/202606093764894322.html
锐明技术,002970,002970,85只股上午收盘涨停(附股),113.93 11814.25 电子 600682 南京新百 6.15 2.65 1889.04 11617.60 综合 003043 华亚智能 73.29 6.41 152.60 11184.39 电子 605018 长华集团 19.77 3.35 555.43 10980.85 汽车 002970,2026-06-09 12:00:00,证券时报网,http://finance.eastmoney.com/a/202606093764895871.html
锐明技术,002970,002970,今日盘中突破半年线个股,5.04 71.58 73.00 1.99 002931 锋龙股份 10.00 4.11 56.74 57.86 1.97 000063 中兴通讯 4.12 3.59 37.23 37.94 1.91 603040 新坐标 3.70 1.44 88.77 90.42 1.85 002970,2026-06-04 10:38:00,证券时报网,http://finance.eastmoney.com/a/202606043760144972.html
锐明技术,002970,002970,涨停股复盘：38股封单超亿元,4633.77 计算机 600641 先导基电 27.03 5.91 171.00 4622.13 房地产 002676 顺威股份 5.82 2.80 782.68 4555.20 家用电器 603330 天洋新材 8.53 20.67 533.56 4551.28 基础化工 002970,2026-06-09 16:07:00,证券时报网,http://finance.eastmoney.com/a/202606093765122310.html
锐明技术,002970,002970,计算机行业今日净流出资金102.78亿元，中科曙光等29股净流出资金超亿元,1.32 11.84 5043.64 300368 汇金股份 -2.71 8.96 4834.87 300085 银之杰 -1.80 9.43 4674.37 301182 凯旺科技 -1.90 8.56 4472.15 300552 万集科技 1.84 12.06 4340.48 002970,2026-05-21 17:00:00,证券时报网,http://finance.eastmoney.com/a/202605213745276943.html
锐明技术,002970,002970,EDR概念涨3.53%，主力资金净流入11股,协创数据 11.24 7.59 67584.10 6.41 600699 均胜电子 5.86 6.01 33565.43 13.99 301308 江波龙 8.95 9.44 27315.96 1.84 603936 博敏电子 9.99 11.86 22073.58 13.81 002970,2026-05-13 16:53:00,证券时报网,http://finance.eastmoney.com/a/202605133735960210.html
锐明技术,002970,002970,EDR概念涨4.80%，主力资金净流入这些股,300857 协创数据 8.36 7.25 10946.36 1.12 600699 均胜电子 4.24 4.96 9671.00 4.93 603936 博敏电子 10.00 1.93 8810.29 42.65 002355 兴民智通 10.00 8.35 5785.44 17.48 002970,2026-05-06 16:37:00,证券时报网,http://finance.eastmoney.com/a/202605063728656225.html
