LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
千方科技,002373,002373,千方科技：股东千方集团累计质押61.94%持股,6月3日，千方科技（002373）发布公告，持股5%以上股东北京千方集团有限公司将其持有的200万股股份办理质押，占其所持股份的2.24%及公司总股本的0.13%；截至公告披露日，该股东累计质押股份为5530万股，占其所持股份的61.94%及公司总股本的3.50%。,2026-06-03 18:18:00,财中社,http://finance.eastmoney.com/a/202606033759143788.html
千方科技,002373,002373,7只个股大宗交易超5000万元,14.66 404.72 4630.00 1 11.44 -21.96 002896 中大力德 -2.04 74.27 57.00 3889.68 1 68.24 -8.12 603612 索通发展 0.29 20.86 130.00 2444.00 1 18.80 -9.88 002373,2026-06-01 20:44:00,证券时报网,http://finance.eastmoney.com/a/202606013756261716.html
千方科技,002373,002373,足球概念下跌2.79%，主力资金净流出28股,主力资金流量（万元） 002181 粤传媒 -10.02 5.02 -28383.24 300905 宝丽迪 -1.64 6.77 -11170.09 600158 中体产业 -9.96 6.74 -10348.90 603721 中广天择 -3.45 7.19 -4585.25 002373,2026-06-02 16:53:00,证券时报网,http://finance.eastmoney.com/a/202606023757592562.html
千方科技,002373,002373,千方科技进军干线物流自动驾驶进展：L3/L4级重卡将准备前装量产,财联社5月29日讯（记者胡皓琼陈抗）千方科技（002373.SZ）进军干线物流自动驾驶迎来新进展，L3/L4级重卡准备进入前装量产阶段。,2026-05-29 19:35:54,财联社,http://finance.eastmoney.com/a/202605293754618722.html
千方科技,002373,002373,千方科技：控股股东阵营累计质押54.47%持股,5月22日，千方科技（002373）发布公告，控股股东、实际控制人夏曙东及其一致行动人北京千方集团有限公司将其持有的3000万股股份办理质押，占其所持股份的9.12%及公司总股本的1.90%；同时解除质押股份2700万股，占其所持股份的8.21%及公司总股本的1.71%。,2026-05-22 16:55:00,财中社,http://finance.eastmoney.com/a/202605223746792113.html
千方科技,002373,002373,千方科技：公司L4级干线无人物流业务由控股子公司千曙科技作为主体推进商业化落地,千方科技（002373.SZ）5月19日在投资者互动平台表示，公司L4级干线无人物流业务由控股子公司千曙科技作为主体稳步推进商业化落地，相关业务具体进展请以公司官方公告为准。,2026-05-19 09:05:34,每日经济新闻,http://finance.eastmoney.com/a/202605193741344884.html
千方科技,002373,002373,002373收警示函,4月3日晚，千方科技（002373）公告称，于近日收到中国证券监督管理委员会浙江监管局（简称“浙江证监局”）《行政监管措施决定书》。,2026-04-06 08:56:00,上海证券报,http://finance.eastmoney.com/a/202604063695738964.html
千方科技,002373,002373,足球概念下跌2.70%，主力资金净流出25股,0.28 0.96 -418.89 300218 安利股份 -1.71 2.12 -237.10 002659 凯文教育 -1.00 2.56 -164.90 301287 康力源 -2.15 4.95 -160.78 001368 通达创智 -0.14 1.53 -8.25 002373,2026-05-18 16:56:00,证券时报网,http://finance.eastmoney.com/a/202605183740517519.html
千方科技,002373,002373,抢权行情能否上演？ 这些股即将实施分红,16.56 -4.72 002352 顺丰控股 4.300 - 35.85 -4.91 600858 银座股份 0.200 - 5.46 -5.70 300386 飞天诚信 0.100 - 12.15 -6.90 301232 飞沃科技 - 4.000 216.96 -7.16 002373,2026-05-18 09:20:00,证券时报网,http://finance.eastmoney.com/a/202605183739900795.html
千方科技,002373,002373,短线防风险 287只个股短期均线现死叉,1.31 1.52 8.40 8.52 -1.41 8.26 -3.05 300443 金雷股份 -2.78 4.22 29.64 30.04 -1.35 27.60 -8.13 300580 贝斯特 2.32 2.48 28.42 28.81 -1.35 27.82 -3.43 002373,2026-05-15 14:18:00,证券时报网,http://finance.eastmoney.com/a/202605153738826282.html
