LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
金溢科技,002869,002869,金溢科技002869.SZ)2025年净利润为-1.30亿元，由盈转亏,2026年4月28日，金溢科技002869.SZ)发布2025年年报。 公司营业总收入为4.64亿元，在已披露的同业公司中排名第53，较去年同报告期营业总收入减少1.32亿元，同比较去年同期下降22.15%。,2026-04-28 14:23:39,界面新闻,http://finance.eastmoney.com/a/202604283722107647.html
金溢科技,002869,002869,金溢科技：控股股东“解旧押新”184万股，累计质押49.03%持股,5月26日，金溢科技（002869）发布公告，控股股东深圳市敏行电子有限公司将184万股公司股份解押再质押，占其所持股份的6.01%及公司总股本的1.04%。 截至公告披露日，敏行电子累计质押1501万股，占其持股总数的49.03%及公司总股本的8.48%。,2026-05-26 20:41:00,财中社,http://finance.eastmoney.com/a/202605263749901636.html
金溢科技,002869,002869,金溢科技：股东王丽娟拟减持公司不超0.44%股份,金溢科技002869.SZ)公告称，持股1.76%的股东王丽娟计划以集中竞价或大宗交易方式，减持公司股份不超过77.63万股（占公司总股本的0.44%）。,2026-05-25 19:06:59,财联社,http://finance.eastmoney.com/a/202605253748325485.html
金溢科技,002869,002869,金溢科技：公司目前暂无明确股份回购计划,金溢科技（002869.SZ）5月21日在投资者互动平台表示，公司始终将市值维护放在重要位置，持续通过定期报告、临时公告、投资者交流会、互动易平台等多渠道、多形式，及时、准确地传递公司经营动态与核心价值。,2026-05-21 21:10:34,每日经济新闻,http://finance.eastmoney.com/a/202605213745508835.html
金溢科技,002869,002869,金溢科技：控股股东敏行电子质押184万股 累计质押近五成持股,5月20日，金溢科技（002869）发布公告，控股股东敏行电子将其持有的184万股股份办理质押，占其所持股份的6.01%及公司总股本的1.04%。 截至公告披露日，敏行电子累计质押1501万股，占其持股总数的49.03%及公司总股本的8.48%。,2026-05-20 18:51:00,财中社,http://finance.eastmoney.com/a/202605203743659820.html
金溢科技,002869,002869,金溢科技一季度亏损扩大至2522万元,4月27日，金溢科技002869公布2026年一季报，公司营业收入为1.02亿元，同比上升22.1%；归母净利润自去年同期亏损699万元变为亏损2522万元，亏损额进一步扩大；扣非归母净利润自去年同期亏损1177万元变为亏损2669万元，亏损额进一步扩大；经营现金流净额为-4647,2026-04-28 13:10:00,财中社,http://finance.eastmoney.com/a/202604283722005647.html
金溢科技,002869,002869,金溢科技2025年亏损1.3亿元 同比降264.5%,4月27日，金溢科技002869公布2025年年报，公司营业收入为4.64亿元，同比下降22.2%；归母净利润亏损1.3亿元，同比下降264.5%；扣非归母净利润亏损1.72亿元，同比下降399.0%；经营现金流净额为-1258万元，同比增长14.0%；EPS(全面摊薄)为-0.7325,2026-04-28 12:57:00,财中社,http://finance.eastmoney.com/a/202604283721991763.html
金溢科技,002869,002869,金溢科技：2026年一季度亏损2521.8万元,中证智能财讯金溢科技（002869）4月28日披露2026年第一季度报告。,2026-05-01 22:33:47,中国证券报·中证网,http://finance.eastmoney.com/a/202605013727425151.html
金溢科技,002869,002869,金溢科技2025年营收4.64亿元，持续加码研发与新兴业务,4月27日晚间，金溢科技（002869.SZ）发布定期报告，2025年公司实现营业收入4.64亿元，受传统业务收缩与战略投入影响，同比下滑22.15%。受公司研发投入增加及计提商誉减值影响，公司2025年未能实现盈利。,2026-04-28 17:38:00,证券时报网,http://finance.eastmoney.com/a/202604283722418412.html
金溢科技,002869,002869,金溢科技：2025年亏损1.3亿元,中证智能财讯金溢科技（002869）4月28日披露2025年年度报告。,2026-04-28 11:44:48,中国证券报·中证网,http://finance.eastmoney.com/a/202604283721943332.html
