LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
华测导航,300627,300627,29家公司重要股东开启增持模式 累计增持15.30亿元（附股）,（数据宝） 近5日重要股东增持股一览  代码 简称 增持股东数 增持次数 合计增持量（万股） 增持金额（万元） 近5日涨跌幅（%） 300627 华测导航 1 3 1261.00 38828.22 3.17 600141 兴发集团 1 1 1188.93 35893.85,2026-06-15 09:21:00,证券时报网,http://finance.eastmoney.com/a/202606153770864793.html
华测导航,300627,300627,14只个股大宗交易超5000万元,9.48 829.37 6975.01 2 8.41 -11.29 301511 德福科技 -2.57 133.57 50.00 6578.50 1 131.57 -1.50 603568 伟明环保 2.93 16.18 450.00 6390.00 2 14.20 -12.24 300627,2026-06-11 21:34:00,证券时报网,http://finance.eastmoney.com/a/202606113768595253.html
华测导航,300627,300627,7只个股大宗交易超5000万元,170.80 23228.80 32 136.00 -18.11 001301 尚太科技 -2.56 87.70 123.15 10651.24 1 86.49 -1.38 603588 高能环境 1.90 14.47 720.40 9487.69 13 13.17 -8.98 300627,2026-06-10 21:44:00,证券时报网,http://finance.eastmoney.com/a/202606103766998679.html
华测导航,300627,300627,16只个股大宗交易超5000万元,141.02 92.56 13052.08 4 141.01 -0.01 603127 昭衍新药 0.19 31.43 429.00 12784.20 1 29.80 -5.19 688549 中巨芯-U 18.08 22.66 500.00 11160.00 1 22.32 -1.50 300627,2026-06-09 21:18:00,证券时报网,http://finance.eastmoney.com/a/202606093765374475.html
华测导航,300627,300627,通信行业今日净流出资金91.16亿元，新易盛等14股净流出资金超亿元,0.62 8.29 3456.48 688182 灿勤科技 0.34 3.15 2472.04 600941 中国移动 -0.89 1.07 1939.08 301428 世纪恒通 2.28 17.09 1873.74 002396 星网锐捷 -1.79 3.97 1812.03 300627,2026-06-12 16:56:00,证券时报网,http://finance.eastmoney.com/a/202606123769962061.html
华测导航,300627,300627,7只个股大宗交易超5000万元,474.01 19.30 8736.73 5 452.68 -4.50 688551 科威尔 8.54 58.70 180.00 8209.20 6 45.61 -22.31 301319 唯特偶 19.80 143.49 69.10 8153.80 19 118.00 -17.76 300627,2026-06-08 20:51:00,证券时报网,http://finance.eastmoney.com/a/202606083763851837.html
华测导航,300627,300627,通信行业今日净流入资金90.02亿元，新易盛等19股净流入资金超亿元,4.66 23023.90 688668 鼎通科技 8.92 5.68 18352.39 301205 联特科技 12.61 14.09 14741.09 600198 大唐电信 10.01 2.07 14202.15 688313 仕佳光子 7.78 5.49 13799.04 300627,2026-06-09 16:35:00,证券时报网,http://finance.eastmoney.com/a/202606093765149613.html
华测导航,300627,300627,5只个股大宗交易超5000万元,成交量（万股） 成交额（万元） 笔数 成交价（元） 折溢价（%） 603194 中力股份 -0.48 35.38 792.45 30984.80 1 39.10 10.51 002602 世纪华通 0.40 14.94 1000.00 14420.00 2 14.42 -3.48 300627,2026-06-05 21:19:00,证券时报网,http://finance.eastmoney.com/a/202606053762240285.html
华测导航,300627,300627,华测导航：董事、总经理朴东国拟2500万元—3500万元增持公司股份,人民财讯6月1日电，华测导航3006276月1日公告，公司董事、总经理朴东国拟自2026年6月2日起6个月内，以自有资金或自筹资金通过深交所允许的方式（包括但不限于集中竞价和大宗交易等）增持公司股份，拟增持总金额不低于2500万元，且不超过3500万元。,2026-06-01 19:07:00,证券时报网,http://finance.eastmoney.com/a/202606013756173421.html
华测导航,300627,300627,华测导航：赵延平及太禾行1088万股质押延期购回 占总股本的1.38%,5月27日，华测导航（300627）发布公告，控股股东赵延平及其一致行动人太禾行1088万股质押延期，占其所持股份的4.46%及公司总股本的1.38%。 截至公告披露日，赵延平及其一致行动人累计质押股份数量为2688万股，占其合计所持股份比例为10.75%。,2026-05-27 19:36:00,财中社,http://finance.eastmoney.com/a/202605273751466030.html
