LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
力合微,688589,688589,融资客看好2股 买入占成交比例超三成,937.07 3824.87 24.50 0.26 688805 健信超导 1660.97 6820.07 24.35 1.98 920000 安徽凤凰 200.53 828.59 24.20 1.84 601199 江南水务 1796.38 7450.48 24.11 0.00 688589,2026-06-15 10:07:00,证券时报网,http://finance.eastmoney.com/a/202606153771117671.html
力合微,688589,688589,力合微：副总经理夏镔辞职 龚文静接任董秘,6月11日，力合微（688589）发布公告，夏镔因个人原因辞去副总经理及董事会秘书职务，其辞职后不再担任公司其他职务，同时公司召开董事会，聘任龚文静为新任董事会秘书。 2026年一季度，力合微实现收入7003万元，归母净利润-369万元。,2026-06-11 17:59:00,财中社,http://finance.eastmoney.com/a/202606113768420267.html
力合微,688589,688589,融资客看好10股 买入占成交比例超三成,100617.44 21.89 10.00 603323 苏农银行 2573.53 11876.28 21.67 -0.21 301127 武汉天源 4623.15 21345.17 21.66 3.29 301393 昊帆生物 1468.78 6795.96 21.61 2.24 688589,2026-06-10 11:15:00,证券时报网,http://finance.eastmoney.com/a/202606103766451611.html
力合微,688589,688589,中芯国际概念下跌1.83%，27股主力资金净流出超亿元,联动科技 -3.10 3.31 -471.19 603633 徕木股份 0.54 4.54 -457.74 002967 广电计量 1.28 1.43 -314.85 000533 顺钠股份 1.52 3.23 -301.29 002346 柘中股份 0.38 0.84 -53.87 688589,2026-06-12 16:57:00,证券时报网,http://finance.eastmoney.com/a/202606123769964742.html
力合微,688589,688589,中芯国际概念涨3.32%，主力资金净流入这些股,0.29 688286 敏芯股份 1.49 2.14 486.69 6.53 300554 三超新材 -0.71 9.92 484.95 2.11 000551 创元科技 -0.66 2.63 482.24 2.54 688691 灿芯股份 0.37 5.19 412.63 1.16 688589,2026-06-11 16:52:00,证券时报网,http://finance.eastmoney.com/a/202606113768325511.html
力合微,688589,688589,189家公司获机构调研（附名单）,-0.94 医药生物 688230 芯导科技 1 2 63.39 0.08 电子 688176 亚虹医药-U 1 2 10.30 -0.96 医药生物 000338 潍柴动力 1 2 28.00 -10.03 汽车 688286 敏芯股份 1 2 62.91 -1.70 电子 688589,2026-06-15 09:22:00,证券时报网,http://finance.eastmoney.com/a/202606153770871931.html
力合微,688589,688589,中芯国际概念涨6.71%，主力资金净流入66股,002346 柘中股份 4.51 2.57 1558.78 8.67 603160 汇顶科技 4.03 1.32 1392.40 4.28 688138 清溢光电 5.62 2.95 1273.93 4.29 601133 柏诚股份 5.60 4.19 1145.55 1.81 688589,2026-06-09 16:36:00,证券时报网,http://finance.eastmoney.com/a/202606093765150828.html
力合微,688589,688589,抢权行情能否上演？ 这些股即将实施分红,-10.34 300662 科锐国际 2.300 - 19.91 -10.52 601567 三星电气 1.450 - 14.76 -10.60 688315 诺禾致源 0.450 - 12.93 -10.70 002350 北京科锐 0.320 - 14.08 -11.05 688589,2026-06-09 09:29:00,证券时报网,http://finance.eastmoney.com/a/202606093764547459.html
力合微,688589,688589,182家公司获机构调研（附名单）,57.73 2.76 机械设备 300218 安利股份 1 2 12.57 -2.56 基础化工 920856 浩淼科技 1 2 9.59 -3.13 机械设备 603210 泰鸿万立 1 2 14.71 -1.04 汽车 688286 敏芯股份 1 2 62.80 3.46 电子 688589,2026-06-12 09:16:00,证券时报网,http://finance.eastmoney.com/a/202606123769188188.html
力合微,688589,688589,190家公司获机构调研（附名单）,25.42 -0.20 社会服务 000948 南天信息 1 2 12.82 -2.14 计算机 300969 恒帅股份 1 2 104.66 3.06 汽车 688398 赛特新材 1 2 29.69 1.16 基础化工 688286 敏芯股份 1 2 61.88 0.03 电子 688589,2026-06-11 09:11:00,证券时报网,http://finance.eastmoney.com/a/202606113767562437.html
