LOCAL_COMPANY_NAME,LOCAL_SYMBOL,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
广和通,300638,300638,广和通：控股股东张天瑜解除72万股质押,6月12日，广和通（300638/00638）发布公告，控股股东张天瑜将其持有的72万股股份于2026年6月11日提前购回解除质押，占其所持股份的0.26%及公司总股本的0.08%。,2026-06-12 15:58:00,财中社,http://finance.eastmoney.com/a/202606123769908062.html
广和通,300638,300638,156.29亿元资金今日流入通信股,1.13 7.05 -1895.14 002881 美格智能 0.92 4.55 -1844.05 002115 三维通信 1.74 3.88 -1839.95 300050 世纪鼎利 0.16 3.30 -1412.66 301419 阿莱德 10.05 9.38 -1347.15 300638,2026-06-15 16:46:00,证券时报网,http://finance.eastmoney.com/a/202606153771591049.html
广和通,300638,300638,WiFi 6概念下跌5.50%，9股主力资金净流出超亿元,5.40 -2885.24 300870 欧陆通 -3.15 2.98 -2103.79 002396 星网锐捷 -9.99 5.56 -1794.73 688182 灿勤科技 -7.11 2.24 -1784.36 300671 富满微 -5.20 3.63 -1703.75 300638,2026-06-08 17:12:00,证券时报网,http://finance.eastmoney.com/a/202606083763666296.html
广和通,300638,300638,分红季来了 96只股即将分红,3.900 - 60.05 9.18 603859 能科科技 0.900 - 45.34 9.02 300918 南山智尚 0.370 - 13.45 8.47 301252 同星科技 1.200 - 35.32 7.49 603656 泰禾智能 0.500 - 19.21 7.32 300638,2026-06-08 09:10:00,证券时报网,http://finance.eastmoney.com/a/202606083762822021.html
广和通,300638,300638,通信行业6月2日资金流向日报,3.36 -10820.44 688313 仕佳光子 5.60 5.81 -9028.25 002929 润建股份 -1.70 9.01 -7792.65 688027 国盾量子 0.37 2.74 -7682.68 688635 长进光子 2.55 31.27 -5150.37 300638,2026-06-02 16:53:00,证券时报网,http://finance.eastmoney.com/a/202606023757593425.html
广和通,300638,300638,广和通300638.SZ)：2026年一季报净利润为966.62万元、同比较去年同期下降91.79%,2026年4月24日，广和通300638.SZ)发布2026年一季报。 公司营业总收入为16.78亿元，较去年同报告期营业总收入减少1.77亿元，同比较去年同期下降9.56%。,2026-04-24 08:57:37,界面新闻,http://finance.eastmoney.com/a/202604243717178798.html
广和通,300638,300638,通信行业资金流出榜：天孚通信等18股净流出资金超亿元,14.18 31498.04 301205 联特科技 -1.05 14.27 19329.86 002491 通鼎互联 -3.05 15.66 13566.30 600050 中国联通 1.15 0.56 12566.58 600941 中国移动 -0.20 0.84 12490.73 300638,2026-06-01 17:32:00,证券时报网,http://finance.eastmoney.com/a/202606013756126386.html
广和通,300638,300638,通信行业资金流入榜：中兴通讯等16股净流入资金超亿元,-24381.16 688313 仕佳光子 5.66 7.42 -13476.32 002929 润建股份 -2.17 12.07 -11498.83 688027 国盾量子 -0.69 3.96 -8307.51 301165 锐捷网络 0.53 1.25 -8059.98 300638,2026-05-28 17:25:00,证券时报网,http://finance.eastmoney.com/a/202605283752865517.html
广和通,300638,300638,WiFi 6概念下跌5.37%，13股主力资金净流出超亿元,3.57 -4028.37 688018 乐鑫科技 -5.76 5.94 -3888.38 688653 康希通信 -6.54 4.26 -3111.65 603803 瑞斯康达 -7.37 7.30 -2866.78 603042 华脉科技 -8.63 8.72 -1927.21 300638,2026-05-21 17:00:00,证券时报网,http://finance.eastmoney.com/a/202605213745278056.html
广和通,300638,300638,通信行业资金流出榜：中天科技、中际旭创等净流出资金居前,26.84 19330.58 603220 中贝通信 2.13 15.41 14698.88 300383 光环新网 -1.94 10.20 10242.48 300738 奥飞数据 1.45 13.62 9228.73 300442 润泽科技 2.80 7.73 5762.42 300638,2026-05-15 16:31:00,证券时报网,http://finance.eastmoney.com/a/202605153738953884.html
