ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
002383.SZ,20260423,20251231,0.0,,,0.0,0.0,,,,预案
002383.SZ,20260423,20251231,0.0,,,0.0,0.0,,,,股东大会通过
002383.SZ,20250820,20250630,0.0,,,0.0,0.0,,,,预案
002383.SZ,20250418,20241231,0.0,,,0.0,0.0,,,,预案
002383.SZ,20250418,20241231,0.0,,,0.0,0.0,,,,股东大会通过
002383.SZ,20240829,20240630,0.0,,,0.0,0.0,,,,预案
002383.SZ,20240412,20231231,0.0,,,0.0,0.0,,,,预案
002383.SZ,20240412,20231231,0.0,,,0.0,0.0,,,,股东大会通过
002383.SZ,20230831,20230630,0.0,,,0.0,0.0,,,,预案
002383.SZ,20230428,20221231,0.0,,,0.0,0.0,,,,预案
002383.SZ,20230428,20221231,0.0,,,0.0,0.0,,,,股东大会通过
002383.SZ,20220819,20220630,0.0,,,0.0,0.0,,,,预案
002383.SZ,20220415,20211231,0.0,,,0.0,0.0,,,,预案
002383.SZ,20220415,20211231,0.0,,,0.0,0.0,,,,股东大会通过
002383.SZ,20210828,20210630,0.0,,,0.0,0.0,,,,预案
002383.SZ,20210430,20201231,0.0,,,0.0,0.0,,,,预案
002383.SZ,20210430,20201231,0.0,,,0.0,0.0,,,,股东大会通过
002383.SZ,20200828,20200630,0.0,,,0.0,0.0,,,,预案
002383.SZ,20200529,20191231,0.0,,,0.0,0.0,,,,预案
002383.SZ,20200529,20191231,0.0,,,0.0,0.0,,,,股东大会通过
002383.SZ,20190828,20190630,0.0,,,0.0,0.0,,,,预案
002383.SZ,20190420,20181231,0.0,,,0.0,0.0,,,,预案
002383.SZ,20190420,20181231,0.0,,,0.0,0.0,,,,股东大会通过
002383.SZ,20180817,20180630,0.0,,,0.0,0.0,,,,预案
002383.SZ,20180328,20171231,0.0,,,0.05,0.05,20180619,20180620,20180620,实施
002383.SZ,20170412,20161231,2.0,,2.0,0.1,0.1,20170522,20170523,20170523,实施
002383.SZ,20120421,20111231,0.3,,0.3,0.18,0.2,20120525,20120528,20120528,实施
002383.SZ,20110423,20101231,0.2,,0.2,0.36,0.4,20110525,20110526,20110526,实施
