ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
002313.SZ,20260423,20251231,0.0,,,0.0,0.0,,,,预案
002313.SZ,20260423,20251231,0.0,,,0.0,0.0,,,,股东大会通过
002313.SZ,20250827,20250630,0.0,,,0.0,0.0,,,,预案
002313.SZ,20250321,20241231,0.0,,,0.0,0.0,,,,预案
002313.SZ,20250321,20241231,0.0,,,0.0,0.0,,,,股东大会通过
002313.SZ,20240810,20240630,0.0,,,0.0,0.0,,,,预案
002313.SZ,20240329,20231231,0.0,,,0.0,0.0,,,,预案
002313.SZ,20240329,20231231,0.0,,,0.0,0.0,,,,股东大会通过
002313.SZ,20230831,20230630,0.0,,,0.0,0.0,,,,预案
002313.SZ,20230417,20221231,0.0,,,0.0,0.0,,,,预案
002313.SZ,20230417,20221231,0.0,,,0.0,0.0,,,,股东大会通过
002313.SZ,20220831,20220630,0.0,,,0.0,0.0,,,,预案
002313.SZ,20220430,20211231,0.0,,,0.0,0.0,,,,预案
002313.SZ,20220430,20211231,0.0,,,0.0,0.0,,,,股东大会通过
002313.SZ,20210826,20210630,0.0,,,0.0,0.0,,,,预案
002313.SZ,20210423,20201231,0.0,,,0.0,0.0,,,,预案
002313.SZ,20210423,20201231,0.0,,,0.0,0.0,,,,股东大会通过
002313.SZ,20200825,20200630,0.0,,,0.0,0.0,,,,预案
002313.SZ,20200430,20191231,0.0,,,0.0,0.0,,,,预案
002313.SZ,20200430,20191231,0.0,,,0.0,0.0,,,,股东大会通过
002313.SZ,20190827,20190630,0.0,,,0.0,0.0,,,,预案
002313.SZ,20190424,20181231,0.0,,,0.0,0.025,,,,预案
002313.SZ,20190424,20181231,0.0,,,0.0,0.025,,,,股东大会通过
002313.SZ,20190424,20181231,0.0,,,0.025,0.025,20190620,20190621,20190621,实施
002313.SZ,20180828,20180630,0.0,,,0.0,0.0,,,,预案
002313.SZ,20180404,20171231,0.0,,,0.035,0.035,20180615,20180619,20180619,实施
002313.SZ,20170427,20161231,0.0,,,0.03,0.03,20170613,20170614,20170614,实施
002313.SZ,20140416,20131231,0.0,,,0.019,0.02,20140521,20140522,20140522,实施
002313.SZ,20130409,20121231,0.3,,0.3,0.285,0.3,20130509,20130510,20130510,实施
002313.SZ,20120315,20111231,1.0,,1.0,0.27,0.3,20120416,20120417,20120417,实施
002313.SZ,20110330,20101231,0.0,,,0.27,0.3,20110511,20110512,20110512,实施
002313.SZ,20100329,20091231,0.0,,,0.09,0.1,20100429,20100430,20100430,实施
