ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
300098.SZ,20260418,20251231,0.0,,,0.0,0.0,,,,预案
300098.SZ,20260418,20251231,0.0,,,0.0,0.0,,,,股东大会通过
300098.SZ,20250819,20250630,0.0,,,0.0,0.0,,,,预案
300098.SZ,20250419,20241231,0.0,,,0.0,0.0,,,,预案
300098.SZ,20250419,20241231,0.0,,,0.0,0.0,,,,股东大会通过
300098.SZ,20240830,20240630,0.0,,,0.0,0.0,,,,预案
300098.SZ,20240413,20231231,0.0,,,0.0,0.0,,,,预案
300098.SZ,20240413,20231231,0.0,,,0.0,0.0,,,,股东大会通过
300098.SZ,20230830,20230630,0.0,,,0.0,0.0,,,,预案
300098.SZ,20230415,20221231,0.0,,,0.0,0.0,,,,预案
300098.SZ,20230415,20221231,0.0,,,0.0,0.0,,,,股东大会通过
300098.SZ,20220830,20220630,0.0,,,0.0,0.0,,,,预案
300098.SZ,20220415,20211231,0.0,,,0.0,0.0,,,,预案
300098.SZ,20220415,20211231,0.0,,,0.0,0.0,,,,股东大会通过
300098.SZ,20210828,20210630,0.0,,,0.0,0.0,,,,预案
300098.SZ,20210421,20201231,0.0,,,0.0,0.0,,,,预案
300098.SZ,20210421,20201231,0.0,,,0.0,0.0,,,,股东大会通过
300098.SZ,20200828,20200630,0.0,,,0.0,0.0,,,,预案
300098.SZ,20200428,20191231,0.0,,,0.0,0.0,,,,预案
300098.SZ,20200428,20191231,0.0,,,0.0,0.0,,,,股东大会通过
300098.SZ,20190830,20190630,0.0,,,0.0,0.0,,,,预案
300098.SZ,20190419,20181231,0.0,,,0.0,0.02,,,,预案
300098.SZ,20190419,20181231,0.0,,,0.0,0.02,,,,股东大会通过
300098.SZ,20190419,20181231,0.0,,,0.02,0.02,20190705,20190708,20190708,实施
300098.SZ,20180830,20180630,0.0,,,0.0,0.0,,,,预案
300098.SZ,20180425,20171231,0.497385,,0.497385,0.0397908,0.0397908,20180524,20180525,20180525,实施
300098.SZ,20170419,20161231,0.0,,,0.0291372,0.0291372,20170706,20170707,20170707,实施
300098.SZ,20160416,20151231,0.0,,,0.01,0.01,20160622,20160623,20160623,实施
300098.SZ,20150826,20150630,1.4,0.2,1.2,0.023,0.023,20151022,20151023,20151023,实施
300098.SZ,20150401,20141231,0.6,,0.6,0.05035,0.053,20150506,20150507,20150507,实施
300098.SZ,20140422,20131231,0.0,,,0.0285,0.03,20140630,20140701,20140701,实施
300098.SZ,20120418,20111231,1.0,,1.0,0.135,0.15,20120528,20120529,20120529,实施
300098.SZ,20110331,20101231,0.3,,0.3,0.27,0.3,20110517,20110518,20110518,实施
