ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
002151.SZ,20260326,20251231,0.0,,,0.0,0.0,,,,预案
002151.SZ,20260326,20251231,0.0,,,0.0,0.0,,,,股东大会通过
002151.SZ,20250828,20250630,0.0,,,0.0,0.0,,,,预案
002151.SZ,20250327,20241231,0.0,,,0.0,0.0,,,,预案
002151.SZ,20250327,20241231,0.0,,,0.0,0.0,,,,股东大会通过
002151.SZ,20240822,20240630,0.0,,,0.0,0.0,,,,预案
002151.SZ,20240328,20231231,0.0,,,0.0,0.15,,,,预案
002151.SZ,20240328,20231231,0.0,,,0.0,0.15,,,,股东大会通过
002151.SZ,20240328,20231231,0.0,,,0.15,0.15,20240530,20240531,20240531,实施
002151.SZ,20230824,20230630,0.0,,,0.0,0.0,,,,预案
002151.SZ,20230328,20221231,0.0,,,0.0,0.0,,,,预案
002151.SZ,20230328,20221231,0.0,,,0.0,0.0,,,,股东大会通过
002151.SZ,20220726,20220630,0.0,,,0.0,0.0,,,,预案
002151.SZ,20220415,20211231,0.0,,,0.0,0.058,,,,预案
002151.SZ,20220415,20211231,0.0,,,0.0,0.058,,,,股东大会通过
002151.SZ,20220415,20211231,0.0,,,0.0585738,0.0585738,20220617,20220620,20220620,实施
002151.SZ,20210820,20210630,0.0,,,0.0,0.0,,,,预案
002151.SZ,20210326,20201231,0.0,,,0.0,0.0,,,,预案
002151.SZ,20210326,20201231,0.0,,,0.0,0.0,,,,股东大会通过
002151.SZ,20200817,20200630,0.0,,,0.0,0.0,,,,预案
002151.SZ,20200428,20191231,0.0,,,0.0,0.0,,,,预案
002151.SZ,20200428,20191231,0.0,,,0.0,0.0,,,,股东大会通过
002151.SZ,20190823,20190630,0.0,,,0.0,0.0,,,,预案
002151.SZ,20190329,20181231,0.0,,,0.0,0.07,,,,预案
002151.SZ,20190329,20181231,0.0,,,0.0,0.07,,,,股东大会通过
002151.SZ,20190329,20181231,0.0,,,0.07,0.07,20190528,20190529,20190529,实施
002151.SZ,20180829,20180630,0.0,,,0.0,0.0,,,,预案
002151.SZ,20180419,20171231,0.0,,,0.07,0.07,20180622,20180625,20180625,实施
002151.SZ,20170428,20161231,0.0,,,0.05,0.05,20170608,20170609,20170609,实施
002151.SZ,20160323,20151231,0.5,,0.5,0.15,0.15,20160427,20160428,20160428,实施
002151.SZ,20150422,20141231,0.0,,,0.095,0.1,20150707,20150708,20150708,实施
002151.SZ,20140409,20131231,0.0,,,0.10925,0.115,20140520,20140521,20140521,实施
002151.SZ,20130228,20121231,0.0,,,0.0475,0.05,20130417,20130418,20130418,实施
002151.SZ,20120419,20111231,0.2,,0.2,0.09,0.1,20120620,20120621,20120621,实施
002151.SZ,20110318,20101231,0.5,,0.5,0.27,0.3,20110427,20110428,20110428,实施
002151.SZ,20100120,20091231,0.0,,,0.225,0.25,20100311,20100312,20100312,实施
002151.SZ,20090819,20090630,0.0,,,0.135,0.15,20090924,20090925,20090925,实施
002151.SZ,20090317,20081231,0.0,,,0.09,0.1,20090513,20090514,20090514,实施
002151.SZ,20080326,20071231,0.7,,0.7,0.225,0.25,20080507,20080508,20080508,实施
