ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
002970.SZ,20260331,20251231,0.0,,,0.0,0.6,,,,预案
002970.SZ,20260331,20251231,0.0,,,0.0,0.6,,,,股东大会通过
002970.SZ,20260331,20251231,0.0,,,0.6,0.6,20260428,20260429,20260429,实施
002970.SZ,20250822,20250630,0.0,,,0.0,0.4,,,,预案
002970.SZ,,20250630,0.0,,,0.0,0.4,,,,预披露
002970.SZ,20250822,20250630,0.0,,,0.0,0.4,,,,股东大会通过
002970.SZ,20250822,20250630,0.0,,,0.4,0.4,20250918,20250919,20250919,实施
002970.SZ,20250425,20241231,0.0,,,0.0,0.7,,,,预案
002970.SZ,20250425,20241231,0.0,,,0.0,0.7,,,,股东大会通过
002970.SZ,20250425,20241231,0.0,,,0.7,0.7,20250603,20250604,20250604,实施
002970.SZ,20241023,20240930,0.0,,,0.0,0.3,,,,预案
002970.SZ,20241023,20240930,0.0,,,0.0,0.3,,,,股东大会通过
002970.SZ,20241023,20240930,0.0,,,0.3,0.3,20241118,20241119,20241119,实施
002970.SZ,20240823,20240630,0.0,,,0.0,0.0,,,,预案
002970.SZ,20240424,20231231,0.0,,,0.0,0.5,,,,预案
002970.SZ,20240424,20231231,0.0,,,0.0,0.5,,,,股东大会通过
002970.SZ,20240424,20231231,0.0,,,0.5,0.5,20240529,20240530,20240530,实施
002970.SZ,20230822,20230630,0.0,,,0.0,0.0,,,,预案
002970.SZ,20230426,20221231,0.0,,,0.0,0.2,,,,预案
002970.SZ,20230426,20221231,0.0,,,0.0,0.2,,,,股东大会通过
002970.SZ,20230426,20221231,0.0,,,0.2,0.2,20230615,20230616,20230616,实施
002970.SZ,20220817,20220630,0.0,,,0.0,0.0,,,,预案
002970.SZ,20220428,20211231,0.0,,,0.0,0.1,,,,预案
002970.SZ,20220428,20211231,0.0,,,0.0,0.1,,,,股东大会通过
002970.SZ,20220428,20211231,0.0,,,0.1,0.1,20220610,20220613,20220613,实施
002970.SZ,20210818,20210630,0.0,,,0.0,0.0,,,,预案
002970.SZ,20210421,20201231,0.0,,,0.0,0.5,,,,预案
002970.SZ,20210421,20201231,0.0,,,0.0,0.5,,,,股东大会通过
002970.SZ,20210421,20201231,0.0,,,0.5,0.5,20210524,20210525,20210525,实施
002970.SZ,20200818,20200630,0.0,,,0.0,0.0,,,,预案
002970.SZ,20200420,20191231,1.0,,1.0,0.0,0.8,,,,预案
002970.SZ,20200420,20191231,1.0,,1.0,0.0,0.8,,,,股东大会通过
002970.SZ,20200420,20191231,1.0,,1.0,0.8,0.8,20200520,20200521,20200521,实施
