ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
300101.SZ,20260428,20251231,0.0,,,0.0,0.0,,,,预案
300101.SZ,20260428,20251231,0.0,,,0.0,0.0,,,,股东大会通过
300101.SZ,20250827,20250630,0.0,,,0.0,0.0,,,,预案
300101.SZ,20250331,20241231,0.0,,,0.0,0.0735,,,,预案
300101.SZ,20250331,20241231,0.0,,,0.0,0.0735,,,,股东大会通过
300101.SZ,20250331,20241231,0.0,,,0.0735,0.0735,20250617,20250618,20250618,实施
300101.SZ,20240829,20240630,0.0,,,0.0,0.0,,,,预案
300101.SZ,20240326,20231231,0.0,,,0.0,0.0,,,,预案
300101.SZ,20240326,20231231,0.0,,,0.0,0.0,,,,股东大会通过
300101.SZ,20230828,20230630,0.0,,,0.0,0.0,,,,预案
300101.SZ,20230419,20221231,0.0,,,0.0,0.0,,,,预案
300101.SZ,20230419,20221231,0.0,,,0.0,0.0,,,,股东大会通过
300101.SZ,20220830,20220630,0.0,,,0.0,0.0,,,,预案
300101.SZ,20220419,20211231,0.0,,,0.0,0.045,,,,预案
300101.SZ,20220419,20211231,0.0,,,0.0,0.045,,,,股东大会通过
300101.SZ,20220419,20211231,0.0,,,0.0450839,0.0450839,20220629,20220630,20220630,实施
300101.SZ,20210730,20210630,0.0,,,0.0,0.0,,,,预案
300101.SZ,20210323,20201231,0.0,,,0.0,0.0,,,,预案
300101.SZ,20210323,20201231,0.0,,,0.0,0.0,,,,股东大会通过
300101.SZ,20200825,20200630,0.0,,,0.0,0.0,,,,预案
300101.SZ,20200421,20191231,0.0,,,0.0,0.0,,,,预案
300101.SZ,20200421,20191231,0.0,,,0.0,0.0,,,,股东大会通过
300101.SZ,20190827,20190630,0.0,,,0.0,0.0,,,,预案
300101.SZ,20190326,20181231,0.0,,,0.0,0.02,,,,预案
300101.SZ,20190326,20181231,0.0,,,0.0,0.02,,,,股东大会通过
300101.SZ,20190326,20181231,0.0,,,0.02,0.02,20190516,20190517,20190517,实施
300101.SZ,20180828,20180630,0.0,,,0.0,0.0,,,,预案
300101.SZ,20160322,20151231,0.0,,,0.05,0.05,20160526,20160527,20160527,实施
300101.SZ,20150825,20150630,1.0,,1.0,0.0,0.0,20150924,20150925,,实施
300101.SZ,20150324,20141231,0.0,,,0.0475,0.05,20150610,20150611,20150611,实施
300101.SZ,20130320,20121231,0.0,,,0.0475,0.05,20130418,20130419,20130419,实施
300101.SZ,20120328,20111231,1.0,,1.0,0.135,0.15,20120425,20120426,20120426,实施
300101.SZ,20110316,20101231,1.0,,1.0,0.27,0.3,20110415,20110418,20110418,实施
300101.SZ,20100824,20100630,0.0,,,0.18,0.2,20100928,20100929,20100929,实施
