ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
300183.SZ,20260411,20251231,0.0,,,0.0,0.005,,,,预案
300183.SZ,20260411,20251231,0.0,,,0.0,0.005,,,,股东大会通过
300183.SZ,20260411,20251231,0.0,,,0.005,0.005,20260528,20260529,20260529,实施
300183.SZ,20250818,20250630,0.0,,,0.0,0.0,,,,预案
300183.SZ,20250331,20241231,0.0,,,0.0,0.1,,,,预案
300183.SZ,20250331,20241231,0.0,,,0.0,0.1,,,,股东大会通过
300183.SZ,20250331,20241231,0.0,,,0.1,0.1,20250528,20250529,20250529,实施
300183.SZ,20240815,20240630,0.0,,,0.0,0.0,,,,预案
300183.SZ,20240418,20231231,0.0,,,0.0,0.1,,,,预案
300183.SZ,20240418,20231231,0.0,,,0.0,0.1,,,,股东大会通过
300183.SZ,20240418,20231231,0.0,,,0.1,0.1,20240605,20240606,20240606,实施
300183.SZ,20230815,20230630,0.0,,,0.0,0.0,,,,预案
300183.SZ,20230424,20221231,0.0,,,0.0,0.15,,,,预案
300183.SZ,20230424,20221231,0.0,,,0.0,0.15,,,,股东大会通过
300183.SZ,20230424,20221231,0.0,,,0.15,0.15,20230607,20230608,20230608,实施
300183.SZ,20220810,20220630,0.0,,,0.0,0.0,,,,预案
300183.SZ,20220423,20211231,0.0,,,0.0,0.15,,,,预案
300183.SZ,20220423,20211231,0.0,,,0.0,0.15,,,,股东大会通过
300183.SZ,20220423,20211231,0.0,,,0.15,0.15,20220609,20220610,20220610,实施
300183.SZ,20210821,20210630,0.0,,,0.0,0.0,,,,预案
300183.SZ,20210428,20201231,0.0,,,0.0,0.2,,,,预案
300183.SZ,20210428,20201231,0.0,,,0.0,0.2,,,,股东大会通过
300183.SZ,20210428,20201231,0.0,,,0.2,0.2,20210603,20210604,20210604,实施
300183.SZ,20200828,20200630,0.0,,,0.0,0.0,,,,预案
300183.SZ,20200331,20191231,0.0,,,0.0,0.2,,,,预案
300183.SZ,20200331,20191231,0.0,,,0.0,0.2,,,,股东大会通过
300183.SZ,20200331,20191231,0.0,,,0.2,0.2,20200521,20200522,20200522,实施
300183.SZ,20190830,20190630,0.0,,,0.0,0.0,,,,预案
300183.SZ,20190329,20181231,0.0,,,0.0,0.2,,,,预案
300183.SZ,20190329,20181231,0.0,,,0.0,0.2,,,,股东大会通过
300183.SZ,20190329,20181231,0.0,,,0.2,0.2,20190522,20190523,20190523,实施
300183.SZ,20180817,20180630,0.0,,,0.0,0.0,,,,预案
300183.SZ,20180424,20171231,0.0,,,0.35,0.35,20180607,20180608,20180608,实施
300183.SZ,20170426,20161231,0.0,,,0.25,0.25,20170706,20170707,20170707,实施
300183.SZ,20160426,20151231,0.0,,,0.2,0.2,20160602,20160603,20160603,实施
300183.SZ,20150424,20141231,1.0,,1.0,0.285,0.3,20150609,20150610,20150610,实施
300183.SZ,20140425,20131231,0.0,,,0.475,0.5,20140526,20140527,20140527,实施
300183.SZ,20130419,20121231,0.0,,,0.475,0.5,20130529,20130530,20130530,实施
300183.SZ,20120329,20111231,1.2,,1.2,0.9,1.0,20120510,20120511,20120511,实施
