ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
300552.SZ,20260331,20251231,0.0,,,0.0,0.0,,,,预案
300552.SZ,20260331,20251231,0.0,,,0.0,0.0,,,,股东大会通过
300552.SZ,20250826,20250630,0.0,,,0.0,0.0,,,,预案
300552.SZ,20250412,20241231,0.0,,,0.0,0.0,,,,预案
300552.SZ,20250412,20241231,0.0,,,0.0,0.0,,,,股东大会通过
300552.SZ,20240817,20240630,0.0,,,0.0,0.0,,,,预案
300552.SZ,20240418,20231231,0.0,,,0.0,0.0,,,,预案
300552.SZ,20240418,20231231,0.0,,,0.0,0.0,,,,股东大会通过
300552.SZ,20230831,20230630,0.0,,,0.0,0.0,,,,预案
300552.SZ,20230412,20221231,0.0,,,0.0,0.0,,,,预案
300552.SZ,20230412,20221231,0.0,,,0.0,0.0,,,,股东大会通过
300552.SZ,20220813,20220630,0.0,,,0.0,0.0,,,,预案
300552.SZ,20220409,20211231,0.0,,,0.0,0.04,,,,预案
300552.SZ,20220409,20211231,0.0,,,0.0,0.04,,,,股东大会通过
300552.SZ,20220409,20211231,0.0,,,0.04,0.04,20220516,20220517,20220517,实施
300552.SZ,20210731,20210630,0.0,,,0.0,0.0,,,,预案
300552.SZ,20210428,20201231,0.0,,,0.0,0.61,,,,预案
300552.SZ,20210428,20201231,0.0,,,0.0,0.61,,,,股东大会通过
300552.SZ,20210428,20201231,0.0,,,0.609969,0.609969,20210527,20210528,20210528,实施
300552.SZ,20200826,20200630,0.0,,,0.0,0.0,,,,预案
300552.SZ,20200411,20191231,0.8,,0.8,0.0,1.6,,,,预案
300552.SZ,20200411,20191231,0.8,,0.8,0.0,1.6,,,,股东大会通过
300552.SZ,20200411,20191231,0.8,,0.8,1.6,1.6,20200518,20200519,20200519,实施
300552.SZ,20190803,20190630,0.0,,,0.0,0.0,,,,预案
300552.SZ,20190412,20181231,0.0,,,0.0,0.013,,,,预案
300552.SZ,20190412,20181231,0.0,,,0.0,0.013,,,,股东大会通过
300552.SZ,20190412,20181231,0.0,,,0.013,0.013,20190606,20190610,20190610,实施
300552.SZ,20180825,20180630,0.0,,,0.0,0.0,,,,预案
300552.SZ,20180405,20171231,0.0,,,0.07,0.07,20180509,20180510,20180510,实施
300552.SZ,20170325,20161231,0.0,,,0.25,0.25,20170510,20170511,20170511,实施
