ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
301608.SZ,20260421,20251231,0.49,,0.49,0.0,0.44949,,,,预案
301608.SZ,20260421,20251231,0.49,,0.49,0.0,0.44949,,,,股东大会通过
301608.SZ,20260421,20251231,0.49,,0.49,0.44949,0.44949,20260519,20260520,20260520,实施
301608.SZ,20250828,20250630,0.0,,,0.0,0.50568,,,,预案
301608.SZ,20250828,20250630,0.0,,,0.50568,0.50568,20250904,20250905,20250905,实施
301608.SZ,20250423,20241231,0.0,,,0.0,0.33712,,,,预案
301608.SZ,20250423,20241231,0.0,,,0.0,0.33712,,,,股东大会通过
301608.SZ,20250423,20241231,0.0,,,0.33712,0.33712,20250522,20250523,20250523,实施
301608.SZ,20240829,20240630,0.0,,,0.0,0.63,,,,预案
301608.SZ,20240829,20240630,0.0,,,0.0,0.63,,,,股东大会通过
301608.SZ,20240829,20240630,0.0,,,0.63,0.63,20240925,20240926,20240926,实施
