ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
002373.SZ,20260418,20251231,0.0,,,0.0,0.032,,,,预案
002373.SZ,20260418,20251231,0.0,,,0.0,0.032,,,,股东大会通过
002373.SZ,20260418,20251231,0.0,,,0.032,0.032,20260518,20260519,20260519,实施
002373.SZ,20251227,20250930,0.0,,,0.0,0.02,,,,预案
002373.SZ,20251227,20250930,0.0,,,0.0,0.02,,,,股东大会通过
002373.SZ,20251227,20250930,0.0,,,0.02,0.02,20260123,20260126,20260126,实施
002373.SZ,20250822,20250630,0.0,,,0.0,0.0,,,,预案
002373.SZ,20250419,20241231,0.0,,,0.0,0.0,,,,预案
002373.SZ,20250419,20241231,0.0,,,0.0,0.0,,,,股东大会通过
002373.SZ,20240827,20240630,0.0,,,0.0,0.0,,,,预案
002373.SZ,20240418,20231231,0.0,,,0.0,0.05,,,,预案
002373.SZ,20240418,20231231,0.0,,,0.0,0.05,,,,股东大会通过
002373.SZ,20240418,20231231,0.0,,,0.05,0.05,20240614,20240617,20240617,实施
002373.SZ,20230823,20230630,0.0,,,0.0,0.0,,,,预案
002373.SZ,20230420,20221231,0.0,,,0.0,0.0,,,,预案
002373.SZ,20230420,20221231,0.0,,,0.0,0.0,,,,股东大会通过
002373.SZ,20220818,20220630,0.0,,,0.0,0.0,,,,预案
002373.SZ,20220330,20211231,0.0,,,0.0,0.0,,,,预案
002373.SZ,20220330,20211231,0.0,,,0.0,0.0,,,,股东大会通过
002373.SZ,20210811,20210630,0.0,,,0.0,0.0,,,,预案
002373.SZ,20210331,20201231,0.0,,,0.0,0.07,,,,预案
002373.SZ,20210331,20201231,0.0,,,0.0,0.07,,,,股东大会通过
002373.SZ,20210331,20201231,0.0,,,0.0701002,0.0701002,20210610,20210611,20210611,实施
002373.SZ,20200820,20200630,0.0,,,0.0,0.0,,,,预案
002373.SZ,20200415,20191231,0.0,,,0.0,0.07,,,,预案
002373.SZ,20200415,20191231,0.0,,,0.0,0.07,,,,股东大会通过
002373.SZ,20200415,20191231,0.0,,,0.07,0.07,20200706,20200707,20200707,实施
002373.SZ,20190809,20190630,0.0,,,0.0,0.0,,,,预案
002373.SZ,20190410,20181231,0.0,,,0.0,0.055,,,,预案
002373.SZ,20190410,20181231,0.0,,,0.0,0.055,,,,股东大会通过
002373.SZ,20190410,20181231,0.0,,,0.055,0.055,20190521,20190522,20190522,实施
002373.SZ,20180825,20180630,0.0,,,0.0,0.0,,,,预案
002373.SZ,20180426,20171231,0.0,,,0.04,0.04,20180606,20180607,20180607,实施
002373.SZ,20170427,20161231,0.0,,,0.05,0.05,20170710,20170711,20170711,实施
002373.SZ,20160408,20151231,1.0,,1.0,0.1,0.1,20160509,20160510,20160510,实施
002373.SZ,20150428,20141231,0.0,,,0.095,0.1,20150715,20150716,20150716,实施
002373.SZ,20130420,20121231,1.0,,1.0,0.0,0.0,20130524,20130527,,实施
002373.SZ,20110428,20101231,0.0,,,0.09,0.1,20110713,20110714,20110714,实施
