ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
920249.BJ,20260416,20251231,0.0,,,0.0,0.0,,,,预案
920249.BJ,20260416,20251231,0.0,,,0.0,0.0,,,,股东大会通过
920249.BJ,20250820,20250630,0.0,,,0.0,0.0,,,,预案
920249.BJ,20250429,20241231,0.0,,,0.0,0.0,,,,股东大会通过
920249.BJ,20240830,20240630,0.0,,,0.0,0.0,,,,预案
920249.BJ,20240427,20231231,0.0,,,0.0,0.0,,,,股东大会通过
920249.BJ,20230831,20230630,0.0,,,0.0,0.0,,,,预案
920249.BJ,20230427,20221231,0.0,,,0.15,0.15,20230607,20230608,20230608,实施
