ts_code,ann_date,end_date,stk_div,stk_bo_rate,stk_co_rate,cash_div,cash_div_tax,record_date,ex_date,pay_date,div_proc
002881.SZ,20260331,20251231,0.0,,,0.0,0.1,,,,预案
002881.SZ,20250828,20250630,0.0,,,0.0,0.0,,,,预案
002881.SZ,20250428,20241231,0.0,,,0.0,0.13,,,,预案
002881.SZ,20250428,20241231,0.0,,,0.0,0.13,,,,股东大会通过
002881.SZ,20250428,20241231,0.0,,,0.13,0.13,20250529,20250530,20250530,实施
002881.SZ,20240829,20240630,0.0,,,0.0,0.0,,,,预案
002881.SZ,20240425,20231231,0.0,,,0.0,0.1,,,,预案
002881.SZ,20240425,20231231,0.0,,,0.0,0.1,,,,股东大会通过
002881.SZ,20240425,20231231,0.0,,,0.1,0.1,20240524,20240527,20240527,实施
002881.SZ,20230831,20230630,0.0,,,0.0,0.0,,,,预案
002881.SZ,20230426,20221231,0.0,,,0.0,0.1,,,,预案
002881.SZ,20230426,20221231,0.0,,,0.0,0.1,,,,股东大会通过
002881.SZ,20230426,20221231,0.0,,,0.1,0.1,20230601,20230602,20230602,实施
002881.SZ,20220816,20220630,0.0,,,0.0,0.0,,,,预案
002881.SZ,20220428,20211231,0.3,,0.3,0.0,0.136,,,,预案
002881.SZ,20220428,20211231,0.3,,0.3,0.0,0.136,,,,股东大会通过
002881.SZ,20220428,20211231,0.3,,0.3,0.136,0.136,20220609,20220610,20220610,实施
002881.SZ,20210827,20210630,0.0,,,0.0,0.0,,,,预案
002881.SZ,20210428,20201231,0.0,,,0.0,0.02,,,,预案
002881.SZ,20210428,20201231,0.0,,,0.0,0.02,,,,股东大会通过
002881.SZ,20210428,20201231,0.0,,,0.02,0.02,20210610,20210611,20210611,实施
002881.SZ,20200828,20200630,0.0,,,0.0,0.0,,,,预案
002881.SZ,20200428,20191231,0.0,,,0.0,0.02,,,,预案
002881.SZ,20200428,20191231,0.0,,,0.0,0.02,,,,股东大会通过
002881.SZ,20200428,20191231,0.0,,,0.02,0.02,20200528,20200529,20200529,实施
002881.SZ,20190822,20190630,0.0,,,0.0,0.0,,,,预案
002881.SZ,20190426,20181231,0.0,,,0.0,0.027,,,,预案
002881.SZ,20190426,20181231,0.0,,,0.0,0.027,,,,股东大会通过
002881.SZ,20190426,20181231,0.0,,,0.027,0.027,20190605,20190606,20190606,实施
002881.SZ,20180828,20180630,0.0,,,0.0,0.0,,,,预案
002881.SZ,20180427,20171231,0.7,,0.7,0.1,0.1,20180604,20180605,20180605,实施
