ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
300552.SZ,20260423,20260423,20260331,1,1,1,-0.1223,-0.1223,237777553.33,237777553.33,,,,,,,,,,,,,,,,-160958.61,-160958.61,,272146959.58,168493923.89,,,1030575.12,43761067.9,18277401.02,938605.34,,,,,,,,,,,,-25483727.85,12000.09,354827.85,,-25826555.61,388973.1,-26215528.71,-26065681.01,-149847.7,,-26215528.71,-26065681.01,-149847.7,,,,,,39645386.31,442720.25,240524.91,,,,,,,,,,,,,,,-26215528.71,0
300552.SZ,20260423,20260423,20260331,1,1,1,-0.1223,-0.1223,237777553.33,237777553.33,,,,,,,,,,,,,,,,-160958.61,-160958.61,,272146959.58,168493923.89,,,1030575.12,43761067.9,18277401.02,938605.34,,,,,,,,,,,,-25483727.85,12000.09,354827.85,,-25826555.61,388973.1,-26215528.71,-26065681.01,-149847.7,,-26215528.71,-26065681.01,-149847.7,-24384163.9,,,,,39645386.31,442720.25,240524.91,,,,,,,,,,,,,,,-26215528.71,1
300552.SZ,20260331,20260331,20251231,1,1,4,-0.8496,-0.8496,1093997137.54,1093997137.54,,,,,,,,,,,,,,,,21127147.11,3683260.94,,1317542666.42,739170268.06,,,6845849.49,228429021.02,102475257.98,5924667.35,-36889344.79,,,,,,,,,,,-169635221.35,431451.67,898002.15,,-170101771.83,3419718.96,-173521490.79,-181068846.67,7547355.88,-37689.85,-173559180.64,-181106536.52,7547355.88,-171612336.03,-110796155.0,,,,227971401.94,6643972.3,1453341.26,,,,,,,,,,,,,,,-173521490.79,1
300552.SZ,20260331,20260331,20251231,1,1,4,-0.8496,-0.8496,1093997137.54,1093997137.54,,,,,,,,,,,,,,,,21127147.11,3683260.94,,1317542666.42,739170268.06,,,6845849.49,228429021.02,102475257.98,5924667.35,-36889344.79,,,,,,,,,,,-169635221.35,431451.67,898002.15,,-170101771.83,3419718.96,-173521490.79,-181068846.67,7547355.88,-37689.85,-173559180.64,-181106536.52,7547355.88,,,,,,227971401.94,6643972.3,1453341.26,,,,,,,,,,,,,,,-173521490.79,0
300552.SZ,20251030,20251030,20250930,1,1,3,-0.5449,-0.5449,691137318.73,691137318.73,,,,,,,,,,,,,,,,17306470.43,9409642.62,,837802729.11,469387278.25,,,3684498.32,146670132.19,73284202.44,3971451.9,,,,,,,,,,,,-106579892.98,332186.32,622607.2,,-106870313.86,5268689.61,-112139003.47,-116145568.86,4006565.39,,-112139003.47,-116145568.86,4006565.39,-119916183.47,,,,,162462478.0,4079878.48,1076251.67,,,,,,,,,,,,,,,-112139003.47,1
300552.SZ,20250826,20250826,20250630,1,1,2,-0.4707,-0.4707,421132031.03,421132031.03,,,,,,,,,,,,,,,,16850477.65,9406249.23,,544253917.53,288812187.47,,,2463408.38,102016417.3,50202427.04,2306573.03,,,,,,,,,,,,-94336546.26,261290.51,136269.32,,-94211525.07,4354428.4,-98565953.47,-100325453.64,1759500.17,,-98565953.47,-100325453.64,1759500.17,-108880450.88,-72488623.9,,,,119535494.09,2588185.28,794602.65,,,,,,,,,,,,,,,-98565953.47,1
300552.SZ,20250426,20250426,20250331,1,1,1,-0.2404,-0.2404,189707844.36,189707844.36,,,,,,,,,,,,,,,,20662164.41,8666355.96,,261757721.64,128915661.3,,,572466.1,49998940.6,19821913.1,1002981.71,,,,,,,,,,,,-48517802.79,75086.06,12549.91,,-48455266.64,397897.02,-48853163.66,-51246759.89,2393596.23,,-48853163.66,-51246759.89,2393596.23,,,,,,61445758.83,1145971.38,472402.61,,,,,,,,,,,,,,,-48853163.66,0
300552.SZ,20250426,20250426,20250331,1,1,1,-0.2404,-0.2404,189707844.36,189707844.36,,,,,,,,,,,,,,,,20662164.41,8666355.96,,261757721.64,128915661.3,,,572466.1,49998940.6,19821913.1,1002981.71,,,,,,,,,,,,-48517802.79,75086.06,12549.91,,-48455266.64,397897.02,-48853163.66,-51246759.89,2393596.23,,-48853163.66,-51246759.89,2393596.23,-68176985.49,,,,,61445758.83,1145971.38,472402.61,,,,,,,,,,,,,,,-48853163.66,1
300552.SZ,20250412,20250412,20241231,1,1,4,-1.8116,-1.8116,930199554.87,930199554.87,,,,,,,,,,,,,,,,22851330.21,12259794.56,,1369813877.57,658828253.68,,,7067237.81,221742829.25,99648729.3,5553518.15,-58917940.09,,,,,,,,,,,-386318030.4,514337.33,2808289.04,,-388611982.11,-3302137.82,-385309844.29,-386108066.09,798221.8,23914.55,-385285929.74,-386084151.54,798221.8,-386652099.93,-323345376.96,,,,299954950.18,7446535.12,1626294.62,,,,,,,,,,,,,,,-385309844.29,1
300552.SZ,20241029,20241029,20240930,1,1,3,-1.1138,-1.1138,624713433.78,624713433.78,,,,,,,,,,,,,,,,11378477.61,5424905.11,,890421435.22,461288456.37,,,4146445.29,129300978.54,78349619.16,4875281.36,,,,,,,,,,,,-232725392.32,537564.88,1953077.65,,-234140905.09,-514845.46,-233626059.63,-237385243.86,3759184.23,,-233626059.63,-237385243.86,3759184.23,-239525588.57,,,,,210635389.75,5034297.58,1203645.91,,,,,,,,,,,,,,,-233626059.63,1
