ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
603236.SH,20260424,20260424,20260331,1,1,1,0.49,0.49,6749238340.99,6749238340.99,,,,,,,,,,,,,,,,569744.08,-9247.54,,6627723594.94,5595921397.91,,,7399935.37,166877375.01,213580173.85,28858335.61,-20320926.73,,,,,,,,,,,134525165.93,49137.44,1306673.48,,133267629.89,-6062431.83,139330061.72,141326852.47,-1996790.75,398769.43,139728831.15,141725621.9,-1996790.75,183501969.83,,,,,585701998.31,12864831.74,1304591.19,,,,,,,,,,,,,,,139330061.72,1
603236.SH,20260424,20260424,20251231,1,1,4,3.2,3.2,24326466639.93,24326466639.93,,,,,,,,,,,,,,,,-50195887.45,-121304.1,,23552314773.04,20090245807.16,,,20409576.58,603613006.32,683788626.49,52938934.63,-114396061.81,,,,,,,,,,,815764813.98,1152942.45,2515729.08,,814402027.35,-12619367.08,827021394.43,837071075.08,-10049680.65,11129500.31,838150894.74,848200575.39,-10049680.65,917770507.73,1345917025.0,,,,1951386752.82,57844785.18,10867737.88,,,,,,,,,,,,,,,827021394.43,1
603236.SH,20251024,20251024,20250930,1,1,3,2.8,2.8,17876802028.53,17876802028.53,,,,,,,,,,,,,,,-4872752.62,-10197605.0,251451.66,,17198585979.72,14711035345.54,,,14104342.67,452608334.82,435863929.39,66765170.86,-83047845.05,,,,,,,,,,,724889351.37,807747.33,3941400.74,,721755697.96,-5360368.37,727116066.33,733474744.34,-6358678.01,6441375.49,733557441.82,739916119.85,-6358678.03,888436551.18,,,,,1393545302.61,56758823.91,9488999.81,,,,,,,,,,,,,,,727116066.33,1
603236.SH,20250815,20250815,20250630,1,1,2,1.8,1.8,11546496651.87,11546496651.87,,,,,,,,,,,,,,,-12430980.28,4879179.93,-3390.07,,11104549174.85,9501105991.17,,,9017251.19,289814553.84,287544120.06,37364340.07,-62206312.81,,,,,,,,,,,466702518.13,528988.16,1095608.01,,466135898.28,-2938722.84,469074621.12,471148711.27,-2074090.15,-6918492.64,462156128.48,464230218.63,-2074090.15,510354266.8,721133972.18,,,,881699863.65,36647544.17,7201154.99,,,,,,,,,,,,,,,469074621.12,1
603236.SH,20250429,20250429,20250331,1,1,1,0.81,0.81,5221392925.26,5221392925.26,,,,,,,,,,,,,,,,-3250.08,-3250.08,,5025225709.96,4291504946.63,,,3900521.38,134530184.35,125109994.45,16280195.81,-34444088.96,,,,,,,,,,,212661826.69,13023.94,953993.22,,211720857.41,788814.3,210932043.11,211894191.97,-962148.86,-8246838.67,202685204.44,203647353.3,-962148.86,,,,,,429290352.32,20769463.85,4633603.6,,,,,,,,,,,,,,,210932043.11,0
603236.SH,20250429,20250429,20250331,1,1,1,0.81,0.81,5221392925.26,5221392925.26,,,,,,,,,,,,,,,,-3250.08,-3250.08,,5025225709.96,4291504946.63,,,3900521.38,134530184.35,125109994.45,16280195.81,-34444088.96,,,,,,,,,,,212661826.69,13023.94,953993.22,,211720857.41,788814.3,210932043.11,211894191.97,-962148.86,-8246838.67,202685204.44,203647353.3,-962148.86,262136431.4,,,,,429290352.32,20769463.85,4633603.6,,,,,,,,,,,,,,,210932043.11,1
603236.SH,20250424,20250424,20241231,1,1,4,2.23,2.23,18594055888.73,18594055888.73,,,,,,,,,,,,,,,,29578.01,4926.51,,18097082739.4,15319642173.76,,,16154225.88,503138913.41,449008937.96,30923653.52,-77418724.37,,,,,,,,,,,586612608.21,2020639.9,11051688.69,,577581559.42,-434287.66,578015847.08,588224475.99,-10208628.91,-11756912.7,566258934.38,576467563.29,-10208628.91,612190385.15,998607203.96,,,,1668601347.95,80874447.86,27365123.52,,,,,,,,,,,,,,,578015847.08,1
603236.SH,20241022,20241022,20240930,1,1,3,1.36,1.36,13245900486.06,13245900486.06,,,,,,,,,,,,,,,,33963.95,33963.95,,12927185996.84,10871075433.98,,,11103595.34,358865304.33,302472289.06,80210778.39,-47676939.82,,,,,,,,,,,353914254.05,1235268.37,5344822.37,,349804700.05,2803814.11,347000885.94,356658200.8,-9657314.86,1533985.55,348534871.49,358192186.35,-9657314.86,476486964.18,,,,,1227682695.37,64725519.29,15550636.09,,,,,,,,,,,,,,,347000885.94,1
603236.SH,20240827,20240827,20240630,1,1,2,0.8,0.8,8248827734.1,8248827734.1,,,,,,,,,,,,,,,,-335.8,-335.8,,8061670187.35,6752312138.55,,,7201896.71,229868658.53,206063888.32,33201313.11,-22857625.92,,,,,,,,,,,210351480.72,943992.6,3271398.04,,208024075.28,3908690.19,204115385.09,209375373.88,-5259988.79,-4346450.41,199768934.68,205028923.47,-5259988.79,238366760.07,444343965.24,,,,795906131.62,41931204.24,8926239.32,,,,,,,,,,,,,,,204115385.09,1
603236.SH,20240423,20240423,20240331,1,1,1,0.21,0.21,3954236158.15,3954236158.15,,,,,,,,,,,,,,,,-2537.38,-2537.38,,3905685044.81,3284899278.08,,,3171160.98,108794332.92,95928007.71,20063430.57,-4397879.97,,,,,,,,,,,53171314.91,261692.36,1457378.41,,51975628.86,-502279.39,52477908.25,54765968.89,-2288060.64,5028323.79,57506232.04,59794292.68,-2288060.64,77635162.83,,,,,380226757.47,21084506.17,5231607.97,,,,,,,,,,,,,,,52477908.25,1
