ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
300638.SZ,20260424,20260424,20260331,1,1,1,0.0108,0.0108,1678195179.38,1678195179.38,,,,,,,,,,,,,,,2585009.28,2914532.69,-1415737.81,,1682951119.8,1455385126.74,,,3708404.84,37785122.14,35712242.84,18497951.05,-5167343.01,,,,,,,,,,,6602022.92,40.0,99951.78,,6502111.14,-7381037.89,13883149.03,9666203.81,4216945.22,-22712292.44,-8829143.41,-13046088.63,4216945.22,24795078.24,,,,,123689128.28,8206562.13,15967426.48,,,,,,,,,,,,,,,13883149.03,1
300638.SZ,20260331,20260331,20251231,1,1,4,0.44,0.44,6987612096.68,6987612096.68,,,,,,,,,,,,,,,20766737.17,3275206.36,-5147619.83,,6679775093.29,5842540055.04,,,16674612.27,159290727.17,148250734.22,12403423.49,-24593688.85,,,,,,,,,,,370867312.93,1414533.75,4345125.33,,367936721.35,22069201.57,345867519.78,347040640.51,-1173120.73,-6300144.97,339567374.81,340740495.54,-1173120.73,359226760.43,530830827.09,,,,480299890.58,34238202.83,39685504.68,,,,,,,,,,,,,,,345867519.78,1
300638.SZ,20251030,20251030,20250930,1,1,3,0.4149,0.4133,5365678789.76,5365678789.76,,,,,,,,,,,,,,,3765792.79,2648066.21,-4485931.94,,5068176088.83,4446177183.62,,,10425912.42,117937487.07,108461081.45,8523327.14,-10609588.51,,,,,,,,,,,339318228.98,,999624.44,,338318604.54,23040266.71,315278337.83,316185901.83,-907564.0,-319983.99,314958353.84,315865917.84,-907564.0,352120700.37,,,,,359126774.13,26670239.66,16574676.61,,,,,,,,,,,,,,,315278337.83,1
300638.SZ,20250827,20250827,20250630,1,1,2,0.2859,0.2848,3706976517.27,3706976517.27,,,,,,,,,,,,,,,3523188.11,2867308.92,-2881942.88,,3511423807.99,3098165339.83,,,7633748.17,82069507.09,72085503.45,-3139051.36,-9558675.34,,,,,,,,,,,229745918.66,,357712.57,,229388206.09,10906928.74,218481277.35,217901677.71,579599.64,-1042920.93,217438356.42,216858756.78,579599.64,220234898.27,299347956.17,,,,239240963.93,16341000.47,10383911.47,,,,,,,,,,,,,,,218481277.35,1
300638.SZ,20250430,20250430,20250331,1,1,1,0.1549,0.1543,1855618486.6,1855618486.6,,,,,,,,,,,,,,,-1902215.57,501087.51,-1028643.53,,1747030296.13,1539941476.58,,,4793080.79,35114745.53,34425850.78,677688.35,-2581352.77,,,,,,,,,,,124145335.06,,18050.18,,124127284.88,3567566.96,120559717.92,117791138.47,2768579.45,-3377954.57,117181763.35,114413183.9,2768579.45,128805504.24,,,,,132800596.01,7340383.47,6211064.37,,,,,,,,,,,,,,,120559717.92,1
300638.SZ,20250419,20250419,20241231,1,1,4,0.88,0.87,8188852494.5,8188852494.5,,,,,,,,,,,,,,,2028532.82,162861607.57,-3897820.75,,7770165130.45,6605929810.86,,,20064270.66,192504236.85,178251547.82,27574611.01,-46394754.33,,,,,,,,,,,670322084.79,2520720.46,2359264.02,,670483541.23,-6354908.99,676838450.22,667964222.42,8874227.8,73571400.38,750409850.6,741535622.8,8874227.8,532894215.68,694979709.96,,,,686892797.08,42773729.96,35946464.96,,,,,,,,,,,,,,,423151620.86,1
300638.SZ,20241029,20241029,20240930,1,1,3,0.8543,0.8543,6216604579.49,6216604579.49,,,,,,,,,,,,,,,,179469718.93,-1202983.79,,5803405522.49,4929008536.55,,,11417523.21,151750689.44,129929073.33,28208761.15,-19099908.07,,,,,,,,,,,662330062.71,2516132.05,1011036.07,,663835158.69,7202419.75,656632738.94,651930880.15,4701858.79,20103166.01,676735904.95,672034046.16,4701858.79,529978363.43,,,,,521967258.92,32782970.56,22336815.66,,,,,,,,,,,,,,,656632738.94,1
300638.SZ,20240829,20240829,20240630,1,1,2,0.437,0.4368,4074690964.08,4074690964.08,,,,,,,,,,,,,,,0.0,437362.66,-1310122.17,,3786784618.32,3195263298.8,,,6754915.81,108396841.23,83140372.55,16137039.8,-5691123.56,,,,,,,,,,,344678926.23,2514778.27,245320.2,,346948384.3,9502977.33,337445406.97,333492443.47,3952963.5,41580594.72,379026001.69,375073038.19,3952963.5,360384767.58,464078065.73,,,,365295205.96,19643689.93,15334589.24,,,,,,,,,,,,,,,337445406.97,1
300638.SZ,20240429,20240429,20240331,1,1,1,0.2453,0.2451,2122951636.25,2122951636.25,,,,,,,,,,,,,,,,1951334.97,-1253622.22,,1963003001.88,1666153150.84,,,2989284.82,53737165.83,43176293.67,10541520.57,-513671.15,,,,,,,,,,,190147236.02,2502286.97,266486.5,,192383036.49,2131817.54,190251218.95,187879452.71,2371766.24,802844.54,191054063.49,188682297.25,2371766.24,199251092.77,,,,,185140918.68,10556171.14,8116416.68,,,,,,,,,,,,,,,190251218.95,1
300638.SZ,20240326,20240326,20231231,1,1,4,0.74,0.74,7715828997.07,7715828997.07,,,,,,,,,,,,,,,,5693219.29,2016777.1,,7158500092.43,5930406432.49,,,18415965.38,270631008.28,171841433.4,30295402.69,-37718587.92,,,,,,,,,,,624101597.43,10070.0,1017786.62,,623093880.81,58105317.61,564988563.2,563554950.37,1433612.83,64409855.54,629398418.74,627964805.91,1433612.83,648601139.97,839742152.37,,,,707523173.03,42391628.71,20201303.06,,,,,,,,,,,,,,,564988563.2,1
