ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
300590.SZ,20260423,20260423,20260331,1,1,1,0.11,0.11,312463864.69,312463864.69,,,,,,,,,,,,,,,1892149.59,-1042325.3,-1394163.52,,257678482.39,184931625.47,,,1785937.54,17899533.14,10842327.56,4697689.8,-2381171.41,,,,,,,,,,,58236754.92,31834.16,,,58268589.08,6512904.57,51755684.51,51929933.23,-174248.72,,51755684.51,51929933.23,-174248.72,64465791.84,,,,,34001677.92,63377.91,2374808.75,,,,,,,,,,,,,,,51755684.51,1
300590.SZ,20260423,20260423,20251231,1,1,4,0.16,0.16,891101464.89,891101464.89,,,,,,,,,,,,,,,8462387.78,2821931.92,859400.27,,832677032.0,537305889.98,,,6622713.72,82714784.4,47485179.58,-10067808.32,-24625433.74,,,,,,,,,,,75908212.16,1248199.72,460172.44,,76696239.44,2385513.11,74310726.33,74558287.84,-247561.51,,74310726.33,74558287.84,-247561.51,54542888.87,82794034.15,,,,143632173.41,269082.03,13299261.13,,,,,,,,,,,,,,,74310726.33,1
300590.SZ,20251029,20251029,20250930,1,1,3,0.1348,0.1348,582306591.12,582306591.12,,,,,,,,,,,,,,,5996983.53,1900871.6,,,528974499.23,345577202.62,,,5366023.52,58135346.7,31495766.31,-9612002.23,,,,,,,,,,,,64524464.84,83351.57,412242.78,,64195573.63,2692777.03,61502796.6,61625731.16,-122934.56,,61502796.6,61625731.16,-122934.56,47014607.48,,,,,98794343.75,233455.94,10130851.67,,,,,,,,,,,,,,,61502796.6,1
300590.SZ,20250731,20250731,20250630,1,1,2,0.0675,0.0675,359970806.21,359970806.21,,,,,,,,,,,,,,,4381791.98,42390.02,,,333662580.8,212335301.72,,,4124556.81,39767510.64,21068938.17,-7424828.36,,,,,,,,,,,,32874227.5,77954.57,405337.53,,32546844.54,1526854.89,31019989.65,31019989.65,,,31019989.65,31019989.65,,21025217.14,38679519.34,,,,64546133.36,132450.55,6677701.31,,,,,,,,,,,,,,,31019989.65,1
300590.SZ,20250425,20250425,20250331,1,1,1,0.0213,0.0213,156804967.82,156804967.82,,,,,,,,,,,,,,,2459239.34,442501.89,,,149845765.42,88888351.41,,,3096350.24,20659617.68,10968529.83,-3731183.53,,,,,,,,,,,,10510535.55,77954.57,31550.0,,10556940.12,770629.96,9786310.16,9786310.16,,,9786310.16,9786310.16,,3877610.79,,,,,30793971.93,24737.71,2812890.08,,,,,,,,,,,,,,,9786310.16,1
300590.SZ,20250425,20250425,20241231,1,1,4,0.35,0.35,966879882.73,966879882.73,,,,,,,,,,,,,,,13420642.39,-7232877.46,-2785625.36,,815263912.35,561317910.07,,,6678334.29,81834560.02,44050000.79,-22150378.22,-17674752.53,,,,,,,,,,,168765787.33,67609.1,234432.79,,168598963.64,9988919.82,158610043.82,158610043.82,,,158610043.82,158610043.82,,140324546.83,168570427.57,,,,125325366.7,204760.35,9874327.64,,,,,,,,,,,,,,,158610043.82,1
300590.SZ,20241029,20241029,20240930,1,1,3,0.2919,0.2919,693746691.21,693746691.21,,,,,,,,,,,,,,,12598840.0,-4420990.59,,,562703937.58,398827255.72,,,4799790.91,56072535.1,28376921.37,-11855678.13,,,,,,,,,,,,143376516.49,57226.33,24725.12,,143409017.7,9465187.27,133943830.43,133943830.43,,,133943830.43,133943830.43,,123239891.6,,,,,86825501.79,166496.05,7099313.47,,,,,,,,,,,,,,,133943830.43,1
300590.SZ,20240727,20240727,20240630,1,1,2,0.2151,0.2151,477552775.2,477552775.2,,,,,,,,,,,,,,,9418902.82,-5313396.82,,,376110756.67,274089293.07,,,2307123.07,36732361.9,18139848.29,-11664416.7,,,,,,,,,,,,107619549.06,51818.98,23877.18,,107647490.86,8952561.36,98694929.5,98694929.5,,,98694929.5,98694929.5,,91747590.96,105315131.73,,,,56548564.29,122799.84,4423681.31,,,,,,,,,,,,,,,98694929.5,1
300590.SZ,20240422,20240422,20240331,1,1,1,0.08,0.08,212251071.44,212251071.44,,,,,,,,,,,,,,,4027315.32,-2960593.14,,,175930639.78,125497221.8,,,1027433.95,16254749.18,10667391.88,-4883827.95,,,,,,,,,,,,37938040.83,,26.46,,37938014.37,2501611.0,35436403.37,35436403.37,,,35436403.37,35436403.37,,31885455.3,,,,,28202816.1,67167.58,2006405.18,,,,,,,,,,,,,,,35436403.37,1
300590.SZ,20240422,20240422,20231231,1,1,4,0.32,0.32,1015760387.49,1015760387.49,,,,,,,,,,,,,,,4356694.16,-12888181.16,-68131.43,,865009229.42,605408305.74,,,5267570.71,66352463.96,51354850.1,-13132719.53,-28657163.76,,,,,,,,,,,154085879.93,894271.86,541502.67,,154438649.12,7690477.04,146748172.08,146748172.08,,,146748172.08,146748172.08,,149264552.7,179137621.34,,,,121451577.08,303476.31,8038194.91,,,,,,,,,,,,,,,146748172.08,1
