ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
002970.SZ,20260428,20260428,20260331,1,1,1,0.24,0.24,557699063.63,557699063.63,,,,,,,,,,,,,,,-71022.45,-577775.19,-392011.35,,521196760.22,325109902.86,,,3584349.72,51053203.99,56679740.85,11784109.69,-1679891.78,,,,,,,,,,,39336891.26,204151.43,26903.91,,39514138.78,-4374308.18,43888446.96,43463275.44,425171.52,-8554473.14,35333973.82,34988968.61,345005.21,53902509.68,,,,,68475498.12,2998226.4,1896453.62,,,,,,,,,,,,,,,43888446.96,1
002970.SZ,20260331,20260331,20251231,1,1,4,2.15,2.12,2476928402.34,2476928402.34,,,,,,,,,,,,,,,374378.32,19154530.65,818.49,,2137781745.66,1357841969.89,,,15124918.88,208738205.67,245972299.49,9467967.87,-6378144.96,,,,,,,,,,,397667528.93,1266373.05,1986935.6,,396946966.38,8442138.55,388504827.83,382673238.64,5831589.19,596265.2,389101093.03,383451870.57,5649222.46,385412270.43,465430307.48,,,,285805853.11,10446503.99,15539260.84,,,,,,,,,,,,,,,369644019.63,1
002970.SZ,20251023,20251023,20250930,1,1,3,1.55,1.55,1692742137.04,1692742137.04,,,,,,,,,,,,,,,-6483.85,21861118.78,1469576.4,,1445733500.49,881679005.9,,,12091962.04,150531704.35,182245911.53,2573739.93,-7309280.12,,,,,,,,,,,288601019.86,1169978.55,1479207.74,,288291790.67,9510359.38,278781431.29,274044553.89,4736877.4,2884836.39,281666267.68,277027496.38,4638771.3,276528074.86,,,,,212804756.42,7395092.73,12273610.37,,,,,,,,,,,,,,,259920623.09,1
002970.SZ,20250822,20250822,20250630,1,1,2,1.15,1.15,1155631115.3,1155631115.3,,,,,,,,,,,,,,,-6483.85,19749137.18,850950.6,,981632189.81,601854628.08,,,8832491.23,100820487.03,119591179.91,-500208.4,-5594907.41,,,,,,,,,,,211454541.08,1027314.16,398151.69,,212083703.55,6550623.16,205533080.39,203071747.93,2461332.46,10136970.55,215670050.94,213255007.87,2415043.07,191107165.81,233448555.26,,,,145906131.16,4474108.4,8351712.27,,,,,,,,,,,,,,,186672272.19,1
002970.SZ,20250425,20250425,20250331,1,1,1,0.57,0.57,514711729.12,514711729.12,,,,,,,,,,,,,,,,18311470.51,-434937.69,,436412783.22,269152277.41,,,4332185.4,46630732.89,52547047.34,-718313.78,-1989437.47,,,,,,,,,,,105117643.07,60238.62,173253.62,,105004628.07,4770445.67,100234182.4,100727795.46,-493613.06,9823911.34,110058093.74,110551706.8,-493613.06,88077836.67,,,,,63632722.2,1932779.07,2756527.42,,,,,,,,,,,,,,,100234182.4,1
002970.SZ,20250425,20250425,20241231,1,1,4,1.66,1.66,2777454901.94,2777454901.94,,,,,,,,,,,,,,,6483.85,-995543.79,-2021325.36,,2544949373.14,1783651632.89,,,14406673.79,205250055.96,243742455.35,-31138725.2,-26058242.64,,,,,,,,,,,287841349.89,620585.22,1311848.3,,287150086.81,-6583470.87,293733557.68,290023860.42,3709697.26,-13134292.42,280599265.26,276889568.0,3709697.26,261933208.43,348980462.85,,,,283710037.8,8800837.5,20848930.09,,,,,,,,,,,,,,,293733557.68,1
002970.SZ,20241023,20241023,20240930,1,1,3,1.27,1.27,1918038587.81,1918038587.81,,,,,,,,,,,,,,,,-3432440.68,-4279722.25,,1740145776.91,1167214597.75,,,10025307.31,163833125.74,168323631.47,-17513722.09,-15461835.26,,,,,,,,,,,217237428.85,292280.42,796732.39,,216732976.88,-6002849.71,222735826.59,220300402.27,2435424.32,-10458419.05,212277407.54,209841983.22,2435424.32,218716020.4,,,,,221525000.42,6636382.46,16551047.42,,,,,,,,,,,,,,,222735826.59,1
002970.SZ,20240823,20240823,20240630,1,1,2,0.72,0.72,1152234537.86,1152234537.86,,,,,,,,,,,,,,,,-3853403.35,-3685094.72,,1046072911.38,682810373.76,,,6169671.15,110111437.29,107104633.86,-18020961.37,-10158729.94,,,,,,,,,,,126169589.71,82077.96,681895.28,,125569772.39,298065.18,125271707.21,123667372.23,1604334.98,-5741829.09,119529878.12,117925543.14,1604334.98,112765991.37,154874770.27,,,,144292862.64,4279292.01,11923470.85,,,,,,,,,,,,,,,125271707.21,1
002970.SZ,20240424,20240424,20240331,1,1,1,0.31,0.31,502013459.71,502013459.71,,,,,,,,,,,,,,,,-1422711.09,-1422711.09,,460076967.4,283461562.05,,,2817104.88,53926802.38,51680796.16,-5472657.43,-3079992.54,,,,,,,,,,,53979816.4,29943.04,27746.54,,53982012.9,886540.01,53095472.89,53126909.58,-31436.69,-11891021.15,41204451.74,41235888.43,-31436.69,53299035.81,,,,,69147934.73,1934609.68,5784502.65,,,,,,,,,,,,,,,53095472.89,1
002970.SZ,20240424,20240424,20231231,1,1,4,0.59,0.59,1699251300.43,1699251300.43,,,,,,,,,,,,,,,8638763.31,-15599589.51,-3062086.27,,1635610081.28,969478238.06,,,13548106.84,208811523.27,184971184.03,-9763715.77,-5645781.84,,,,,,,,,,,98447389.81,791160.34,3705837.68,,95532712.47,-2690861.28,98223573.75,101940775.89,-3717202.14,22029546.58,120253120.33,123970322.47,-3717202.14,95872782.33,185269338.56,,,,246395211.74,8269761.96,14113597.63,,,,,,,,,,,,,,,98223573.75,1
