ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
002881.SZ,20260430,20260430,20260331,1,1,1,0.18,0.18,927593580.41,927593580.41,,,,,,,,,,,,,,,-2053643.26,-2186503.36,-2186503.36,,868110101.33,765245194.53,,,1668648.62,16159659.48,20650953.84,3440806.39,-9997854.95,,,,,,,,,,,59052240.19,4043.61,29662.27,,59026621.53,12371925.21,46654696.32,46654696.32,,-1281362.68,45373333.64,45373333.64,,,,,,,51340248.48,2514145.3,384308.65,,,,,,,,,,,,,,,46654696.32,0
002881.SZ,20260430,20260430,20260331,1,1,1,0.18,0.18,927593580.41,927593580.41,,,,,,,,,,,,,,,-2053643.26,-2186503.36,-2186503.36,,868110101.33,765245194.53,,,1668648.62,16159659.48,20650953.84,3440806.39,-9997854.95,,,,,,,,,,,59052240.19,4043.61,29662.27,,59026621.53,12371925.21,46654696.32,46654696.32,,-1281362.68,45373333.64,45373333.64,,76731048.15,,,,,51340248.48,2514145.3,384308.65,,,,,,,,,,,,,,,46654696.32,1
002881.SZ,20260331,20260331,20251231,1,1,4,0.544,0.5418,3747132452.49,3747132452.49,,,,,,,,,,,,,,,4664162.32,-9488621.08,-9488621.08,,3606763436.28,3217985920.73,,,8628942.96,67462348.3,70143765.58,2458472.59,-20231977.07,,,,,,,,,,,155856736.17,55781.42,24918.74,,155887598.85,13167187.32,142720411.53,142720411.53,,-3244885.87,139475525.66,139475525.66,,162160863.38,217748545.18,,,,226106683.1,6994569.51,2910483.96,,,,,,,,,,,,,,,142720411.53,1
002881.SZ,20251028,20251028,20250930,1,1,3,0.43,0.43,2821288216.12,2821288216.12,,,,,,,,,,,,,,,-1164517.04,-6495125.28,-6495125.28,,2708722808.46,2450734514.11,,,7021446.52,46171178.97,47054608.88,-3062523.1,-13974383.2,,,,,,,,,,,122166661.07,,26120.79,,122140540.28,8970365.41,113170174.87,113170174.87,,-2467972.01,110702202.86,110702202.86,,139749168.05,,,,,153125236.92,4995320.68,2168916.09,,,,,,,,,,,,,,,113170174.87,1
002881.SZ,20250828,20250828,20250630,1,1,2,0.32,0.32,1886475312.32,1886475312.32,,,,,,,,,,,,,,,-1164517.04,-5127469.19,-5127469.19,,1794834343.56,1634364909.32,,,4586058.79,28836839.23,31165456.41,-7333003.01,-8826712.87,,,,,,,,,,,92898725.12,,9366.57,,92889358.55,8722584.47,84166774.08,84166774.08,,-2471286.06,81695488.02,81695488.02,,90868712.9,96531854.59,,,,95867059.1,2939789.09,1392432.54,,,,,,,,,,,,,,,84166774.08,1
002881.SZ,20250428,20250428,20250331,1,1,1,0.18,0.18,997062263.72,997062263.72,,,,,,,,,,,,,,,13333.33,-2901851.31,-2901851.31,,941678855.63,852072431.17,,,2331788.04,13331641.21,14565133.64,1065604.21,-6090381.24,,,,,,,,,,,55423907.62,,4867.56,,55419040.06,9114908.09,46304131.97,46304131.97,,-752391.61,45551740.36,45551740.36,,65468411.05,,,,,48032029.6,1089792.99,504905.38,,,,,,,,,,,,,,,46304131.97,1
002881.SZ,20250428,20250428,20241231,1,1,4,0.5204,0.519,2941374031.03,2941374031.03,,,,,,,,,,,,,,,1725017.6,-7940581.3,-12846227.11,,2820429412.77,2440369315.71,,,7368446.82,59189817.8,63037353.84,32542516.04,-16342527.03,,,,,,,,,,,125503064.91,112784.48,1475101.92,,124140747.47,-10234040.39,134374787.86,135571540.0,-1196752.14,1878330.22,136253118.08,137449870.22,-1196752.14,164182879.83,226503421.7,,,,208135508.98,6289938.69,2496873.01,,,,,,,,,,,,,,,134374787.86,1
002881.SZ,20241029,20241029,20240930,1,1,3,0.35,0.35,2182028242.59,2182028242.59,,,,,,,,,,,,,,,,-7893785.65,-8943785.65,,2087075360.06,1827413292.39,,,5074065.84,42955199.49,44500481.33,20059878.99,-9985696.34,,,,,,,,,,,95965866.51,44257.01,1470534.63,,94539588.89,4041009.98,90498578.91,91356360.57,-857781.66,-414274.43,90084304.48,90942086.14,-857781.66,133826962.67,,,,,148286676.52,3555745.36,1927895.76,,,,,,,,,,,,,,,90498578.91,1
002881.SZ,20240829,20240829,20240630,1,1,2,0.13,0.13,1305551460.81,1305551460.81,,,,,,,,,,,,,,,,-5280553.54,-5280553.54,,1266185406.0,1088963946.92,,,2931201.35,28066382.98,29600918.57,14552820.01,-7611497.13,,,,,,,,,,,40857896.57,22133.12,271887.96,,40608141.73,7784717.74,32823423.99,33482328.84,-658904.85,653935.78,33477359.77,34136264.62,-658904.85,60613005.3,86244347.84,,,,95203011.83,3175824.24,1546414.48,,,,,,,,,,,,,,,32823423.99,1
002881.SZ,20240425,20240425,20240331,1,1,1,0.02,0.02,574454894.09,574454894.09,,,,,,,,,,,,,,,,-2525522.14,-2525522.14,,567433414.79,484347926.12,,,1410178.26,13125648.29,12548618.31,7023030.31,-2346502.19,,,,,,,,,,,7846247.46,60.0,4929.33,,7841378.13,2019684.6,5821693.53,6466907.53,-645214.0,239275.33,6060968.86,6706182.86,-645214.0,,,,,,48445968.99,1266573.31,348402.14,,,,,,,,,,,,,,,5821693.53,0
002881.SZ,20240425,20240425,20240331,1,1,1,0.02,0.02,574454894.09,574454894.09,,,,,,,,,,,,,,,,-2525522.14,-2525522.14,,567433414.79,484347926.12,,,1410178.26,13125648.29,12548618.31,7023030.31,-2346502.19,,,,,,,,,,,7846247.46,60.0,4929.33,,7841378.13,2019684.6,5821693.53,6466907.53,-645214.0,239275.33,6060968.86,6706182.86,-645214.0,19741302.1,,,,,48445968.99,1266573.31,348402.14,,,,,,,,,,,,,,,5821693.53,1
002881.SZ,20240425,20240425,20231231,1,1,4,0.248,0.2479,2147335609.98,2147335609.98,,,,,,,,,,,,,,,25371000.54,-6081325.97,-6081325.97,,2120340585.32,1735982064.85,,,5367953.27,63799677.69,61025531.42,10841960.44,-15216017.07,,,,,,,,,,,63642692.89,13778.76,529539.94,,63126931.71,517577.92,62609353.79,64509024.24,-1899670.45,227102.38,62836456.17,64736126.62,-1899670.45,,,,,,213876532.13,8411057.21,4275878.05,,,,,,,,,,,,,,,62609353.79,1
002881.SZ,20231031,20231031,20230930,1,1,3,0.27,0.27,1559697450.6,1559697450.6,,,,,,,,,,,,,,,22998074.55,-6004215.64,-6004215.64,,1529702965.87,1259414837.94,,,3895512.57,42329155.74,39695137.94,9354274.3,-6716656.86,,,,,,,,,,,62761084.39,13778.76,696.54,,62774166.61,-5324485.2,68098651.81,68660969.96,-562318.15,1177017.95,69275669.76,69837987.91,-562318.15,61882614.9,,,,,155855989.29,8024383.07,3311855.19,,,,,,,,,,,,,,,68098651.81,1
002881.SZ,20230831,20230831,20230630,1,1,2,0.19,0.19,1022941003.26,1022941003.26,,,,,,,,,,,,,,,22998074.55,-3818308.69,-3818308.69,,992075692.1,814178518.85,,,2116147.53,29124655.87,26816067.59,2576509.83,-5256203.69,,,,,,,,,,,61886498.86,13778.76,298.6,,61899979.02,13623256.5,48276722.52,48650576.09,-373853.57,1046484.51,49323207.03,49697060.6,-373853.57,45327701.09,71012921.41,,,,103465566.81,7302408.7,2504538.51,,,,,,,,,,,,,,,48276722.52,1
002881.SZ,20230831,20230831,20230630,1,1,2,0.19,0.19,1022941003.26,1022941003.26,,,,,,,,,,,,,,,22998074.55,-3818308.69,-3818308.69,,992075692.1,814178518.85,,,2116147.53,29124655.87,26816067.59,2576509.83,-5256203.69,,,,,,,,,,,61886498.86,13778.76,298.6,,61899979.02,13623256.5,48276722.52,48650576.09,-373853.57,1046484.51,49323207.03,49697060.6,-373853.57,45327701.09,71012921.41,,,,103465566.81,7302408.7,2504538.51,,,,,,,,,,,,,,,48276722.52,0
002881.SZ,20230426,20230426,20230331,1,1,1,0.07,0.07,443094401.12,443094401.12,,,,,,,,,,,,,,,5000000.0,-2420348.68,-2420348.68,,425510593.26,343014473.49,,,850914.01,12825649.96,12875456.49,7499930.3,-816204.05,,,,,,,,,,,22872411.45,,,,22872411.45,4912287.16,17960124.29,18131965.85,-171841.56,-841403.87,17118720.42,17290561.98,-171841.56,28622134.59,,,,,43991077.72,4110754.45,724303.54,,,,,,,,,,,,,,,17960124.29,1
002881.SZ,20230426,20230426,20221231,1,1,4,0.5393,0.5371,2305932239.94,2305932239.94,,,,,,,,,,,,,,,43874592.44,-5897610.7,-5897610.7,,2218876472.35,1894194555.14,,,4544136.26,46358881.29,54344828.43,19844541.39,-6362235.41,,,,,,,,,,,149815154.28,0.2,230914.46,,149584240.02,22969657.56,126614582.46,127835728.53,-1221146.07,2119756.96,128734339.42,129955485.49,-1221146.07,131682713.93,176946424.05,,,,185909387.4,13638982.35,1076284.26,,,,,,,,,,,,,,,126614582.46,0
002881.SZ,20221028,20221028,20220930,1,1,3,0.51,0.51,1799716854.93,1799716854.93,,,,,,,,,,,,,,,41952781.26,-9471275.11,-9471275.11,,1712437354.39,1482626165.06,,,3682593.81,32454741.79,38128476.32,11341830.01,-2540074.85,,,,,,,,,,,139497589.43,0.2,230914.46,,139266675.17,17545366.16,121721309.01,122408820.61,-687511.6,2656774.62,124378083.63,125065595.23,-687511.6,120897988.14,,,,,135483431.91,11502343.55,817134.31,,,,,,,,,,,,,,,121721309.01,1
