ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
002869.SZ,20260428,20260428,20260331,1,1,1,-0.1458,-0.1458,102466567.73,102466567.73,,,,,,,,,,,,,,,349039.52,1027068.94,97096.95,,131831969.35,74548552.75,,,900395.88,18902968.08,15820955.49,-3249540.32,-1608998.64,,,,,,,,,,,-25764011.34,133.99,9993.75,,-25773871.1,-131378.13,-25642492.97,-25217991.83,-424501.14,,-25642492.97,-25217991.83,-424501.14,,,,,,25599513.95,1269930.41,3640619.28,,,,,,,,,,,,,,,-25642492.97,0
002869.SZ,20260428,20260428,20260331,1,1,1,-0.1458,-0.1458,102466567.73,102466567.73,,,,,,,,,,,,,,,349039.52,1027068.94,97096.95,,131831969.35,74548552.75,,,900395.88,18902968.08,15820955.49,-3249540.32,-1608998.64,,,,,,,,,,,-25764011.34,133.99,9993.75,,-25773871.1,-131378.13,-25642492.97,-25217991.83,-424501.14,,-25642492.97,-25217991.83,-424501.14,-28780661.48,,,,,25599513.95,1269930.41,3640619.28,,,,,,,,,,,,,,,-25642492.97,1
002869.SZ,20260428,20260428,20251231,1,1,4,-0.75,-0.75,464304795.69,464304795.69,,,,,,,,,,,,,,,43405249.43,6192418.97,868208.71,,650831531.89,339353147.21,,,6140059.08,75058137.41,66237593.35,-17587246.79,-102082429.86,,,,,,,,,,,-119430293.52,230545.41,5864530.88,,-125064278.99,4787388.74,-129851667.73,-129588579.64,-263088.09,,-129851667.73,-129588579.64,-263088.09,,,,,,79950982.42,1048211.8,18651205.03,,,,,,,,,,,,,,,-129851667.73,0
002869.SZ,20260428,20260428,20251231,1,1,4,-0.75,-0.75,464304795.69,464304795.69,,,,,,,,,,,,,,,43405249.43,6192418.97,868208.71,,650831531.89,339353147.21,,,6140059.08,75058137.41,66237593.35,-17587246.79,-102082429.86,,,,,,,,,,,-119430293.52,230545.41,5864530.88,,-125064278.99,4787388.74,-129851667.73,-129588579.64,-263088.09,,-129851667.73,-129588579.64,-263088.09,-98109680.33,-58437619.02,,,,79950982.42,1048211.8,18651205.03,,,,,,,,,,,,,,,-129851667.73,1
002869.SZ,20251031,20251031,20250930,1,1,3,-0.1726,-0.1726,327349907.17,327349907.17,,,,,,,,,,,,,,,9345333.68,8861962.17,3728452.46,,395613445.97,245851256.89,,,4478964.82,48635830.2,47038675.5,-13861570.12,-1865501.56,,,,,,,,,,,-34480640.54,132834.25,790592.57,,-35138398.86,-5478958.76,-29659440.1,-29613111.93,-46328.17,,-29659440.1,-29659440.1,,-64666605.81,,,,,52846627.97,594894.81,14412370.17,,,,,,,,,,,,,,,-29659440.1,1
002869.SZ,20250826,20250826,20250630,1,1,2,-0.0689,-0.0689,202920362.22,202920362.22,,,,,,,,,,,,,,,5555286.22,7466748.41,2590800.35,,242964051.04,151163446.12,,,2541211.14,26803674.94,31726879.11,-9396448.38,-200866.37,,,,,,,,,,,-18651938.43,132830.77,15872.35,,-18534980.01,-6707294.84,-11827685.17,-11816308.33,-11376.84,,-11827685.17,-11816308.33,-11376.84,-42905792.91,-22787532.08,,,,31972624.56,389161.27,9732174.34,,,,,,,,,,,,,,,-11827685.17,1
002869.SZ,20250429,20250429,20250331,1,1,1,-0.0408,-0.0408,83886486.47,83886486.47,,,,,,,,,,,,,,,2653567.65,5144997.21,1174392.26,,103359161.97,63417873.4,,,1409227.19,10508574.31,15200501.8,-4903087.63,-686952.74,,,,,,,,,,,-6645181.24,1.74,3752.97,,-6648932.47,341576.21,-6990508.68,-6990508.68,,,-6990508.68,-6990508.68,,-18659880.99,,,,,15679030.08,175722.9,5035354.06,,,,,,,,,,,,,,,-6990508.68,1
002869.SZ,20250422,20250422,20241231,1,1,4,0.46,0.46,596414840.33,596414840.33,,,,,,,,,,,,,,,13476693.22,9815268.88,4375341.3,,560851912.06,391910532.08,,,5314926.98,49254091.94,69462763.97,-22785725.82,-9114950.58,,,,,,,,,,,81089623.53,159149.24,631835.19,,80616937.58,1862104.69,78754832.89,78754832.89,,,78754832.89,78754832.89,,30767361.33,67420145.08,,,,59387370.13,1434762.71,24161064.3,,,,,,,,,,,,,,,78754832.89,1
002869.SZ,20241029,20241029,20240930,1,1,3,0.1791,0.1791,352436264.24,352436264.24,,,,,,,,,,,,,,,9508119.88,8059713.95,3485302.83,,355581638.14,225790163.62,,,3246567.35,46352865.46,52749561.58,-17613516.9,-781136.53,,,,,,,,,,,30672922.01,151934.21,433285.49,,30391570.73,-698519.13,31090089.86,31090089.86,,,31090089.86,31090089.86,,-3727292.19,,,,,38704787.98,1247567.94,18799355.08,,,,,,,,,,,,,,,31090089.86,1
002869.SZ,20240827,20240827,20240630,1,1,2,0.0897,0.0897,228037558.63,228037558.63,,,,,,,,,,,,,,,8288763.59,5696275.31,2213176.67,,240722877.02,145039626.19,,,2084813.14,32243542.63,36661418.75,-12210305.04,-1296543.74,,,,,,,,,,,14444268.74,151934.14,419726.75,,14176476.13,-1387399.68,15563875.81,15563875.81,,,15563875.81,15563875.81,,-12010328.91,5966990.16,,,,24140989.11,1036483.0,13268071.92,,,,,,,,,,,,,,,15563875.81,1
