code,trade_date,ts_code,name,vol,ratio,exchange
77098,20171230,300098.SZ,高新兴,2867325,0.24,SZ
77098,20171229,300098.SZ,高新兴,2867325,0.24,SZ
77098,20171228,300098.SZ,高新兴,2844525,0.24,SZ
77098,20171227,300098.SZ,高新兴,2889025,0.25,SZ
77098,20171223,300098.SZ,高新兴,2891225,0.25,SZ
77098,20171222,300098.SZ,高新兴,2891225,0.25,SZ
77098,20171221,300098.SZ,高新兴,2891225,0.26,SZ
77098,20171220,300098.SZ,高新兴,2844625,0.25,SZ
77098,20171219,300098.SZ,高新兴,2758325,0.24,SZ
77098,20171218,300098.SZ,高新兴,2782425,0.25,SZ
77098,20171216,300098.SZ,高新兴,2782425,0.25,SZ
77098,20171215,300098.SZ,高新兴,2782425,0.25,SZ
77098,20171214,300098.SZ,高新兴,2782425,0.25,SZ
77098,20171213,300098.SZ,高新兴,2782425,0.25,SZ
77098,20171212,300098.SZ,高新兴,2782425,0.25,SZ
77098,20171211,300098.SZ,高新兴,2782425,0.25,SZ
77098,20171209,300098.SZ,高新兴,2806925,0.25,SZ
77098,20171208,300098.SZ,高新兴,2806925,0.25,SZ
77098,20171207,300098.SZ,高新兴,2690626,0.24,SZ
77098,20171206,300098.SZ,高新兴,2628435,0.23,SZ
77098,20171205,300098.SZ,高新兴,2623435,0.23,SZ
77098,20171204,300098.SZ,高新兴,2640535,0.23,SZ
77098,20171202,300098.SZ,高新兴,2640535,0.23,SZ
77098,20171201,300098.SZ,高新兴,2640535,0.23,SZ
77098,20171130,300098.SZ,高新兴,2734935,0.24,SZ
77098,20171129,300098.SZ,高新兴,2734935,0.24,SZ
77098,20171128,300098.SZ,高新兴,2778035,0.25,SZ
77098,20171127,300098.SZ,高新兴,2815235,0.25,SZ
77098,20171125,300098.SZ,高新兴,3133635,0.28,SZ
77098,20171124,300098.SZ,高新兴,3133635,0.28,SZ
77098,20171123,300098.SZ,高新兴,3442830,0.31,SZ
77098,20171122,300098.SZ,高新兴,3750330,0.33,SZ
77098,20171121,300098.SZ,高新兴,4091130,0.36,SZ
77098,20171120,300098.SZ,高新兴,4259430,0.38,SZ
77098,20171118,300098.SZ,高新兴,3710730,0.33,SZ
77098,20171117,300098.SZ,高新兴,3710730,0.33,SZ
77098,20171116,300098.SZ,高新兴,2976642,0.26,SZ
