code,trade_date,ts_code,name,vol,ratio,exchange
77552,20201231,300552.SZ,万集科技,714297,0.36,SZ
77552,20201230,300552.SZ,万集科技,439577,0.22,SZ
77552,20201229,300552.SZ,万集科技,426537,0.21,SZ
77552,20201228,300552.SZ,万集科技,341512,0.17,SZ
77552,20201224,300552.SZ,万集科技,342010,0.17,SZ
77552,20201223,300552.SZ,万集科技,342010,0.17,SZ
77552,20201222,300552.SZ,万集科技,320468,0.16,SZ
77552,20201221,300552.SZ,万集科技,371349,0.18,SZ
77552,20201219,300552.SZ,万集科技,371964,0.18,SZ
77552,20201218,300552.SZ,万集科技,371964,0.18,SZ
77552,20201217,300552.SZ,万集科技,686349,0.34,SZ
77552,20201216,300552.SZ,万集科技,776395,0.39,SZ
77552,20201215,300552.SZ,万集科技,1195743,0.6,SZ
77552,20201214,300552.SZ,万集科技,372802,0.18,SZ
77552,20201212,300552.SZ,万集科技,452761,0.22,SZ
77552,20201211,300552.SZ,万集科技,452761,0.22,SZ
77552,20201210,300552.SZ,万集科技,456307,0.23,SZ
77552,20201209,300552.SZ,万集科技,628807,0.31,SZ
77552,20201208,300552.SZ,万集科技,457487,0.23,SZ
77552,20201207,300552.SZ,万集科技,440087,0.22,SZ
77552,20201204,300552.SZ,万集科技,450187,0.22,SZ
77552,20201203,300552.SZ,万集科技,495883,0.25,SZ
77552,20201202,300552.SZ,万集科技,506423,0.25,SZ
77552,20201201,300552.SZ,万集科技,480707,0.24,SZ
77552,20201130,300552.SZ,万集科技,475207,0.24,SZ
77552,20201128,300552.SZ,万集科技,495910,0.25,SZ
77552,20201127,300552.SZ,万集科技,495910,0.25,SZ
77552,20201126,300552.SZ,万集科技,496130,0.25,SZ
77552,20201125,300552.SZ,万集科技,476527,0.24,SZ
77552,20201124,300552.SZ,万集科技,527067,0.26,SZ
77552,20201123,300552.SZ,万集科技,550947,0.27,SZ
77552,20201121,300552.SZ,万集科技,741036,0.37,SZ
77552,20201120,300552.SZ,万集科技,741036,0.37,SZ
77552,20201119,300552.SZ,万集科技,610084,0.3,SZ
77552,20201118,300552.SZ,万集科技,520300,0.26,SZ
77552,20201117,300552.SZ,万集科技,556299,0.28,SZ
77552,20201116,300552.SZ,万集科技,553964,0.27,SZ
77552,20201114,300552.SZ,万集科技,636550,0.32,SZ
77552,20201113,300552.SZ,万集科技,636550,0.32,SZ
77552,20201112,300552.SZ,万集科技,577170,0.29,SZ
77552,20201111,300552.SZ,万集科技,602610,0.3,SZ
77552,20201110,300552.SZ,万集科技,696102,0.35,SZ
77552,20201109,300552.SZ,万集科技,693038,0.35,SZ
77552,20201107,300552.SZ,万集科技,749229,0.37,SZ
77552,20201106,300552.SZ,万集科技,749229,0.37,SZ
77552,20201105,300552.SZ,万集科技,783769,0.39,SZ
77552,20201104,300552.SZ,万集科技,744769,0.37,SZ
77552,20201103,300552.SZ,万集科技,829123,0.41,SZ
77552,20201102,300552.SZ,万集科技,884094,0.44,SZ
77552,20201031,300552.SZ,万集科技,551187,0.27,SZ
77552,20201030,300552.SZ,万集科技,551187,0.27,SZ
77552,20201029,300552.SZ,万集科技,726720,0.36,SZ
77552,20201028,300552.SZ,万集科技,1007160,0.5,SZ
77552,20201027,300552.SZ,万集科技,1543860,0.78,SZ
77552,20201024,300552.SZ,万集科技,1945010,0.98,SZ
77552,20201023,300552.SZ,万集科技,1945010,0.98,SZ
77552,20201022,300552.SZ,万集科技,1945010,0.98,SZ
