code,trade_date,ts_code,name,vol,ratio,exchange
72313,20171230,002313.SZ,日海智能,2689482,0.86,SZ
72313,20171229,002313.SZ,日海智能,2689482,0.86,SZ
72313,20171228,002313.SZ,日海智能,2409382,0.77,SZ
72313,20171227,002313.SZ,日海智能,1519700,0.48,SZ
72313,20171223,002313.SZ,日海智能,542800,0.17,SZ
72313,20171222,002313.SZ,日海智能,542800,0.17,SZ
72313,20171221,002313.SZ,日海智能,542800,0.17,SZ
72313,20171220,002313.SZ,日海智能,542800,0.17,SZ
72313,20171219,002313.SZ,日海智能,542800,0.17,SZ
72313,20171218,002313.SZ,日海智能,542800,0.17,SZ
72313,20171216,002313.SZ,日海智能,542800,0.17,SZ
72313,20171215,002313.SZ,日海智能,542800,0.17,SZ
72313,20171214,002313.SZ,日海智能,542800,0.17,SZ
72313,20171213,002313.SZ,日海智能,542800,0.17,SZ
72313,20171212,002313.SZ,日海智能,542800,0.17,SZ
72313,20171211,002313.SZ,日海智能,542800,0.17,SZ
72313,20171209,002313.SZ,日海智能,542800,0.17,SZ
72313,20171208,002313.SZ,日海智能,542800,0.17,SZ
72313,20171207,002313.SZ,日海智能,542800,0.17,SZ
72313,20171206,002313.SZ,日海智能,577900,0.18,SZ
72313,20171205,002313.SZ,日海智能,548900,0.17,SZ
72313,20171204,002313.SZ,日海智能,619000,0.19,SZ
72313,20171202,002313.SZ,日海智能,676100,0.21,SZ
72313,20171201,002313.SZ,日海智能,676100,0.21,SZ
72313,20171130,002313.SZ,日海智能,602900,0.19,SZ
72313,20171129,002313.SZ,日海智能,654000,0.2,SZ
72313,20171128,002313.SZ,日海智能,676500,0.21,SZ
72313,20171127,002313.SZ,日海智能,633900,0.2,SZ
72313,20171125,002313.SZ,日海智能,673400,0.21,SZ
72313,20171124,002313.SZ,日海智能,673400,0.21,SZ
72313,20171123,002313.SZ,日海智能,660400,0.21,SZ
72313,20171122,002313.SZ,日海智能,920301,0.29,SZ
72313,20171121,002313.SZ,日海智能,794501,0.25,SZ
72313,20171120,002313.SZ,日海智能,792801,0.25,SZ
72313,20171118,002313.SZ,日海智能,1341714,0.43,SZ
72313,20171117,002313.SZ,日海智能,1341714,0.43,SZ
72313,20171116,002313.SZ,日海智能,1417213,0.45,SZ
72313,20171115,002313.SZ,日海智能,1387413,0.44,SZ
72313,20171114,002313.SZ,日海智能,593300,0.19,SZ
72313,20171113,002313.SZ,日海智能,610300,0.19,SZ
72313,20171111,002313.SZ,日海智能,594800,0.19,SZ
72313,20171110,002313.SZ,日海智能,594800,0.19,SZ
72313,20171109,002313.SZ,日海智能,535800,0.17,SZ
72313,20171108,002313.SZ,日海智能,566800,0.18,SZ
72313,20171107,002313.SZ,日海智能,551400,0.17,SZ
72313,20171106,002313.SZ,日海智能,532800,0.17,SZ
72313,20171104,002313.SZ,日海智能,535400,0.17,SZ
72313,20171103,002313.SZ,日海智能,535400,0.17,SZ
72313,20171102,002313.SZ,日海智能,487000,0.15,SZ
72313,20171101,002313.SZ,日海智能,482800,0.15,SZ
72313,20171031,002313.SZ,日海智能,482300,0.15,SZ
72313,20171030,002313.SZ,日海智能,341700,0.1,SZ
72313,20171027,002313.SZ,日海智能,292700,0.09,SZ
72313,20171026,002313.SZ,日海智能,365000,0.11,SZ
72313,20171025,002313.SZ,日海智能,299800,0.09,SZ
72313,20171024,002313.SZ,日海智能,271700,0.08,SZ
72313,20171023,002313.SZ,日海智能,296000,0.09,SZ
72313,20171021,002313.SZ,日海智能,294000,0.09,SZ
72313,20171020,002313.SZ,日海智能,294000,0.09,SZ
72313,20171019,002313.SZ,日海智能,197600,0.06,SZ
72313,20171018,002313.SZ,日海智能,184900,0.05,SZ
72313,20171017,002313.SZ,日海智能,175500,0.05,SZ
72313,20171016,002313.SZ,日海智能,154100,0.04,SZ
72313,20171014,002313.SZ,日海智能,171540,0.05,SZ
72313,20171013,002313.SZ,日海智能,171540,0.05,SZ
72313,20171012,002313.SZ,日海智能,219760,0.07,SZ
72313,20171011,002313.SZ,日海智能,267800,0.08,SZ
72313,20171010,002313.SZ,日海智能,204700,0.06,SZ
72313,20171009,002313.SZ,日海智能,209100,0.06,SZ
72313,20171007,002313.SZ,日海智能,228900,0.07,SZ
72313,20171006,002313.SZ,日海智能,228900,0.07,SZ
72313,20171004,002313.SZ,日海智能,228900,0.07,SZ
72313,20171003,002313.SZ,日海智能,228900,0.07,SZ
72313,20170930,002313.SZ,日海智能,228900,0.07,SZ
72313,20170929,002313.SZ,日海智能,228900,0.07,SZ
72313,20170928,002313.SZ,日海智能,193700,0.06,SZ
72313,20170927,002313.SZ,日海智能,213900,0.06,SZ
72313,20170926,002313.SZ,日海智能,225100,0.07,SZ
72313,20170925,002313.SZ,日海智能,197600,0.06,SZ
72313,20170923,002313.SZ,日海智能,301000,0.09,SZ
72313,20170922,002313.SZ,日海智能,301000,0.09,SZ
72313,20170921,002313.SZ,日海智能,342000,0.1,SZ
72313,20170920,002313.SZ,日海智能,370900,0.11,SZ
72313,20170919,002313.SZ,日海智能,356200,0.11,SZ
72313,20170918,002313.SZ,日海智能,343400,0.11,SZ
72313,20170916,002313.SZ,日海智能,344800,0.11,SZ
72313,20170915,002313.SZ,日海智能,344800,0.11,SZ
72313,20170914,002313.SZ,日海智能,348900,0.11,SZ
72313,20170913,002313.SZ,日海智能,343100,0.1,SZ
72313,20170912,002313.SZ,日海智能,286200,0.09,SZ
72313,20170911,002313.SZ,日海智能,318200,0.1,SZ
72313,20170909,002313.SZ,日海智能,254800,0.08,SZ
72313,20170908,002313.SZ,日海智能,254800,0.08,SZ
72313,20170907,002313.SZ,日海智能,335086,0.1,SZ
72313,20170906,002313.SZ,日海智能,287086,0.09,SZ
72313,20170905,002313.SZ,日海智能,200186,0.06,SZ
72313,20170904,002313.SZ,日海智能,252186,0.08,SZ
72313,20170902,002313.SZ,日海智能,173886,0.05,SZ
72313,20170901,002313.SZ,日海智能,173886,0.05,SZ
72313,20170831,002313.SZ,日海智能,175086,0.05,SZ
72313,20170830,002313.SZ,日海智能,118810,0.03,SZ
72313,20170829,002313.SZ,日海智能,100910,0.03,SZ
72313,20170828,002313.SZ,日海智能,116110,0.03,SZ
72313,20170826,002313.SZ,日海智能,105010,0.03,SZ
72313,20170825,002313.SZ,日海智能,105010,0.03,SZ
72313,20170824,002313.SZ,日海智能,99010,0.03,SZ
72313,20170823,002313.SZ,日海智能,90400,0.02,SZ
72313,20170822,002313.SZ,日海智能,90400,0.02,SZ
72313,20170821,002313.SZ,日海智能,104500,0.03,SZ
72313,20170819,002313.SZ,日海智能,85000,0.02,SZ
72313,20170818,002313.SZ,日海智能,85000,0.02,SZ
72313,20170817,002313.SZ,日海智能,91800,0.02,SZ
72313,20170816,002313.SZ,日海智能,84500,0.02,SZ
72313,20170815,002313.SZ,日海智能,100180,0.03,SZ
72313,20170814,002313.SZ,日海智能,95180,0.03,SZ
72313,20170812,002313.SZ,日海智能,95180,0.03,SZ
72313,20170811,002313.SZ,日海智能,95180,0.03,SZ
72313,20170810,002313.SZ,日海智能,147580,0.04,SZ
72313,20170809,002313.SZ,日海智能,25500,0.0,SZ
72313,20170808,002313.SZ,日海智能,10000,0.0,SZ
72313,20170807,002313.SZ,日海智能,18300,0.0,SZ
72313,20170805,002313.SZ,日海智能,37800,0.01,SZ
72313,20170804,002313.SZ,日海智能,37800,0.01,SZ
72313,20170803,002313.SZ,日海智能,72399,0.02,SZ
72313,20170802,002313.SZ,日海智能,46599,0.01,SZ
72313,20170801,002313.SZ,日海智能,64599,0.02,SZ
72313,20170731,002313.SZ,日海智能,93874,0.03,SZ
72313,20170729,002313.SZ,日海智能,89575,0.02,SZ
72313,20170728,002313.SZ,日海智能,89575,0.02,SZ
72313,20170727,002313.SZ,日海智能,52975,0.01,SZ
72313,20170726,002313.SZ,日海智能,48675,0.01,SZ
72313,20170725,002313.SZ,日海智能,48675,0.01,SZ
72313,20170724,002313.SZ,日海智能,48675,0.01,SZ
72313,20170722,002313.SZ,日海智能,73175,0.02,SZ
72313,20170721,002313.SZ,日海智能,73175,0.02,SZ
72313,20170720,002313.SZ,日海智能,48675,0.01,SZ
72313,20170719,002313.SZ,日海智能,48675,0.01,SZ
72313,20170718,002313.SZ,日海智能,59075,0.01,SZ
72313,20170717,002313.SZ,日海智能,59075,0.01,SZ
72313,20170715,002313.SZ,日海智能,48675,0.01,SZ
72313,20170714,002313.SZ,日海智能,48675,0.01,SZ
72313,20170713,002313.SZ,日海智能,75175,0.02,SZ
72313,20170712,002313.SZ,日海智能,75175,0.02,SZ
72313,20170711,002313.SZ,日海智能,48675,0.01,SZ
72313,20170710,002313.SZ,日海智能,48675,0.01,SZ
72313,20170708,002313.SZ,日海智能,48675,0.01,SZ
72313,20170707,002313.SZ,日海智能,48675,0.01,SZ
72313,20181231,002313.SZ,日海智能,10181245,3.26,SZ
72313,20181229,002313.SZ,日海智能,10181245,3.26,SZ
72313,20181228,002313.SZ,日海智能,10181245,3.26,SZ
72313,20181227,002313.SZ,日海智能,10375027,3.32,SZ
72313,20181224,002313.SZ,日海智能,10379604,3.32,SZ
72313,20181222,002313.SZ,日海智能,10379604,3.32,SZ
72313,20181221,002313.SZ,日海智能,10379604,3.32,SZ
72313,20181220,002313.SZ,日海智能,10563050,3.38,SZ
72313,20181219,002313.SZ,日海智能,10420854,3.34,SZ
72313,20181218,002313.SZ,日海智能,10388554,3.32,SZ
72313,20181217,002313.SZ,日海智能,10377354,3.32,SZ
72313,20181215,002313.SZ,日海智能,10332280,3.31,SZ
72313,20181214,002313.SZ,日海智能,10332280,3.31,SZ
72313,20181213,002313.SZ,日海智能,10351580,3.31,SZ
72313,20181212,002313.SZ,日海智能,10414080,3.33,SZ
72313,20181211,002313.SZ,日海智能,10435680,3.34,SZ
72313,20181210,002313.SZ,日海智能,10421955,3.34,SZ
72313,20181208,002313.SZ,日海智能,10582055,3.39,SZ
72313,20181207,002313.SZ,日海智能,10582055,3.39,SZ
72313,20181206,002313.SZ,日海智能,10552455,3.38,SZ
72313,20181205,002313.SZ,日海智能,10684079,3.42,SZ
72313,20181204,002313.SZ,日海智能,10916870,3.49,SZ
72313,20181203,002313.SZ,日海智能,10903276,3.49,SZ
72313,20181201,002313.SZ,日海智能,10798173,3.46,SZ
72313,20181130,002313.SZ,日海智能,10798173,3.46,SZ
72313,20181129,002313.SZ,日海智能,10765491,3.45,SZ
72313,20181128,002313.SZ,日海智能,10830704,3.47,SZ
72313,20181127,002313.SZ,日海智能,10843404,3.47,SZ
72313,20181126,002313.SZ,日海智能,10771104,3.45,SZ
72313,20181124,002313.SZ,日海智能,10722604,3.43,SZ
72313,20181123,002313.SZ,日海智能,10722604,3.43,SZ
72313,20181122,002313.SZ,日海智能,10786604,3.45,SZ
72313,20181121,002313.SZ,日海智能,10785115,3.45,SZ
72313,20181120,002313.SZ,日海智能,10799615,3.46,SZ
72313,20181119,002313.SZ,日海智能,10754103,3.44,SZ
72313,20181117,002313.SZ,日海智能,10772309,3.45,SZ
72313,20181116,002313.SZ,日海智能,10772309,3.45,SZ
72313,20181115,002313.SZ,日海智能,10747209,3.44,SZ
72313,20181114,002313.SZ,日海智能,10789409,3.45,SZ
72313,20181113,002313.SZ,日海智能,10795657,3.46,SZ
72313,20181112,002313.SZ,日海智能,9826857,3.14,SZ
72313,20181110,002313.SZ,日海智能,9768116,3.13,SZ
72313,20181109,002313.SZ,日海智能,9768116,3.13,SZ
72313,20181108,002313.SZ,日海智能,9772016,3.13,SZ
72313,20181107,002313.SZ,日海智能,9808016,3.14,SZ
72313,20181106,002313.SZ,日海智能,10018009,3.21,SZ
72313,20181105,002313.SZ,日海智能,10068983,3.22,SZ
72313,20181103,002313.SZ,日海智能,9950388,3.18,SZ
72313,20181102,002313.SZ,日海智能,9950388,3.18,SZ
72313,20181101,002313.SZ,日海智能,7607865,2.43,SZ
72313,20181031,002313.SZ,日海智能,7565365,2.42,SZ
72313,20181030,002313.SZ,日海智能,7088265,2.27,SZ
72313,20181029,002313.SZ,日海智能,7108765,2.27,SZ
72313,20181027,002313.SZ,日海智能,7144665,2.28,SZ
72313,20181026,002313.SZ,日海智能,7144665,2.28,SZ
72313,20181025,002313.SZ,日海智能,7182663,2.3,SZ
72313,20181024,002313.SZ,日海智能,7146486,2.29,SZ
72313,20181023,002313.SZ,日海智能,7202486,2.3,SZ
72313,20181022,002313.SZ,日海智能,7190686,2.3,SZ
72313,20181020,002313.SZ,日海智能,7208982,2.31,SZ
72313,20181019,002313.SZ,日海智能,7208982,2.31,SZ
72313,20181018,002313.SZ,日海智能,6763330,2.16,SZ
72313,20181016,002313.SZ,日海智能,6671230,2.13,SZ
72313,20181015,002313.SZ,日海智能,6671230,2.13,SZ
72313,20181013,002313.SZ,日海智能,6656630,2.13,SZ
72313,20181012,002313.SZ,日海智能,6656630,2.13,SZ
72313,20181011,002313.SZ,日海智能,6979230,2.23,SZ
72313,20181010,002313.SZ,日海智能,6961430,2.23,SZ
72313,20181009,002313.SZ,日海智能,6943430,2.22,SZ
72313,20181008,002313.SZ,日海智能,6984217,2.23,SZ
72313,20181006,002313.SZ,日海智能,6934117,2.22,SZ
72313,20181005,002313.SZ,日海智能,6934117,2.22,SZ
