LOCAL_COMPANY_NAME,LOCAL_SYMBOL,代码,简称,公告标题,公告时间,公告链接
美格智能,002881,002881,美格智能,关于续聘2026年度会计师事务所的公告,2026-05-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225325432&orgId=9900032572&announcementTime=2026-05-23 00:00:00
美格智能,002881,002881,美格智能,关于统一采用中国企业会计准则编制财务报告的公告,2026-05-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225325431&orgId=9900032572&announcementTime=2026-05-23 00:00:00
美格智能,002881,002881,美格智能,关于召开2025年年度股东会的通知,2026-05-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225325430&orgId=9900032572&announcementTime=2026-05-23 00:00:00
美格智能,002881,002881,美格智能,第四届董事会第十八次会议决议公告,2026-05-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225325429&orgId=9900032572&announcementTime=2026-05-23 00:00:00
美格智能,002881,002881,美格智能,关于举行2025年度及2026年第一季度网上业绩说明会的公告,2026-05-08 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225281189&orgId=9900032572&announcementTime=2026-05-08 00:00:00
美格智能,002881,002881,美格智能,H股公告—截至2026年4月30日止月份之股份发行人的证券变动月报表,2026-05-07 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225279250&orgId=9900032572&announcementTime=2026-05-07 00:00:00
美格智能,002881,002881,美格智能,2025年度可持续发展暨环境、社会及管治报告,2026-04-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225257982&orgId=9900032572&announcementTime=2026-04-30 00:00:00
美格智能,002881,002881,美格智能,关于公司全资子公司完成工商变更登记的公告,2026-04-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225257981&orgId=9900032572&announcementTime=2026-04-30 00:00:00
美格智能,002881,002881,美格智能,第四届董事会第十七次会议决议公告,2026-04-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225257980&orgId=9900032572&announcementTime=2026-04-30 00:00:00
美格智能,002881,002881,美格智能,2026年一季度报告,2026-04-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225257978&orgId=9900032572&announcementTime=2026-04-30 00:00:00
美格智能,002881,002881,美格智能,关于公司控股股东部分A股股份质押及解除质押的公告,2026-04-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225177392&orgId=9900032572&announcementTime=2026-04-25 00:00:00
美格智能,002881,002881,美格智能,H股公告—董事会会议召开日期,2026-04-18 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225116024&orgId=9900032572&announcementTime=2026-04-18 00:00:00
美格智能,002881,002881,美格智能,东莞证券股份有限公司关于美格智能技术股份有限公司使用A股部分闲置募集资金暂时补充流动资金的核查意见,2026-04-16 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225108055&orgId=9900032572&announcementTime=2026-04-16 00:00:00
美格智能,002881,002881,美格智能,关于使用A股部分闲置募集资金暂时补充流动资金的公告,2026-04-16 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002881&announcementId=1225108054&orgId=9900032572&announcementTime=2026-04-16 00:00:00
