ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps
688159.SH,20260228,20251231,2405293805.69,21080763.54,20649127.89,27341325.51,2506231548.18,897222117.03,0.3
688159.SH,20250228,20241231,3064351091.9,102566088.94,102494638.81,97366175.09,1812500079.7,853956917.96,1.06
688159.SH,20240228,20231231,931924935.66,-56132096.51,-56148920.21,-38431553.37,1569234163.27,745110131.34,-0.42
688159.SH,20230228,20221231,893078119.44,-52708237.24,-52762951.36,-59118240.52,1388211581.05,773744477.07,-0.64
688159.SH,20220226,20211231,1024558178.66,-25363334.38,-25539251.16,-12964008.42,1502324765.76,832466037.54,-0.14
688159.SH,20210227,20201231,578335074.43,-89360987.68,-89400738.63,-68787444.99,1290268660.99,849131737.6,-0.77
688159.SH,20200229,20191231,783296583.24,65326406.98,65265178.73,58063408.63,947229895.75,516185270.78,0.85
