ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps
603236.SH,20230413,20221231,14230246500.0,611422400.0,614229400.0,623801300.0,10275680400.0,3721698900.0,3.3
603236.SH,20220308,20211231,11210242700.0,358540600.0,358895100.0,351476900.0,8119637100.0,3201878200.0,2.76
