ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps
688618.SH,20260228,20251231,358952138.74,34619616.75,34543930.43,36570493.86,1061535913.98,855676275.04,0.33
688618.SH,20250227,20241231,356839600.0,33172600.0,33032300.0,33896800.0,1009348800.0,862404800.0,0.31
688618.SH,20240224,20231231,439425959.66,122487381.4,122658607.53,110963406.2,1081315099.14,892009000.88,1.48
688618.SH,20230228,20221231,335834177.68,102756546.84,102391459.79,96316286.5,1000244258.45,792295946.13,1.91
688618.SH,20220226,20211231,253851727.43,63951649.22,63984324.13,60493427.5,869079411.4,713031385.13,1.2
688618.SH,20210227,20201231,209193068.15,69120498.75,69171997.74,64432299.6,758609412.16,672749183.62,1.7
