ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps
688080.SH,20260228,20251231,777212200.0,178824200.0,178864300.0,150294700.0,1382081300.0,1170203300.0,2.04
688080.SH,20250226,20241231,611771200.0,148279200.0,148561000.0,127670200.0,1288057100.0,1040348500.0,1.72
688080.SH,20240226,20231231,493328400.0,106039200.0,106032200.0,94473200.0,1087797300.0,913879900.0,1.28
688080.SH,20230228,20221231,387259700.0,75059400.0,76063500.0,69964600.0,901054700.0,821140300.0,1.33
688080.SH,20220225,20211231,449455000.0,115185600.0,118356700.0,101879400.0,860758300.0,739619400.0,1.94
688080.SH,20210227,20201231,310453800.0,43698300.0,45390200.0,40344800.0,738389400.0,650070900.0,0.8
688080.SH,20200228,20191231,296652500.0,54564300.0,58743000.0,51766400.0,379313200.0,309482300.0,1.32
