ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps
002970.SZ,20210304,20201231,1608955037.3,260405295.39,257339670.11,234287160.89,2281052918.8,1546877287.88,1.36
002970.SZ,20200718,20200630,615542276.41,99143574.66,98305612.54,85561013.62,2103192979.41,1396986300.61,0.85
002970.SZ,20200310,20191231,1563664857.96,230452902.86,230742624.22,194935616.08,2057805421.81,1379575104.12,3.01
