ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
688618.SH,20260430,20260331,-0.01,-0.01,0.624,0.624,3.781,0.4083,2.7792,1569492.94,-2423599.93,39401679.66,4.7262,3.851,3.7012,0.4046,0.0905,0.3712,0.0654,-5331598.79,-730384.71,,-10457822.22,-5057822.22,89948538.03,12350298.24,113369539.08,44177823.52,791597908.72,579260445.44,293723249.09,938998900.25,351221440.86,-0.0078,7.4931,-0.0121,3.1875,-2.5782,-0.0066,-0.0949,-0.0459,-1.2422,57.3043,42.6957,62.553,-1.2422,23.9801,37.6692,0.9037,-1.1783,107.7541,-1.7383,-1.0622,-0.1015,-0.1,-0.288,-0.0695,-0.0813,-0.0766,-0.406,-0.278,20.7115,1.2612,1.2493,70.5578,29.4422,76.0203,12.0734,87.9266,72.0812,27.9188,-0.0085,0.2612,3.8282,7.2826,3.6704,6.9825,17.9184,-0.0062,609.5387,-0.3252,-0.0813,184271095.46,-1.6868,23.9801,107.7541,-0.1015,-0.288,-0.0813,-1.9319,-114.2857,-114.2857,-111.828,-114.4191,-113.979,-110.713,-174.63,-111.7637,-111.2855,-3.6877,-1.8621,-3.6883,-14.8874,-14.8874,-14.8874,46.4864,-5.0737
688618.SH,20260430,20251231,0.33,0.33,3.2463,3.2463,3.781,0.4083,2.787,19698732.73,16272291.95,202059575.58,4.9481,4.2353,4.1046,1.9993,0.4705,1.929,0.3463,-2911224.96,35840916.62,58081927.16,36219606.25,106019606.25,80868362.85,12741036.36,110198889.15,-243076945.13,825599536.51,625658426.31,289105938.52,967445995.01,352075547.86,0.3265,7.78,0.4967,3.1953,0.4006,0.3253,0.3287,0.9622,10.0565,56.4901,43.5099,54.6475,10.0565,21.2765,32.9219,0.4491,-1.4315,100.8139,9.7484,10.0201,4.1861,4.15,1.8937,3.4704,3.483,3.8268,4.1861,3.4704,19.2081,1.2377,1.2019,73.901,26.099,77.8093,11.3907,88.6093,77.7554,22.2446,0.3453,0.2377,4.2061,7.7791,4.0509,7.4919,,0.2685,428.7333,3.483,3.483,186395209.57,9.7272,22.4312,106.4219,0.1267,-0.2575,0.1042,30.4266,10.0,10.0,-16.2112,9.3018,9.5462,9.5869,-21.08,-16.349,10.1091,-0.3126,5.6335,-0.4743,0.2384,0.2384,-14.9243,-109.6992,-0.4743
688618.SH,20251031,20250930,0.32,0.32,2.3791,2.3791,3.8213,0.3785,2.8068,16366196.72,18505538.01,155332453.98,5.2013,4.4869,4.3271,1.4368,0.3475,1.4125,0.2554,3224348.56,37451941.83,,1471634.4229,57871634.4229,67469296.92,6210975.54,97465457.44,21343161.24,848404929.58,624099527.74,309412168.42,974978512.68,350976257.91,0.3165,7.964,0.2328,3.1853,-2.0139,0.3399,0.0134,0.5252,13.3023,59.2537,40.7463,55.6198,13.3023,20.8557,34.3697,0.3945,-1.3477,98.77,14.1533,14.2866,4.0109,4.01,2.1285,3.6483,3.3969,3.7464,5.3479,4.8644,16.3204,1.195,1.1807,73.6797,26.3203,80.9038,9.9967,90.0033,86.7969,13.2031,0.1727,0.195,5.1273,9.0033,4.9572,8.7047,39.7507,0.1499,451.7183,4.5292,3.3969,186724018.53,14.1416,22.3553,97.6096,2.1681,0.8619,1.7729,12.7499,6.6667,6.6667,-42.6036,5.1809,5.1619,4.7823,-26.07,-42.6791,3.3116,2.045,4.3993,1.8786,7.2017,7.2017,2.1474,297.9788,1.4235
688618.SH,20250829,20250630,0.15,0.15,1.5594,1.5594,3.8353,0.3779,2.6316,5015052.7,11015298.58,103706576.76,4.3844,3.7963,3.6652,0.9458,0.225,0.9219,0.1654,1071831.55,14698697.09,25583606.16,965137.91,70965137.91,85148360.11,18603000.0,112505953.19,10280823.63,826233676.07,612655563.85,296613523.7,973075965.44,332134874.46,0.1452,7.7975,0.1284,3.0094,-1.7753,0.1332,0.0087,0.643,9.3145,60.2591,39.7409,56.8173,9.3145,20.071,36.2955,0.4508,-1.9808,99.3772,8.1784,8.5407,1.8619,1.86,1.2794,1.4125,1.5404,1.5647,3.7238,2.825,20.0828,1.2513,1.2087,73.7052,26.2948,76.7285,11.5619,88.4381,83.7067,16.2933,0.0783,0.2513,3.9794,7.6491,3.8206,7.3439,80.3665,0.0655,463.7051,3.0808,1.5404,188991286.66,8.1846,20.7114,97.2529,0.9313,0.8978,0.7657,3.1579,-34.7826,-34.7826,-65.8874,-48.4971,-48.4447,-36.7192,-30.69,-65.8732,-37.0664,-0.0884,7.2036,-0.0885,10.0508,10.0508,12.8924,-30.1959,0.5518
688618.SH,20250829,20250630,0.15,0.15,1.5594,1.5594,3.8353,0.3779,2.6316,5015052.7,11015298.58,103706576.76,4.3844,3.7963,3.4915,0.9458,0.225,0.9219,0.1654,1071831.55,14698697.09,25583606.16,,,85148360.11,18603000.0,112505953.19,10280823.63,826233676.07,612655563.85,606303952.33,973075965.44,332134874.46,0.1452,7.7975,0.1284,3.0094,-1.7753,0.1332,,,9.3145,60.2591,39.7409,56.8173,9.3145,20.071,36.2955,0.4508,-1.9808,99.3772,8.1784,8.5407,1.8619,1.86,1.2794,1.4125,1.5404,1.5647,3.7238,2.825,20.0828,1.2513,1.2087,73.7052,26.2948,76.7285,11.5619,88.4381,83.7067,16.2933,0.0783,0.2513,3.9794,7.6491,3.8206,7.3439,80.3665,0.0655,463.7051,3.0808,1.5404,188991286.66,8.1846,20.7114,97.2529,0.9313,0.8978,0.7657,3.1579,-34.7826,-34.7826,-65.8874,-48.4971,-48.4447,-36.7192,-30.69,-65.8732,-37.0664,-0.0884,7.2036,-0.0885,10.0508,10.0508,12.8924,-30.1959,0.5518
688618.SH,20250430,20250331,0.07,0.07,0.732,0.732,3.8315,0.3779,2.7186,4725151.19,3247507.77,48614642.85,6.2258,5.3769,5.2194,0.4304,0.1079,0.4393,0.0795,-1436733.1,8133276.48,,-891210.4414,9108789.5586,86183275.64,18068000.0,53766768.64,-34665321.44,843227321.41,638791441.8,296814923.66,923524746.26,341735563.1,0.0722,7.8807,0.1023,3.0964,-1.889,0.0737,-0.0081,0.0825,9.8689,60.1774,39.8226,60.3824,9.8689,19.3472,40.8991,0.1361,-1.5067,101.7785,10.2605,10.0677,0.9211,0.92,0.3752,0.8004,0.7846,0.8545,3.6844,3.2016,15.3748,1.1817,1.174,74.0462,25.9538,82.0439,5.8219,94.1781,77.3567,22.6433,0.0924,0.1817,5.5042,16.1765,5.3363,15.6831,,0.0715,497.2,3.1384,0.7846,183378215.18,10.2702,19.3472,101.7785,0.9211,0.3752,0.7846,13.9773,-66.6667,-66.6667,-51.7908,-50.4854,-50.4339,-48.4391,-72.7,-29.1702,-47.9936,0.9777,2.3203,0.9782,7.0064,7.0064,7.0064,345.724,-0.8565
688618.SH,20250430,20241231,0.3,0.3,3.2333,3.2333,3.8274,0.3779,2.6463,12204398.25,20619812.98,215988706.3,6.7492,5.8383,5.6821,1.92,0.4523,1.9883,0.3424,1037785.81,33825045.99,51841727.23,345946741.26,275946741.26,83177459.58,15568000.0,44391239.64,-252522917.29,834081548.86,627134867.96,295377526.73,905723499.0,333762904.14,0.2974,7.8044,0.5928,3.0242,1.4656,0.3065,3.1346,2.5003,9.1986,60.5282,39.4718,51.9749,9.1986,17.4888,34.033,0.4531,-6.3816,99.7092,8.9401,9.4791,3.7477,3.77,2.3542,3.2453,3.1493,3.5785,3.7477,3.2453,14.25,1.1662,1.19,73.2941,26.7059,83.0371,4.9012,95.0988,76.2081,23.7919,0.5998,0.1662,6.0176,19.4032,5.8272,18.7893,,0.4571,443.3454,3.1493,3.1493,184455175.76,8.9007,13.2089,110.7832,-0.0528,-0.511,-0.0441,18.3998,-69.3878,-69.3878,-13.6112,-73.9469,-74.0965,-69.9814,-78.2,26.9117,-68.969,-34.1501,-6.9995,-3.2624,-18.7941,-18.7941,-13.6838,-142.4523,-3.2624
688618.SH,20241031,20240930,0.3,0.3,2.2162,2.2162,3.8596,0.3404,2.6884,8248972.04,25031207.59,155452915.39,4.8712,4.1777,3.9079,1.3354,0.3028,1.3659,0.2283,13147586.86,36729119.17,,-29433119.4918,-39433119.4918,72606588.37,18837384.08,105713735.06,40806566.27,836478657.94,614833655.81,636142694.54,970910568.22,334204268.3,0.3016,7.8412,0.4056,3.0289,-0.6276,0.3329,-0.2668,-0.3574,13.6095,63.5702,36.4298,55.0061,13.6095,19.4543,34.9422,0.6096,-1.6611,94.6235,14.4252,15.0198,3.7914,3.8,2.8516,3.4287,3.1068,3.5461,5.0552,4.5716,18.5586,1.2279,1.2204,72.8247,27.1753,78.7382,10.8881,89.1119,80.5562,19.4438,0.2818,0.2279,4.3883,8.1843,4.2427,7.9127,20.4986,0.227,523.9599,4.1424,3.1068,183584260.09,14.4159,18.3801,94.1091,0.9236,1.0621,0.74,3.6547,-57.1429,-57.1429,975.8621,-58.7131,-58.7785,-56.6746,-62.03,1480.5107,-57.1196,-33.8396,-1.6401,-2.8284,-20.9437,-20.9437,-20.0956,-24.9532,1.0377
688618.SH,20240829,20240630,0.23,0.23,1.4173,1.4173,3.8467,0.3404,2.6165,9440383.42,15891691.04,99278910.9,4.1833,3.6244,3.3984,0.8738,0.1912,0.888,0.1444,7954562.05,28927354.07,38062300.5,-15164957.0475,14835042.9525,64660803.96,19685327.81,145531984.22,19269097.3,826587031.13,604024599.29,602847562.25,1001379245.64,326270767.37,0.2296,7.7565,0.3764,2.957,-0.0894,0.2622,-0.1374,0.1344,16.1987,63.4844,36.5156,55.3501,16.1987,20.0599,34.3571,0.9331,-2.1887,94.9134,17.4756,18.4977,2.9013,2.86,1.8201,2.6713,2.3393,2.7008,5.8026,5.3426,21.1728,1.2686,1.2403,73.1098,26.8902,76.1322,14.5332,85.4668,82.5423,17.4577,0.2189,0.2686,3.723,5.8808,3.5958,5.6798,42.897,0.1807,534.1645,4.6786,2.3393,182329028.39,17.471,20.9354,100.3735,1.1389,0.4611,0.9082,31.6432,-36.1111,-36.1111,331.346,-37.6047,-37.6593,-36.559,-53.43,439.9579,-39.4531,-34.5542,0.5238,-3.8784,-21.4138,-21.4138,-36.4534,-36.7511,4.7799
688618.SH,20240426,20240331,0.21,0.21,1.0049,1.0049,6.4538,0.5,4.2276,3566395.94,11896195.62,48485593.22,4.8045,4.224,3.9714,0.415,0.0911,0.4309,0.0697,8256668.29,17349941.16,,-6016064.7144,-6016064.7144,74494448.59,19049480.15,116770907.02,-17157713.56,848468568.36,645523897.53,606775294.52,994042613.3,355169228.75,0.2058,11.6773,0.2122,4.7276,-0.0374,0.2309,-0.0801,-0.0801,20.4813,64.2227,35.7773,51.6079,20.4813,19.1218,31.4695,1.0165,-0.83,89.0634,22.1741,22.9813,1.7495,1.72,1.346,1.6008,1.4267,1.6199,6.998,6.4032,19.3378,1.2397,1.2263,74.9548,25.0452,78.0139,11.7471,88.2529,80.6764,19.3236,0.094,0.2397,4.1712,7.5128,4.0343,7.2661,,0.0758,550.9432,5.7068,1.4267,175964256.53,22.172,19.1218,89.0634,1.7495,1.346,1.4267,21.1163,31.25,31.25,325.5048,38.0869,38.3156,32.9651,40.27,433.9782,22.195,-1.4724,0.6961,-1.4722,5.2827,5.2827,5.2827,-54.7675,8.8138
