ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
300638.SZ,20260424,20260331,0.0108,0.0108,1.8662,1.8662,3.469,0.2715,2.1115,8549593.21,1116610.6,222810052.64,2.3145,1.7121,1.3131,0.9805,0.2,23.276,0.17,-4755940.42,-1258753.21,,-1070005980.85,-846721980.85,2548691681.61,93882114.2,1155715161.99,-1289331381.13,5630856218.01,4852365888.37,3186750050.0,7414708566.24,2142982643.89,0.0107,6.9467,-1.1607,2.383,0.6498,-0.0014,-1.1899,-0.9416,0.8273,13.2768,86.7232,12.8522,0.8273,2.2515,9.4984,1.1023,-0.3079,100.2834,0.3934,-0.075,0.1546,0.15,0.0179,-0.0127,0.1406,-0.0172,0.6184,-0.0508,37.7666,1.6069,1.5789,84.9499,15.0501,55.9879,15.5868,84.251,97.1828,2.8172,-0.2828,0.6069,1.6447,5.4053,1.4825,4.8722,,-0.2748,202.2058,0.5624,0.0979,312162891.52,0.3874,2.2515,100.2834,0.1546,0.0179,0.1406,-62.1974,-93.0278,-93.0006,-497.9907,-94.682,-94.7617,-91.7938,-99.03,-602.4485,-95.1023,-0.204,3.7961,-0.2031,-9.5614,-9.5614,-9.5614,-79.0738,67.5516
300638.SZ,20260331,20251231,0.44,0.44,7.7704,7.7704,3.4686,0.2715,2.1007,33685330.35,313355310.16,1145072041.64,2.5317,2.1178,1.7293,3.8722,0.9621,92.6952,0.8107,307837003.39,362489419.5,534093486.16,392356369.5376,37768701.7976,2357783017.64,93631071.7,970559732.15,-2453243937.85,5641855463.41,4986789051.88,2144727932.47,7238049960.81,2133316440.08,0.3859,6.9609,0.3929,2.3723,0.6364,0.4031,0.4363,0.042,4.9497,16.3872,83.6128,11.4523,4.9497,2.2796,8.9952,0.1775,-0.352,95.5945,5.3075,5.1876,7.0365,8.5,6.3535,4.2056,4.0127,5.6069,7.0365,4.2056,35.3164,1.546,1.7476,85.0658,14.9342,58.2267,13.4091,86.483,95.1389,4.8611,0.1085,0.546,1.8293,6.4496,1.6487,5.813,,0.1032,164.6707,4.0127,4.0263,283280959.28,5.2656,2.5496,99.3628,0.6214,0.3295,0.3572,3.4348,-50.0,-49.4253,-31.622,-44.6733,-45.1237,-48.045,-37.88,-19.6819,-70.0842,47.8495,28.3533,73.6709,-14.6692,-14.6692,-17.7622,-71.2071,73.6709
300638.SZ,20251030,20250930,0.4149,0.4133,7.0098,7.0098,0.9174,0.2543,2.4924,19190863.83,296995038.0,919501606.14,1.6866,1.3187,0.9974,3.0053,0.8716,71.3011,0.7161,297502700.93,348414167.59,,51793287.5015,128534272.3915,2246609410.32,91316791.75,1419840259.34,294711079.88,3070578482.9,2454313845.84,2374988866.51,5098573369.13,2102461701.4,0.4131,4.7959,0.3888,2.7467,0.0774,0.4552,0.0677,0.1679,5.8758,17.1367,82.8633,11.0713,5.8758,2.198,8.7144,0.1588,-0.1977,94.4555,6.3239,6.4934,8.692,8.65,8.1644,4.65,4.2078,6.4839,11.5893,6.2,50.5314,2.0215,2.0598,81.072,18.928,41.2906,27.8478,72.0008,95.1259,4.8741,0.0833,1.0215,0.9769,2.5855,0.8171,2.1626,10.4189,0.0792,159.5205,5.6104,4.2199,207134360.2,6.3052,2.1624,93.8536,2.714,2.6148,1.2839,19.0733,-51.4339,-51.6212,51.284,-48.769,-49.0358,-51.5001,-34.05,51.2436,-53.4634,1.8649,-1.491,1.85,-13.688,-13.688,-22.5598,3.7611,4.2189
300638.SZ,20250827,20250630,0.2859,0.2848,4.8428,4.8428,0.9169,0.2543,2.364,15595410.97,202306266.74,608811177.44,1.6219,1.3108,1.0275,1.9576,0.5909,48.1249,0.4881,195552709.28,235345295.09,314458352.99,156226061.125,207971424.755,2558745984.06,92963311.49,1409146726.4,265109681.47,2979034357.45,2401518980.87,2278988565.35,4989986374.89,2004177477.28,0.2847,4.666,-0.0245,2.6183,0.1027,0.3075,0.2041,0.2717,5.8938,16.4234,83.5766,10.5276,5.8938,2.2139,8.3984,-0.0847,-0.2579,94.7247,6.1977,6.3487,6.0731,5.92,5.6384,3.0985,2.8765,4.5254,12.1462,6.197,53.1408,2.1341,2.1169,81.9625,18.0375,38.9839,28.2395,71.576,95.0984,4.9016,-0.0049,1.1341,0.8795,2.5346,0.7336,2.1141,11.237,-0.0046,155.3006,5.753,2.8689,189687031.87,6.188,2.5362,95.3027,2.7427,2.3897,1.2912,7.0123,-34.5767,-34.7985,-105.5581,-33.3449,-33.8841,-34.6607,-36.06,-105.5618,-40.4995,-0.8942,1.2272,-0.9073,-9.0244,-9.0244,-5.1432,-14.9379,9.8131
300638.SZ,20250430,20250331,0.1549,0.1543,2.4242,2.4242,0.9067,0.2543,2.582,2709871.36,115081267.11,315677010.02,1.8073,1.4657,1.1711,0.9547,0.2959,23.9364,0.2462,108588190.47,125256603.98,,-307423029.9122,-227585029.9122,2345583547.79,87148493.07,1353281191.35,421363161.71,3137821418.19,2796120456.29,2629937680.84,5093061250.6,2171055891.74,0.1539,4.8708,-0.1941,2.8363,-0.3064,0.1636,-0.4016,-0.2973,6.497,17.012,82.988,10.9408,6.497,1.8923,9.0119,0.0365,-0.1391,94.1481,6.6902,6.7501,3.2128,3.2,3.1388,1.6618,1.5995,2.4308,12.8512,6.6472,50.3072,2.0124,2.0558,83.1774,16.8226,41.6942,26.5711,73.2052,91.4851,8.5149,-0.0429,1.0124,0.9848,2.7551,0.8288,2.3187,7.4468,-0.0392,157.4772,6.398,1.5628,179082593.79,6.6893,1.8923,94.1481,3.2128,3.1388,1.5995,-8.0078,-37.2112,-37.3782,-236.3062,-34.7109,-35.4791,-37.3049,-33.85,-236.2487,-44.0705,3.4557,-0.3081,3.4417,-12.5925,-12.5925,-12.5925,1453.3658,12.0967
300638.SZ,20250419,20241231,0.88,0.87,10.6965,10.6965,0.9013,0.2543,2.4278,163563066.64,504401155.78,1582922683.64,1.7229,1.4542,1.207,4.2148,1.3917,71.0423,1.1184,418687364.05,677310806.23,839396300.51,280712876.95,359440778.06,2543688545.53,88760407.24,1303645465.6,183986397.6,3006189308.16,2636078361.74,2245723190.85,4916606356.52,2053264753.27,0.8725,4.7081,0.5746,2.682,-0.3506,0.8847,0.3667,0.4695,8.2654,19.3302,80.6698,13.2524,8.2654,2.3508,10.5649,0.3367,-0.5666,94.8871,8.1858,8.2711,19.8285,20.17,14.9731,9.2501,9.2437,14.6087,19.8285,9.2501,52.1402,2.0894,2.1736,83.2258,16.7742,39.8221,26.5151,73.3094,92.6472,7.3528,0.1206,1.0894,0.9157,2.7648,0.7637,2.306,16.3392,0.1118,147.1396,9.2437,9.1225,171822430.53,8.1878,2.0664,99.7217,0.4499,1.5173,0.2697,12.327,18.9189,17.5676,-32.7166,7.4059,7.6055,18.5269,-5.84,-32.7376,3.0299,15.0787,6.3954,15.0412,6.1306,6.1306,9.4486,-97.484,15.0412
300638.SZ,20241029,20240930,0.8543,0.8543,8.1184,8.1184,0.9107,0.2176,2.432,201595346.54,450335533.61,1287596042.94,1.7614,1.4294,1.1642,3.1352,1.0637,54.4013,0.8556,413199057.0,674281313.59,,248787824.0595,430456118.9695,2780936571.01,79275871.15,1047913055.37,114728199.12,2979715710.95,2681538389.53,2489239954.03,4576832799.3,2028951156.22,0.8514,4.6,0.257,2.6496,-0.1379,0.8806,0.3249,0.5621,10.5626,20.7122,79.2878,13.3812,10.5626,2.4411,10.4864,0.4538,-0.3072,93.3533,10.6542,10.8465,19.5908,19.69,13.5328,9.2797,9.0369,14.9328,26.1211,12.3729,52.5494,2.1075,2.1835,83.4116,16.5884,40.0659,22.896,76.9617,90.1154,9.8846,0.0559,1.1075,0.9013,3.3614,0.7624,2.8435,25.972,0.0503,153.3516,12.0492,8.9721,162367646.57,10.6784,2.0241,94.1504,9.4006,3.9541,4.2519,-6.5711,42.764,42.8356,-50.8416,42.8401,43.3548,43.2244,3.83,-50.966,24.7537,12.4364,4.8167,12.4264,5.1195,5.1195,4.5511,105.5573,14.8058
300638.SZ,20240829,20240630,0.437,0.4368,5.3212,5.3212,0.9352,0.2176,2.027,17098213.88,316394229.59,879427665.28,1.6479,1.255,0.9577,2.0548,0.7235,28.2231,0.5554,287906345.76,351257484.99,454950783.14,256553900.3863,563443400.3863,2532152309.67,265875263.0,1521686150.78,310727740.81,2207465350.88,2272074364.44,2035735990.67,4778839914.68,1718792974.32,0.4355,4.2475,0.4408,2.2446,0.2049,0.4587,0.335,0.7358,8.2815,21.5827,78.4173,14.0617,8.2815,2.6602,11.0054,0.396,-0.1397,92.9343,8.459,8.6205,10.4452,10.41,9.9097,4.7881,4.5998,7.4798,20.8904,9.5762,57.0119,2.3262,2.2977,76.2696,23.7304,29.1343,31.8422,68.0597,81.1807,18.8193,0.0962,1.3262,0.7529,2.1374,0.511,1.4507,7.1042,0.0781,162.6248,9.1996,4.5459,216376645.88,8.5147,2.8006,93.4439,4.4269,4.3297,1.9815,11.7051,9.3867,9.5286,148.1982,14.2322,15.3702,10.1653,11.45,150.8656,-3.8353,3.8204,6.7873,3.8104,5.4208,5.4208,-4.9058,-18.7305,14.559
300638.SZ,20240429,20240331,0.2453,0.2451,2.7722,2.7722,0.9055,0.2176,2.2153,13900094.72,173979357.99,456798485.41,1.7449,1.4055,1.093,0.9977,0.3829,14.075,0.2954,159948634.37,194822790.95,,103194244.2746,135094633.5646,2499346392.0,236544370.32,1220631136.22,239628416.53,2303511111.11,2392417729.92,2123595310.31,4544146903.19,1863164089.78,0.2453,4.3432,0.1424,2.4329,-0.0333,0.2544,0.1348,0.1764,8.9616,21.5171,78.4829,13.7825,8.9616,2.5312,10.7547,0.4966,-0.0242,92.4657,8.9567,9.177,5.8175,5.82,5.3871,2.7105,2.6469,4.3294,23.27,10.842,54.3475,2.1905,2.2256,76.9769,23.0231,31.6415,26.8616,73.194,81.1705,18.8295,0.034,1.1905,0.8406,2.7249,0.5822,1.8871,9.6128,0.0276,154.374,10.5876,2.6139,219360267.37,9.0621,2.5312,92.4657,5.8175,5.3871,2.6469,5.1372,32.3799,32.7017,177.942,30.2306,31.7861,33.7848,27.35,194.5042,2.8844,6.1596,2.6039,6.1589,17.113,17.113,17.113,18.5345,30.0341
300638.SZ,20240326,20231231,0.74,0.74,10.0754,10.0754,0.8999,0.2176,1.97,27853212.77,535701737.6,1785422564.58,1.6548,1.267,0.9298,3.7343,1.4731,45.9666,1.1436,557328904.64,645284206.46,836425218.86,413790581.9963,193020764.9463,2504936325.1,234271806.18,1227469111.74,202311648.91,2169770587.42,2170641364.98,1955559231.57,4356077968.88,1675284637.07,0.7359,4.0912,0.854,2.1876,0.2112,0.8426,0.5403,0.252,7.3225,23.1397,76.8603,15.297,7.3225,3.5075,11.3969,0.3926,-0.4888,92.7768,8.0886,8.3631,20.269,20.23,19.2672,9.5637,8.3736,14.2163,20.269,9.5637,55.9058,2.2679,2.4267,77.314,22.686,30.5805,28.1783,71.9244,83.5715,16.4285,0.1973,1.2679,0.7899,2.5525,0.547,1.7677,10.7249,0.1649,168.7087,8.3736,8.3524,218252288.7,8.0755,5.3737,92.3143,3.4952,3.2888,1.5571,14.0233,51.0204,51.0204,80.0928,75.1207,75.4224,54.4692,69.25,118.323,19.7191,6.4585,10.9032,29.0264,36.65,36.65,-6.4381,-0.9484,29.0264
