ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
688080.SH,20260422,20260331,0.1262,0.1262,1.8252,1.8252,5.444,0.5013,9.0924,525286.01,8767377.15,67262194.87,6.7843,5.7734,5.7008,1.0884,0.1084,2.5707,0.0976,18297624.56,13292229.83,,-878174.7407,-878174.7407,178095231.49,4908380.56,17434672.55,-806533939.25,1154359018.19,1062884786.33,144574643.92,1197086062.66,706634148.93,0.1262,15.9618,0.1151,9.5937,-1.4696,0.1805,-0.0119,-0.0119,7.0779,50.0323,49.9677,34.6771,7.0779,14.3829,17.8839,2.4103,-1.086,86.3895,12.5127,9.8873,0.7928,0.79,0.748,0.965,0.6908,0.6447,3.1712,3.86,14.5236,1.1699,1.1751,90.3303,9.6697,83.6438,1.4564,98.2124,91.6759,8.3241,0.0461,0.1699,5.8656,67.4338,5.7592,66.2105,,0.0423,306.9054,2.7632,0.6746,51678440.61,12.2153,14.3829,86.3895,0.7928,0.748,0.6908,6.3053,-58.1565,-58.1565,141.166,-46.6353,-48.2853,-58.2762,-58.43,141.0531,-62.1541,0.6013,0.3865,0.6013,-10.1013,-10.1013,-10.1013,-58.3206,10.2465
688080.SH,20260422,20251231,2.02,2.02,10.5488,10.5488,5.419,0.5013,8.9662,5548339.63,143477841.6,382604408.35,6.7244,5.9129,5.8336,5.791,0.6481,15.8697,0.5827,166126887.62,162755524.15,176815362.14,115774810.02,115774810.02,177048116.05,5549284.13,19777174.28,-906241499.75,1146709488.52,1050769520.49,131261959.88,1192179244.24,697341485.77,2.0233,15.8664,2.0,9.4675,1.2746,2.2097,1.5718,1.5718,19.397,49.2423,50.7577,27.0047,19.397,13.6262,14.2616,-0.883,-0.6008,78.619,22.8503,20.9471,13.4773,13.51,12.9755,12.2064,11.3031,12.2622,13.4773,12.2064,14.7205,1.1726,1.2058,89.7839,10.2161,83.4106,1.6589,98.0272,90.7027,9.2973,0.8026,0.1726,5.7747,59.0913,5.6663,57.9815,,0.7279,208.4474,11.3031,11.1767,52913715.61,22.8551,15.76,83.4666,4.0575,3.9466,3.37,26.2895,14.7727,14.7727,31.0015,17.1947,17.2338,14.7349,17.01,30.6589,2.3842,12.3603,6.4106,12.0631,27.0127,27.0127,11.7628,-18.3162,12.0631
688080.SH,20251028,20250930,1.39,1.39,7.4612,7.4612,5.3944,0.5003,8.3382,4278375.16,98260663.64,271056429.87,5.8151,4.9611,4.9201,4.1108,0.4612,11.4324,0.4146,128526796.91,126359511.12,,55335958.7096,55335958.7096,204042903.85,5926830.24,22021539.29,-856090773.86,1101801980.11,1010138096.64,137768490.04,1148957997.92,651013753.45,1.3921,15.2434,1.1883,8.8386,0.646,1.7155,0.7513,0.7513,19.0419,49.3221,50.6779,25.1769,19.0419,12.7432,13.6682,-1.2345,-0.4355,76.613,24.9622,22.9927,9.4697,9.43,9.0746,9.5334,7.8953,8.7232,12.6263,12.7112,17.0716,1.2059,1.2241,89.7711,10.2289,81.0788,1.9167,97.7208,90.4282,9.5718,0.4172,0.2059,4.8397,50.9851,4.7493,50.0329,,0.3773,235.6737,10.5271,7.7362,51134569.97,24.9654,12.7275,75.8105,3.1585,3.0439,2.6943,39.8599,23.0088,23.0088,34.9421,30.3098,30.0654,22.9959,26.79,35.0504,8.3876,7.9484,5.1839,7.6627,34.6136,34.6136,34.4782,-12.1611,13.4778
688080.SH,20251028,20250930,1.39,1.39,7.4612,7.4612,5.3944,0.5003,8.3382,4278375.16,98260663.64,271056429.87,5.8151,4.9611,4.8168,4.1108,0.4612,11.4324,0.4146,128526796.91,126359511.12,,,,204042903.85,5926830.24,22021539.29,-856090773.86,1101801980.11,1010138096.64,137768490.04,1148957997.92,651013753.45,1.3921,15.2434,1.1883,8.8386,0.646,1.7155,,,19.0419,49.3221,50.6779,25.1769,19.0419,12.7432,13.6682,-1.2345,-0.4355,76.613,24.9622,22.9927,9.4697,9.43,9.0746,9.5334,7.8953,8.7232,12.6263,12.7112,17.0716,1.2059,1.2241,89.7711,10.2289,81.0788,1.9167,97.7208,90.4282,9.5718,0.4172,0.2059,4.8397,50.9851,4.7493,50.0329,,0.3773,235.6737,10.5271,7.7362,51134569.97,24.9654,12.7275,75.8105,3.1585,3.0439,2.6943,39.8599,23.0088,23.0088,34.9421,30.3098,30.0654,22.9959,26.79,35.0504,8.3876,7.9484,5.1839,7.6627,34.6136,34.6136,34.4782,-12.1611,13.4778
688080.SH,20250822,20250630,0.91,0.91,4.7586,4.7586,5.5519,0.5006,8.0361,3001442.46,64346775.69,171617654.05,5.6471,4.7258,4.6848,2.4152,0.2977,7.2277,0.2676,80599470.6,80555649.33,87114346.36,-6711522.6656,-6711522.6656,205701757.39,4132879.57,15722904.28,-808468778.11,1085217602.23,985736916.34,167963385.3,1124374003.35,630448508.85,0.9119,14.9702,0.1158,8.5367,-0.1491,1.0908,-0.0909,-0.0909,19.4539,48.8339,51.1661,24.7226,19.4539,12.752,13.701,-1.7304,-0.7015,77.0654,24.9759,22.9222,6.2695,6.26,5.9901,6.1349,5.2066,5.7419,12.539,12.2698,16.9057,1.2035,1.2224,89.7803,10.2197,81.3379,1.3984,98.328,94.0425,5.9575,0.0403,0.2035,4.9015,70.3162,4.8113,69.0214,,0.0379,258.2015,10.4132,5.129,52239110.49,24.9801,11.9239,75.3874,4.1507,3.983,3.4607,14.464,24.6575,24.6575,-75.0377,34.006,33.8897,26.0745,29.3,-74.9502,9.5187,6.0137,3.2705,6.0138,34.6901,34.6901,30.4594,78.4475,15.1169
688080.SH,20250822,20250630,0.91,0.91,4.7586,4.7586,5.5519,0.5006,8.0361,3001442.46,64346775.69,171617654.05,5.6471,4.7258,4.6199,2.4152,0.2977,7.2277,0.2676,80599470.6,80555649.33,87114346.36,-6244641.0256,-6244641.0256,205701757.39,4132879.57,15722904.28,-808468778.11,1085217602.23,985736916.34,167963385.3,1124374003.35,630448508.85,0.9119,14.9702,0.1158,8.5367,-0.1491,1.0908,-0.0846,-0.0846,19.4539,48.8339,51.1661,24.7226,19.4539,12.752,13.701,-1.7304,-0.7015,77.0654,24.9759,22.9222,6.2695,6.26,5.9901,6.1349,5.2066,5.7419,12.539,12.2698,16.9057,1.2035,1.2224,89.7803,10.2197,81.3379,1.3984,98.328,94.0425,5.9575,0.0403,0.2035,4.9015,70.3162,4.8113,69.0214,,0.0379,258.2015,10.4132,5.129,52239110.49,24.9801,11.9239,75.3874,4.1507,3.983,3.4607,14.464,24.6575,24.6575,-75.0377,34.006,33.8897,26.0745,29.3,-74.9502,9.5187,6.0137,3.2705,6.0138,34.6901,34.6901,30.4594,78.4475,15.1169
688080.SH,20250423,20250331,0.3016,0.3016,2.0249,2.0249,5.5292,0.5,7.4257,1180008.54,21091866.72,74507957.71,5.5459,4.6053,4.5468,1.1053,0.1283,3.3382,0.1157,30909583.88,28884379.9,,-25343289.6284,-25343289.6284,203637397.55,4163401.9,16788898.97,-797506455.59,1045288578.29,956773923.31,149309320.77,1085927445.82,585329914.82,0.3016,14.4399,-0.2796,7.9257,-0.3562,0.3911,-0.3432,-0.3432,15.3099,49.8237,50.1763,28.0168,15.3099,13.8699,15.4381,-1.2911,-1.0432,79.3307,21.079,19.3151,2.1118,2.11,1.9999,2.2342,1.7709,1.9402,8.4472,8.9368,17.3599,1.2101,1.2259,90.2231,9.7769,80.7966,1.546,98.2032,93.7123,6.2877,-0.0981,0.2101,4.7483,63.5191,4.6542,62.2607,,-0.0919,303.0462,7.0836,1.7227,44589295.84,21.2345,13.8699,79.3307,2.1118,1.9999,1.7709,-13.8075,36.2856,36.2856,-202.0811,43.7767,44.8437,36.7225,42.97,-202.4179,19.5758,2.2583,0.1373,2.2589,40.8569,40.8569,40.8569,-31.7988,14.3397
688080.SH,20250423,20250331,0.3016,0.3016,2.0249,2.0249,5.5292,0.5,7.4257,1180008.54,21091866.72,74507957.71,5.5459,4.6053,4.5112,1.1053,0.1283,3.3382,0.1157,30909583.88,28884379.9,,,,203637397.55,4163401.9,16788898.97,-797506455.59,1045288578.29,956773923.31,149309320.77,1085927445.82,585329914.82,0.3016,14.4399,-0.2796,7.9257,-0.3562,0.3911,,,15.3099,49.8237,50.1763,28.0168,15.3099,13.8699,15.4381,-1.2911,-1.0432,79.3307,21.079,19.3151,2.1118,2.11,1.9999,2.2342,1.7709,1.9402,8.4472,8.9368,17.3599,1.2101,1.2259,90.2231,9.7769,80.7966,1.546,98.2032,93.7123,6.2877,-0.0981,0.2101,4.7483,63.5191,4.6542,62.2607,,-0.0919,303.0462,7.0836,1.7227,44589295.84,21.2345,13.8699,79.3307,2.1118,1.9999,1.7709,-13.8075,36.2856,36.2856,-202.0811,43.7767,44.8437,36.7225,42.97,-202.4179,19.5758,2.2583,0.1373,2.2589,40.8569,40.8569,40.8569,-31.7988,14.3397
688080.SH,20250423,20241231,1.76,1.76,8.2833,8.2833,5.5138,0.5,7.1242,7263016.0,122624440.79,321059013.09,4.9911,4.2551,4.2084,5.0491,0.5757,13.3424,0.5142,136865211.8,139155677.79,150887687.9,90742383.0791,90754084.8291,227104064.52,4088547.17,15607258.26,-816442814.7,1021662554.69,930193584.28,104106482.78,1060762019.11,563058039.56,1.7588,14.121,1.5267,7.6242,1.3738,1.8843,1.2287,1.2289,21.388,52.4832,47.5168,28.9241,21.388,14.4111,16.9517,-2.4387,-0.8603,77.6268,24.7646,22.7477,13.2757,13.35,12.5334,11.6958,10.9967,12.0859,13.2757,11.6958,19.1028,1.2361,1.2161,90.0388,9.9612,79.0788,1.4713,98.3123,94.4356,5.5644,0.4838,0.2361,4.2255,66.8189,4.1396,65.4607,,0.4568,241.4723,10.9967,10.9168,45006506.77,24.7615,14.9875,77.6322,4.5781,4.4408,3.7667,23.558,18.1208,18.1208,-40.9423,44.1236,44.1736,38.2507,41.21,-40.7425,21.156,13.7231,18.7866,14.1097,24.0018,24.0018,43.9972,16.202,14.1097
688080.SH,20241025,20240930,1.13,1.13,5.5468,5.5468,5.4424,0.4226,6.5954,5868456.19,77499381.62,215658977.48,6.0197,5.2344,5.1657,3.6392,0.4063,8.8969,0.3613,91350484.82,96659099.88,,39106925.8941,39106925.8941,169165687.18,1740799.81,8965900.01,-758365849.55,969704218.03,873645995.66,111191888.81,1001242862.4,516538420.58,1.1327,13.4429,0.8806,7.018,0.4889,1.3133,0.5313,0.5313,20.6809,52.8249,47.1751,29.0066,20.6809,14.1237,16.5784,-1.6956,-0.8925,77.624,25.7866,23.6763,8.7602,8.73,8.1436,8.5548,7.4725,8.0191,11.6803,11.4064,15.3455,1.1813,1.1873,89.3819,10.6181,82.7287,0.8955,98.8191,96.7593,3.2407,0.3724,0.1813,5.5007,110.3535,5.3911,108.1547,,0.3603,242.385,9.9633,7.3784,45082595.87,25.8384,14.4258,77.78,3.0719,2.8449,2.7057,20.8152,20.2128,20.2128,-45.6185,30.7605,31.0332,20.9981,24.62,-45.6192,9.2363,8.2621,7.7713,8.2622,15.9751,15.9751,27.6342,-8.7199,10.7673
