ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
002970.SZ,20260428,20260331,0.24,0.24,3.0639,3.0639,5.902,0.5789,4.3017,-284849.2,43748124.64,232589160.77,1.9802,1.5309,1.3868,0.8771,0.2046,1.6647,0.1624,36502303.41,40615911.56,,-304942130.0,18057870.0,862566542.8,4849478.42,618401410.44,-657219902.85,2020156277.21,1432854304.36,756264226.81,2750262691.21,888377365.4,0.2388,11.7395,-1.3137,4.8806,0.099,0.2231,-1.6753,0.0992,7.8696,41.7051,58.2949,33.7086,7.8696,9.1543,22.4414,2.113,-0.3012,93.4548,7.0534,7.2828,2.0658,2.07,2.0793,1.1824,1.2777,1.5871,8.2632,4.7296,41.071,1.697,1.6327,80.0123,19.9877,55.8412,22.4852,77.6963,98.3791,1.6209,-0.1636,0.697,1.4382,3.4554,1.3596,3.2667,,-0.1609,266.2175,5.1108,1.2653,395842589.73,7.0852,9.1543,93.4548,2.0658,2.0793,1.2777,-42.8774,-57.8947,-57.8947,-265.1414,-62.5782,-62.3691,-56.8508,-45.64,-269.5027,-63.3351,2.8355,11.2317,3.1781,8.3517,8.3517,8.3517,-63.9331,17.6854
002970.SZ,20260331,20251231,2.15,2.12,13.6532,13.6532,5.7551,0.5808,4.0765,32971119.73,349702118.91,1119086432.45,2.2086,1.7723,1.6869,4.274,1.0127,6.8783,0.7871,339146656.68,391854209.53,471872246.58,205930384.0895,295244823.9095,879302414.47,4969480.2,302413103.19,-955394080.13,1961256587.03,1399488326.25,420315778.91,2368110295.61,844914089.96,2.1093,11.4158,2.1956,4.6573,1.5488,2.16,1.1351,1.6274,15.6849,45.1804,54.8196,30.2788,15.6849,8.4273,21.4693,0.3822,-0.2575,86.3078,16.0549,15.8202,20.3778,20.29,18.6221,12.4519,12.3455,17.9308,20.3778,12.4519,36.4866,1.5745,1.6758,78.6324,21.3676,60.3022,12.7702,87.4551,97.5775,2.4225,0.344,0.5745,1.7452,6.8484,1.6527,6.4854,,0.3357,224.9817,12.3455,12.1602,392404837.47,16.0258,7.4225,88.2505,5.4388,5.1792,3.4197,15.7682,29.5181,27.7108,-7.7828,38.1551,38.2368,31.9454,29.58,-5.4967,7.3353,19.9554,6.9341,22.9283,-10.8202,-10.8202,-8.7536,41.3759,22.9283
002970.SZ,20251023,20250930,1.55,1.55,9.3709,9.3709,5.5592,0.5833,3.5027,27786461.23,246258092.66,811063131.14,2.1421,1.6967,1.6166,3.4351,0.6994,4.6751,0.5455,247008636.55,283413273.03,,40187910.4815,284987910.4815,739710295.71,60009858.44,447811658.2,-885847939.87,1827665569.09,1336245400.31,432909326.38,2365044210.78,738085405.21,1.5171,10.6488,1.5206,4.086,1.9921,1.569,0.2225,1.5777,16.4692,47.9142,52.0858,32.3827,16.4692,8.8928,23.3379,0.152,-0.4318,85.4078,17.0493,16.7428,15.1896,14.93,13.6494,9.1332,8.9839,12.8226,20.2528,12.1776,39.4194,1.6507,1.72,79.1932,20.8068,57.7504,18.9346,81.3337,93.7879,6.2121,0.2348,0.6507,1.5419,4.2955,1.465,4.0813,,0.2202,243.4757,11.9785,8.8312,383113979.77,17.0311,9.2553,86.407,3.7504,3.606,2.3381,19.7855,22.0472,22.0472,0.6687,32.8505,33.017,24.3958,21.62,3.4508,5.4266,11.8959,4.0533,14.176,-11.7462,-11.7462,-29.8631,-27.4509,17.9929
002970.SZ,20250822,20250630,1.15,1.15,6.4669,6.4669,5.3023,0.5896,3.5495,25053924.75,178017823.18,553776487.22,2.0719,1.7098,1.6312,2.3167,0.4881,3.1873,0.3763,173998925.49,208206099.68,250547489.13,27334774.6088,337434774.6088,660271169.55,67677294.07,517350111.67,-797284394.82,1760443115.8,1242266002.45,426334054.44,2372985324.53,739664227.07,1.1364,10.4156,0.9424,4.1392,1.9331,1.1651,0.153,1.8883,17.7854,47.9198,52.0802,31.6552,17.7854,8.7243,22.9742,-0.0433,-0.4841,84.9434,18.2978,18.0167,11.4536,11.17,10.0405,6.7793,6.6923,9.4229,22.9072,13.5586,40.1588,1.6711,1.7322,77.436,22.564,56.7714,21.8017,78.4351,93.0679,6.9321,0.1453,0.6711,1.4946,3.5977,1.4137,3.4028,,0.1352,223.552,13.3846,6.6121,384275480.57,18.3522,8.455,85.0683,5.5667,5.3053,3.4951,4.2634,59.7222,59.7222,63.6395,67.5955,68.8971,64.208,50.7,68.9462,29.2321,9.4455,1.9546,10.4767,0.2948,0.2948,-1.4305,1.1599,27.0644
002970.SZ,20250425,20250331,0.57,0.57,2.9024,2.9024,5.0271,0.5941,3.7007,20246820.59,80480974.87,245559451.71,2.1532,1.8004,1.7197,1.1353,0.2249,1.4169,0.1725,78298945.9,104180879.72,,30538361.4225,240338361.4225,640967370.29,57139490.08,417349924.89,-869510135.05,1714158580.34,1201140151.03,314390781.18,2226471856.7,761647793.3,0.568,10.2387,0.7955,4.2948,1.809,0.5875,0.1722,1.3552,19.4738,47.7082,52.2918,31.4918,19.4738,9.0596,22.5718,-0.1396,-0.3865,84.7878,20.4226,20.2406,5.7551,5.76,4.5983,3.4925,3.3601,4.8087,23.0204,13.97,38.1408,1.6166,1.7044,76.6854,23.3146,58.6122,18.7449,81.552,93.3774,6.6226,0.1354,0.6166,1.6278,4.3506,1.5367,4.1072,,0.1265,233.6217,13.4404,3.3767,375033628.85,20.4007,9.0596,84.7878,5.7551,4.5983,3.3601,27.4087,83.871,83.871,42.2568,94.7351,94.5178,89.5984,63.21,45.907,49.1833,7.5867,-3.8437,7.7747,2.5295,2.5295,2.5295,48.8836,27.0909
002970.SZ,20250425,20241231,1.66,1.66,15.6891,15.6891,4.9222,0.5952,3.1382,20158717.6,269865142.82,993803269.05,1.8175,1.3981,1.3269,6.2797,1.4056,7.4112,1.0345,232505528.8,275101994.22,362149248.64,279983987.78,238183371.78,1080392513.84,51419907.51,222996595.71,-757148821.06,1569836244.37,1050016165.33,273385081.6,1909671596.86,660919997.84,1.6383,9.5167,2.3809,3.7334,1.3755,1.554,1.5816,1.3454,10.5756,35.7811,64.2189,25.2592,10.5756,7.3899,18.9905,-1.1211,-0.9382,91.6288,10.3635,9.9048,18.7125,18.8,17.4119,10.2468,10.9408,15.3877,18.7125,10.2468,44.5443,1.8032,1.7322,76.753,23.247,51.6142,11.6772,88.2219,94.804,5.196,0.3282,0.8032,1.2435,7.555,1.1587,7.0397,,0.3111,146.8153,10.9408,10.8026,413337551.58,10.3386,4.8192,93.6454,4.2065,4.0654,2.3714,18.1498,181.3559,181.3559,29.5939,192.3809,200.5778,184.5023,194.33,32.6896,138.9555,16.28,30.6461,19.0608,63.4517,63.4517,85.5581,-22.4711,19.0608
002970.SZ,20241023,20240930,1.27,1.27,10.912,10.912,4.736,0.4838,3.1796,17818903.98,202481498.29,750823990.06,1.7868,1.3506,1.2778,4.4981,0.9965,5.1661,0.7273,177892810.9,206818311.92,,90525443.76,152445443.76,932023322.63,50162705.16,333579406.98,-620547076.68,1512033803.51,982738460.85,345668501.37,1964262179.4,643926612.99,1.2533,9.2748,1.5105,3.6634,1.2608,1.1766,0.515,0.8673,11.6127,39.1454,60.8546,27.954,11.6127,8.5417,20.3254,-0.9131,-0.8061,90.7253,11.326,10.7828,14.4683,14.82,13.298,7.8422,8.4458,11.3944,19.2911,10.4563,44.656,1.8069,1.732,75.7461,24.2539,51.3172,16.9824,82.9955,94.9318,5.0682,0.2126,0.8069,1.239,4.8871,1.1492,4.5328,,0.2018,163.5013,11.2611,8.3534,405096854.76,11.2997,7.0151,90.6332,6.2443,5.4509,3.528,21.6546,170.2128,170.2128,17.8053,166.6881,172.025,170.8025,174.52,19.7641,130.9276,13.3243,26.5638,15.2094,55.1687,55.1687,65.7883,26.1506,17.2673
002970.SZ,20241023,20240930,,,10.912,10.912,4.736,0.4838,3.1796,,,750823990.06,1.7868,1.3506,1.2778,4.4981,0.9965,5.1661,0.7273,177892810.9,206818311.92,,,,932023322.63,50162705.16,333579406.98,-620547076.68,1512033803.51,982738460.85,345668501.37,1964262179.4,643926612.99,1.2533,9.2748,1.5105,3.6634,1.2608,1.1766,,,11.6127,39.1454,60.8546,27.954,11.6127,8.5417,20.3254,-0.9131,-0.8061,90.7253,11.326,10.7828,14.4683,,,7.8422,8.4458,11.3944,19.2911,10.4563,44.656,1.8069,1.732,75.7461,24.2539,51.3172,16.9824,82.9955,94.9318,5.0682,0.2126,0.8069,1.239,4.8871,1.1492,4.5328,,0.2018,163.5013,11.2611,8.3534,405096854.76,11.2997,7.0151,90.6332,6.2443,,3.528,21.6546,170.2128,170.2128,17.8053,166.6881,172.025,170.8025,,19.7641,130.9276,13.3243,26.5638,15.2094,55.1687,55.1687,65.7883,26.1506,17.2673
002970.SZ,20240823,20240630,0.72,0.72,6.6574,6.6574,4.4716,0.4913,2.6708,5539626.72,118127745.51,469424164.1,1.7806,1.3582,1.2518,2.8659,0.6577,3.2231,0.4696,106161626.48,117925593.55,160034372.45,27892972.0566,92992972.0566,755052056.81,44761250.68,314789418.27,-446781072.94,1357774610.79,826807241.11,369389559.56,1778941074.01,547293582.95,0.7145,8.4634,0.5759,3.1622,0.1908,0.6814,0.1612,0.5373,10.8721,40.7403,59.2597,29.8106,10.8721,9.5563,21.8183,-1.564,-0.8817,90.7865,10.95,10.2345,8.5885,8.55,8.2038,4.8066,5.1061,6.8302,17.177,9.6132,43.2225,1.7613,1.7038,73.1366,26.8634,52.6523,17.6953,82.3417,95.0298,4.9702,0.0941,0.7613,1.3142,4.6533,1.2182,4.3133,,0.0894,167.7638,10.2122,5.0407,411547830.0,10.8979,8.6409,90.1226,4.8758,4.7566,2.8176,0.4596,105.7143,105.7143,-23.5091,100.7404,103.6703,104.8984,114.45,-23.4717,89.0256,3.4102,10.7696,3.5179,48.8324,48.8324,59.2675,33.7348,8.3972
002970.SZ,20240424,20240331,0.31,0.31,2.9036,2.9036,4.3716,0.4918,2.7607,3815139.41,49311770.17,218551897.66,1.8926,1.4652,1.3477,1.3602,0.2894,1.3901,0.2061,41936492.31,50132119.93,,43579807.6594,123579807.6594,739491088.63,43803906.47,333987014.54,-521882180.41,1332809590.99,873491502.6,256715751.45,1761105897.77,562355620.3,0.3073,8.2633,0.5592,3.2526,0.7003,0.29,0.2521,0.7148,10.5765,43.5351,56.4649,33.7208,10.5765,10.7421,24.0688,-1.0901,-0.6135,91.6463,10.7527,9.9862,3.7364,3.72,3.4681,2.0578,2.1794,2.8776,14.9456,8.2312,43.9114,1.7829,1.7134,72.7903,27.2097,52.3821,18.9646,81.1245,87.5862,12.4138,0.0988,0.7829,1.2787,4.2777,1.1929,3.9906,,0.0865,187.8541,8.7176,2.1807,416729649.31,10.7531,10.7421,91.6463,3.7364,3.4681,2.1794,19.2602,121.4286,121.4286,3.4024,100.1667,100.7913,120.7414,161.19,3.3406,103.9457,0.9653,9.294,0.965,37.1902,37.1902,37.1902,217.7172,8.2354
