ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
688159.SH,20260430,20260331,0.3,0.3,5.91,5.91,7.8135,0.382,0.9031,170928.9,27635091.37,110471963.17,1.6319,1.3589,0.7572,0.9337,0.2376,3.916,0.1989,32281085.71,49339484.48,,-393680218.717,-209180218.717,853287938.97,3376802.6,1224667048.96,693503581.88,735447361.68,995288398.41,1185920206.43,2158097621.68,119394478.79,0.2993,10.0768,-4.0815,1.2851,-2.3614,0.5311,-4.2373,-2.2515,5.0007,20.119,79.881,11.2858,5.0007,2.1473,7.3406,1.7979,-2.7892,94.121,5.7218,8.9857,3.0332,3.05,3.0145,1.7873,0.9947,2.105,12.1328,7.1492,69.038,3.2298,3.0113,85.2598,14.7402,24.3949,56.7475,43.3821,75.6772,24.3228,-0.2408,2.2298,0.4498,0.7645,0.3534,0.6005,1.0605,-0.1822,167.8874,3.9788,1.0073,200476323.54,5.7219,2.1473,94.121,3.0332,3.0145,0.9947,-69.0616,57.8947,57.8947,-48117.6471,51.4556,54.6606,57.9931,56.27,-48742.2374,47.4449,4.3471,20.2907,4.3474,-40.86,-40.86,-40.86,145.1093,7.154
688159.SH,20260430,20251231,0.3,0.29,25.8888,25.8888,7.7188,0.3716,0.5882,1598725.99,25742599.52,318018102.67,1.495,1.3061,1.0339,4.2336,1.4183,17.8548,1.1239,21192129.07,53752870.11,98147430.98,59362812.87,565148152.7,563684667.57,3575167.14,1044199566.39,302215169.56,691383609.56,679353094.3,746180228.6,1938971713.47,89180617.25,0.2943,9.657,0.882,0.9599,4.2936,0.5786,0.6389,6.0828,1.0647,13.2216,86.7784,9.0384,1.0647,2.1052,5.4317,1.5014,-0.6456,99.1189,0.8764,2.2348,3.1204,3.15,2.9379,2.5117,1.1966,3.2121,3.1204,2.5117,64.2981,2.801,2.4424,81.8703,18.1297,27.5866,53.8533,46.2731,85.1716,14.8284,0.0597,1.801,0.5568,0.8592,0.429,0.6621,2.2877,0.0509,122.4638,1.1966,1.2776,203187576.04,0.8585,5.9171,130.4464,-6.0741,-5.7701,-2.2274,-29.8064,-72.4771,-73.3945,532.7116,-77.8887,-78.799,-72.7258,-65.47,539.0459,-74.0025,3.8778,41.2737,4.9105,-21.63,-21.63,-53.9664,-423.1225,4.9105
688159.SH,20251030,20250930,0.9,0.9,23.4134,23.4134,7.6718,0.3316,1.2319,4405871.6,79019676.49,265186958.31,1.5129,1.3551,1.0829,3.4205,1.2647,19.2348,1.0087,91212367.8,115574757.19,,102957400.5217,516292740.3517,644886931.74,2873560.24,944045893.92,207174593.25,751951452.85,711999954.73,718392206.11,1891139140.05,145264839.83,0.8979,10.219,1.6198,1.5635,3.1674,1.244,1.1082,5.557,3.7602,12.1907,87.8093,7.3551,3.7602,1.7022,4.3615,1.2914,-0.4276,95.8069,4.1709,5.313,9.2455,9.25,8.7573,5.3595,3.7931,6.3853,12.3273,7.146,62.6967,2.6807,2.3899,82.7193,17.2807,29.6172,49.9194,50.2046,87.2066,12.7934,0.1084,1.6807,0.5965,1.0057,0.4724,0.7965,3.6296,0.0945,106.8436,5.0575,3.8686,208756058.08,4.126,2.2781,95.598,2.1146,2.1209,0.76,1.8054,-12.6214,-7.2165,1426.673,-12.3994,-13.2689,-12.4402,-11.22,1441.5231,-22.3496,9.9231,43.1151,11.0162,-15.3429,-15.3429,-37.6964,-55.4932,12.7615
688159.SH,20250828,20250630,0.69,0.69,18.0042,18.0042,7.6724,0.3316,1.0178,4464663.43,59099433.04,188010958.01,1.3733,1.2596,1.0051,2.2976,0.9779,12.3515,0.7776,69105493.42,83797212.0,102441183.74,134430472.4764,369265812.3064,833139101.97,2829214.18,766228995.03,190533795.24,726738849.78,565926624.43,673169528.46,1693456751.29,125396974.65,0.684,9.9976,1.5219,1.3494,1.7007,0.9017,1.4466,3.9736,3.7378,11.2372,88.7628,6.5406,3.7378,1.5294,4.0223,0.9889,-0.2788,95.8697,4.1345,5.0084,7.1248,7.15,6.6244,3.8944,2.9064,4.9385,14.2496,7.7888,63.3424,2.7279,2.4118,82.3117,17.6883,28.7314,45.2464,54.8624,94.6255,5.3745,0.0933,1.7279,0.5799,1.2125,0.4536,0.9485,3.8142,0.0883,99.4493,5.8128,2.9541,210838925.48,4.09,1.7153,93.6319,5.0993,4.5946,1.9603,18.8876,-22.4719,-16.8675,1073.4002,-22.9347,-23.7594,-22.0954,-24.19,1083.3489,-30.3866,7.5415,42.5811,8.6346,-5.1258,-5.1258,-17.367,133.4672,11.9103
688159.SH,20250828,20250630,,,26.3885,26.3885,7.6724,0.3316,1.0178,,,188010958.01,1.3733,1.2596,0.9853,3.3676,1.4332,18.1034,1.1397,69105493.42,83797212.0,102441183.74,,,833139101.97,2829214.18,766228995.03,190533795.24,726738849.78,565926624.43,673179528.46,1693456751.29,125396974.65,0.684,9.9976,1.5219,1.3494,1.7007,0.9017,,,2.5502,7.6668,92.3332,4.4625,2.5502,1.0435,2.7443,0.6747,-0.1902,97.182,2.8208,3.4171,7.1248,,,3.8944,2.9064,4.9385,14.2496,7.7888,63.3424,2.7279,2.4118,82.3117,17.6883,28.7314,45.2464,54.8624,94.6255,5.3745,0.0933,1.7279,0.5799,1.2125,0.4536,0.9485,3.8142,0.0883,67.2942,5.8128,2.9541,210838925.48,2.7905,0.916,96.5995,5.0993,,1.9603,10.0859,-22.4719,-16.8675,1073.4002,-22.9347,-23.7594,-22.0954,,1083.3489,-30.3866,7.5415,42.5811,8.6346,39.0555,39.0555,54.745,133.4672,11.9103
688159.SH,20250430,20250331,0.19,0.19,10.0926,10.0926,7.5725,0.3349,0.6285,-84461.61,17683980.67,80313650.67,1.4123,1.2334,0.8763,1.6535,0.6121,7.3096,0.4756,21685206.85,28729963.34,,-7330325.8359,203030847.3241,488817968.17,4426904.18,764831521.87,328861592.98,667940793.12,494457743.56,768920928.37,1637001898.48,88631818.45,0.1913,9.4976,0.0085,0.9634,1.8697,0.3123,-0.0797,2.207,1.8165,8.6502,91.3498,5.5329,1.8165,1.3803,3.1807,0.9719,-0.346,97.6644,2.2342,3.0944,2.0359,2.04,2.0456,1.4717,0.8639,1.5667,8.1436,5.8868,59.0578,2.4425,2.2582,79.5076,20.4924,31.3551,46.7215,53.3733,95.3242,4.6758,0.0007,1.4425,0.6945,1.1424,0.5309,0.8733,2.0311,0.0006,75.1458,3.4556,0.9016,192005217.77,2.188,1.3803,97.6644,2.0359,2.0456,0.8639,0.084,-70.3125,-67.2414,104.179,-69.0733,-69.7134,-70.0334,-68.01,104.1602,-72.3128,2.1632,20.0798,2.1627,7.6664,7.6664,7.6664,351.9903,8.2327
688159.SH,20250430,20250331,0.19,0.19,11.498,11.498,7.5725,0.3349,0.6285,-84461.61,17683980.67,80313650.67,1.4123,1.2334,0.867,1.8837,0.6973,8.3275,0.5418,21685206.85,28729963.34,,,,488817968.17,4426904.18,764831521.87,328861592.98,667940793.12,494457743.56,768920928.37,1637001898.48,88631818.45,0.1913,9.4976,0.0085,0.9634,1.8697,0.3123,,,1.5944,7.5928,92.4072,4.8566,1.5944,1.2115,2.7919,0.8531,-0.3037,97.9499,1.9611,2.7161,2.0359,2.04,2.0456,1.4717,0.8639,1.5667,8.1436,5.8868,59.0578,2.4425,2.2582,79.5076,20.4924,31.3551,46.7215,53.3733,95.3242,4.6758,0.0007,1.4425,0.6945,1.1424,0.5309,0.8733,2.0311,0.0006,65.7539,3.4556,0.9016,192005217.77,1.9205,1.2115,97.9499,2.0359,2.0456,0.8639,0.0737,-70.3125,-67.2414,104.179,-69.0733,-69.7134,-70.0334,-68.01,104.1602,-72.3128,2.1632,20.0798,2.1627,22.6598,22.6598,22.6598,351.9903,8.2327
688159.SH,20250430,20241231,1.09,1.09,33.3623,33.3623,7.5627,0.3349,0.4372,25691766.19,74554501.68,333962676.23,1.4636,1.2827,0.9651,6.3785,2.5212,23.1969,1.836,64886870.3,120289384.05,156647302.28,-76419889.3057,57744770.8643,362576713.54,3485886.51,553654738.08,314603968.61,647435371.53,424407170.88,738326162.55,1407963169.75,71032327.68,1.0897,9.2965,0.1394,0.7721,0.6397,1.3076,-0.8307,0.6277,3.1201,10.8813,89.1187,6.751,3.1201,1.3953,4.6033,0.7524,-0.5331,97.8858,3.1064,3.9193,12.5282,12.61,9.3174,7.1959,5.7285,9.1724,12.5282,7.1959,51.8435,2.0766,2.0891,75.5318,24.4682,36.4953,39.3231,60.7421,99.5465,0.4535,0.014,1.0766,0.9299,1.5447,0.704,1.1694,2.0579,0.0139,92.6602,5.7285,5.9969,193299063.95,3.1734,1.8875,103.9103,0.5854,-1.7032,0.2057,0.6126,359.5238,359.5238,105.7634,269.8481,273.462,360.8437,249.7039,105.7545,327.2583,14.9476,13.0504,14.7785,229.3346,229.3346,123.6902,-159.6069,14.7785
688159.SH,20241030,20240930,1.03,0.97,27.9317,27.9317,7.4728,0.2212,0.4969,6270483.1,89007898.22,245847837.76,1.3858,1.2068,0.8422,4.6213,1.9889,19.3626,1.4663,84422311.47,121865159.57,,-91515920.2617,-46764784.4417,626214562.68,2893507.66,464465439.27,313805855.08,635680659.09,414612099.66,712339207.41,1306424104.7,66064441.13,1.0357,9.1526,0.1061,0.7181,-0.3202,1.3247,-0.9948,-0.5083,3.5782,9.5677,90.4323,5.9141,3.5782,1.2996,3.8831,0.7314,-0.2951,96.7145,4.0307,4.7426,12.0066,12.02,11.2164,6.9543,5.2469,8.7418,16.0088,9.2724,56.4999,2.2988,2.2083,76.9408,23.0592,32.8427,35.5524,64.4499,98.2651,1.7349,0.0091,1.2988,0.7699,1.8128,0.5813,1.3686,2.0257,0.0089,91.651,6.9959,5.4371,196183943.59,4.0273,1.1565,98.819,1.6369,1.3213,0.6823,-0.2715,314.5833,302.0833,112.8404,278.4734,278.191,318.2083,285.7471,112.8248,291.3472,13.1683,23.3425,13.0019,262.6328,262.6328,178.4846,-39.1234,14.0379
688159.SH,20240830,20240630,0.89,0.83,19.1417,19.1417,7.4973,0.2209,0.3476,3631246.12,77961018.11,182902326.14,1.462,1.2567,0.8195,4.0556,1.4964,13.1923,1.074,74903138.81,102243521.53,119722851.98,-58933884.6983,16691934.7217,384134128.04,3099921.2,497042046.77,303296001.12,620954294.25,398908645.24,684389002.66,1327491332.99,52378324.04,0.8856,9.0112,0.1297,0.5685,0.0936,1.1098,-0.6397,0.1812,4.5076,10.3715,89.6285,5.9774,4.5076,1.365,3.9,0.7123,-0.4056,95.7526,5.0899,5.7977,10.3589,10.38,9.8979,6.2268,4.8412,7.2491,20.7178,12.4536,51.5695,2.0648,2.0847,73.6135,26.3865,36.213,37.4422,62.5385,97.6347,2.3653,0.0138,1.0648,0.9388,1.6703,0.7022,1.2493,2.0474,0.0135,76.0838,9.6824,4.9691,198318084.36,5.0896,1.6231,97.9884,2.7924,2.7709,1.2829,3.4057,285.4167,272.9167,117.9516,262.0662,262.1367,283.4418,261.8736,117.9561,262.9665,11.42,9.2715,11.4189,320.7416,320.7416,289.8443,-66.1777,12.5641
