ts_code,ann_date,end_date,holder_num
300098.SZ,20251029,20250930,89047
300098.SZ,20250819,20250630,96447
300098.SZ,20250419,20250331,102217
300098.SZ,20250429,20250331,102217
300098.SZ,20250419,20241231,108913
300098.SZ,20241030,20240930,93778
300098.SZ,20240830,20240630,107744
300098.SZ,20240413,20240331,77751
300098.SZ,20240429,20240331,77751
300098.SZ,20240624,20240329,77751
300098.SZ,20240413,20231231,83756
300098.SZ,20231030,20230930,71356
300098.SZ,20230830,20230630,68343
300098.SZ,20230415,20230331,70244
300098.SZ,20230428,20230331,70244
300098.SZ,20230415,20221231,74652
300098.SZ,20221028,20220930,76774
300098.SZ,20220830,20220630,77820
300098.SZ,20220415,20220331,80696
300098.SZ,20220429,20220331,80696
300098.SZ,20220415,20211231,80735
300098.SZ,20211029,20210930,88723
300098.SZ,20210828,20210630,92760
300098.SZ,20210607,20210531,84048
300098.SZ,20210525,20210430,85061
300098.SZ,20210423,20210420,91863
300098.SZ,20210421,20210331,71079
300098.SZ,20210429,20210331,71079
300098.SZ,20210330,20210319,71720
300098.SZ,20210316,20210310,71668
300098.SZ,20210316,20210226,71723
300098.SZ,20210225,20210219,71176
300098.SZ,20210207,20210129,72583
300098.SZ,20210122,20210120,75213
300098.SZ,20210115,20210108,75290
300098.SZ,20210108,20201231,77543
300098.SZ,20210421,20201231,77543
300098.SZ,20201230,20201218,78503
300098.SZ,20201211,20201210,78650
300098.SZ,20201127,20201120,77970
300098.SZ,20201116,20201110,76733
300098.SZ,20201116,20201030,77407
300098.SZ,20201029,20201020,78613
300098.SZ,20201016,20201009,77934
300098.SZ,20201016,20200930,78004
300098.SZ,20201030,20200930,78004
300098.SZ,20200925,20200918,78973
300098.SZ,20200916,20200910,80026
300098.SZ,20200904,20200831,71567
300098.SZ,20200821,20200820,68365
300098.SZ,20200806,20200731,69255
300098.SZ,20200717,20200710,68823
300098.SZ,20200708,20200630,67758
300098.SZ,20200828,20200630,67758
300098.SZ,20200630,20200619,66337
300098.SZ,20200424,20200420,71262
300098.SZ,20200428,20200331,71619
300098.SZ,20200327,20200320,72700
300098.SZ,20200319,20200310,72255
300098.SZ,20200306,20200228,72798
300098.SZ,20200219,20200210,72521
300098.SZ,20200107,20191231,74095
300098.SZ,20200428,20191231,74095
300098.SZ,20191231,20191220,74359
300098.SZ,20191206,20191129,74290
300098.SZ,20191126,20191120,75373
300098.SZ,20191028,20191018,76895
300098.SZ,20191014,20191010,72334
300098.SZ,20191030,20190930,72268
300098.SZ,20190930,20190920,71795
300098.SZ,20190919,20190910,70144
300098.SZ,20190826,20190820,63810
300098.SZ,20190806,20190731,64408
300098.SZ,20190715,20190710,64253
300098.SZ,20190830,20190630,65026
300098.SZ,20190715,20190628,65026
300098.SZ,20190702,20190620,62583
300098.SZ,20190620,20190610,64136
300098.SZ,20190424,20190410,56209
300098.SZ,20190427,20190331,58255
300098.SZ,20190308,20190228,52158
300098.SZ,20190211,20190131,47200
300098.SZ,20190129,20190118,46153
300098.SZ,20190419,20181231,45586
300098.SZ,20190108,20181228,45586
300098.SZ,20190102,20181220,44365
300098.SZ,20181212,20181210,45275
300098.SZ,20181204,20181130,43174
300098.SZ,20181128,20181120,43083
300098.SZ,20181106,20181031,44143
300098.SZ,20181024,20180930,45373
300098.SZ,20180919,20180910,44483
300098.SZ,20180803,20180731,43260
300098.SZ,20180830,20180630,44412
300098.SZ,20180709,20180629,44242
300098.SZ,20180605,20180531,42630
300098.SZ,20180528,20180515,37831
300098.SZ,20180510,20180427,40812
300098.SZ,20180417,20180413,39680
300098.SZ,20180425,20180331,39147
300098.SZ,20180417,20180330,39147
300098.SZ,20180321,20180315,41020
300098.SZ,20180309,20180228,39855
300098.SZ,20180309,20180214,39779
300098.SZ,20180207,20180131,40415
300098.SZ,20180122,20180115,40667
300098.SZ,20180425,20171231,41128
300098.SZ,20180112,20171229,41128
300098.SZ,20171219,20171215,40607
300098.SZ,20171204,20171130,40594
300098.SZ,20171117,20171115,41752
300098.SZ,20171101,20171031,38319
300098.SZ,20171019,20171013,37771
300098.SZ,20171030,20170930,38549
300098.SZ,20171009,20170929,36502
300098.SZ,20170919,20170915,35678
300098.SZ,20170904,20170831,34104
300098.SZ,20170818,20170815,35403
300098.SZ,20170802,20170731,37041
300098.SZ,20170717,20170714,38006
300098.SZ,20170829,20170630,40884
300098.SZ,20170602,20170531,40306
300098.SZ,20170517,20170515,42736
300098.SZ,20170502,20170428,44650
300098.SZ,20170419,20170414,45938
300098.SZ,20170426,20170331,46929
300098.SZ,20170316,20170315,44764
300098.SZ,20170216,20170215,44683
300098.SZ,20170419,20161231,33223
300098.SZ,20161118,20161115,33892
300098.SZ,20161102,20161031,43643
300098.SZ,20161018,20161014,43942
300098.SZ,20161029,20160930,44048
