ts_code,ann_date,end_date,holder_num
300098.SZ,20160901,20160831,46333
300098.SZ,20160816,20160815,44025
300098.SZ,20160718,20160715,45059
300098.SZ,20160823,20160630,43175
300098.SZ,20160518,20160513,52330
300098.SZ,20160503,20160429,52609
300098.SZ,20160427,20160331,48201
300098.SZ,20160318,20160229,43585
300098.SZ,20160217,20160215,40221
300098.SZ,20160416,20151231,33505
300098.SZ,20151218,20151215,28605
300098.SZ,20151116,20151113,23209
300098.SZ,20151020,20151015,13204
300098.SZ,20151027,20150930,12893
300098.SZ,20150828,20150814,14609
300098.SZ,20150826,20150630,7585
300098.SZ,20150427,20150331,6221
300098.SZ,20150404,20150325,6206
300098.SZ,20150302,20150228,6304
300098.SZ,20150202,20150131,6806
300098.SZ,20150401,20141231,6816
300098.SZ,20141028,20140930,6512
300098.SZ,20140901,20140831,6869
300098.SZ,20140805,20140731,7962
300098.SZ,20140729,20140630,7585
300098.SZ,20140604,20140531,7050
300098.SZ,20140422,20140415,7320
300098.SZ,20140422,20140331,6081
300098.SZ,20140303,20140228,6130
300098.SZ,20140208,20140131,6445
300098.SZ,20140422,20131231,5382
300098.SZ,20131203,20131130,5973
300098.SZ,20131024,20130930,6106
300098.SZ,20130726,20130630,4566
300098.SZ,20130418,20130411,5287
300098.SZ,20130419,20130331,5287
300098.SZ,20130418,20121231,6068
300098.SZ,20121025,20120930,7468
300098.SZ,20120823,20120630,5600
300098.SZ,20120421,20120331,5521
300098.SZ,20120418,20111231,4258
300098.SZ,20111026,20110930,4541
300098.SZ,20110730,20110630,5054
300098.SZ,20110423,20110331,6270
300098.SZ,20110331,20101231,6535
300098.SZ,20101026,20100930,9247
300098.SZ,20100727,20100728,27177
