ts_code,ann_date,end_date,holder_num
002151.SZ,20260427,20260331,162498
002151.SZ,20260326,20260228,137958
002151.SZ,20260326,20251231,137128
002151.SZ,20251028,20250930,110996
002151.SZ,20250828,20250630,110711
002151.SZ,20250425,20250331,109507
002151.SZ,20250327,20250228,110264
002151.SZ,20250327,20241231,114533
002151.SZ,20241025,20240930,120319
002151.SZ,20240822,20240630,122051
002151.SZ,20240425,20240331,128646
002151.SZ,20240328,20240229,120597
002151.SZ,20240328,20231231,122241
002151.SZ,20231028,20230930,119611
002151.SZ,20230824,20230630,120972
002151.SZ,20230427,20230331,117710
002151.SZ,20230328,20230228,123565
002151.SZ,20230328,20221231,121392
002151.SZ,20221026,20220930,125359
002151.SZ,20220726,20220630,125698
002151.SZ,20220426,20220331,130923
002151.SZ,20220415,20220331,130923
002151.SZ,20220415,20211231,136194
002151.SZ,20211027,20210930,135484
002151.SZ,20210820,20210630,141360
002151.SZ,20210423,20210331,151251
002151.SZ,20210326,20210226,155045
002151.SZ,20210326,20201231,162465
002151.SZ,20201029,20200930,170337
002151.SZ,20200817,20200630,94480
002151.SZ,20200428,20200331,80079
002151.SZ,20200429,20200331,80079
002151.SZ,20200428,20191231,80392
002151.SZ,20191029,20190930,79265
002151.SZ,20190823,20190630,76890
002151.SZ,20190426,20190331,76093
002151.SZ,20190329,20190228,78818
002151.SZ,20190329,20181231,84594
002151.SZ,20181023,20180930,79804
002151.SZ,20180829,20180630,79776
002151.SZ,20180426,20180331,78095
002151.SZ,20180419,20171231,69650
002151.SZ,20171027,20170930,65144
002151.SZ,20170824,20170630,62843
002151.SZ,20170429,20170331,60000
002151.SZ,20170428,20161231,52579
002151.SZ,20161026,20160930,53380
002151.SZ,20160824,20160630,51678
002151.SZ,20160427,20160331,43142
002151.SZ,20160323,20160229,42020
002151.SZ,20160323,20151231,40435
002151.SZ,20151028,20150930,51034
002151.SZ,20150826,20150630,39496
002151.SZ,20150422,20150415,34762
002151.SZ,20150427,20150331,29701
002151.SZ,20150422,20141231,38396
002151.SZ,20141028,20140930,37649
002151.SZ,20140826,20140630,39521
002151.SZ,20140409,20140401,39642
002151.SZ,20140428,20140331,39642
002151.SZ,20140409,20131231,37627
002151.SZ,20131025,20130930,38697
002151.SZ,20130829,20130630,40607
002151.SZ,20130418,20130331,38013
002151.SZ,20130228,20130221,38729
002151.SZ,20130228,20121231,29795
002151.SZ,20121025,20120930,28488
002151.SZ,20120824,20120630,25465
002151.SZ,20120427,20120331,22774
002151.SZ,20120419,20111231,23194
002151.SZ,20111026,20110930,18074
002151.SZ,20110819,20110630,17079
002151.SZ,20110423,20110331,14110
002151.SZ,20110318,20101231,11539
002151.SZ,20101027,20100930,11713
002151.SZ,20100827,20100630,8217
002151.SZ,20100429,20100331,9803
002151.SZ,20100120,20091231,12395
002151.SZ,20091013,20090930,12397
002151.SZ,20090819,20090630,13399
002151.SZ,20090424,20090331,11471
002151.SZ,20090317,20081231,11198
002151.SZ,20081025,20080930,11070
002151.SZ,20080819,20080630,11004
002151.SZ,20080424,20080331,10108
002151.SZ,20080326,20071231,10332
002151.SZ,20071029,20070930,9784
