ts_code,ann_date,end_date,holder_num
002313.SZ,20251027,20250930,55598
002313.SZ,20250827,20250630,44087
002313.SZ,20250422,20250331,45427
002313.SZ,20250321,20250228,48003
002313.SZ,20250321,20241231,34703
002313.SZ,20241031,20240930,35622
002313.SZ,20240810,20240630,33905
002313.SZ,20240423,20240331,46937
002313.SZ,20240329,20240229,43353
002313.SZ,20240329,20231231,41143
002313.SZ,20231028,20230930,12928
002313.SZ,20230831,20230630,13441
002313.SZ,20230429,20230331,15074
002313.SZ,20230417,20230331,15074
002313.SZ,20230417,20221231,17354
002313.SZ,20221031,20220930,17992
002313.SZ,20220831,20220630,18740
002313.SZ,20220430,20220331,23739
002313.SZ,20220430,20211231,19767
002313.SZ,20211028,20210930,19550
002313.SZ,20210826,20210630,20106
002313.SZ,20210429,20210331,19286
002313.SZ,20210423,20210331,20645
002313.SZ,20210423,20201231,20442
002313.SZ,20201028,20200930,21365
002313.SZ,20200825,20200630,20151
002313.SZ,20200430,20200331,21214
002313.SZ,20200430,20191231,19878
002313.SZ,20191024,20190930,21513
002313.SZ,20190827,20190630,27275
002313.SZ,20190429,20190331,18508
002313.SZ,20190424,20181231,17207
002313.SZ,20181030,20180930,15230
002313.SZ,20180828,20180630,14172
002313.SZ,20180410,20180331,14647
002313.SZ,20180404,20171231,15769
002313.SZ,20171028,20170930,15102
002313.SZ,20170805,20170630,17400
002313.SZ,20170427,20170331,16233
002313.SZ,20170427,20161231,17667
002313.SZ,20161028,20160930,21115
002313.SZ,20160829,20160630,29132
002313.SZ,20160421,20160331,30283
002313.SZ,20160322,20160229,24705
002313.SZ,20160322,20151231,24724
002313.SZ,20151030,20150930,24759
002313.SZ,20150728,20150630,21937
002313.SZ,20150429,20150331,28482
002313.SZ,20150324,20150317,26858
002313.SZ,20150324,20141231,27587
002313.SZ,20141029,20140930,32554
002313.SZ,20140815,20140630,37751
002313.SZ,20140416,20140409,38089
002313.SZ,20140425,20140331,37976
002313.SZ,20140416,20131231,37393
002313.SZ,20131029,20130930,33450
002313.SZ,20130820,20130630,16807
002313.SZ,20130423,20130331,11048
002313.SZ,20130409,20130329,11048
002313.SZ,20130409,20121231,11242
002313.SZ,20121024,20120930,9184
002313.SZ,20120810,20120630,8673
002313.SZ,20120421,20120331,8266
002313.SZ,20120315,20120229,7054
002313.SZ,20120315,20111231,6296
002313.SZ,20111027,20110930,6383
002313.SZ,20110729,20110630,7027
002313.SZ,20110429,20110331,7021
002313.SZ,20110330,20101231,6867
002313.SZ,20101026,20100930,11198
002313.SZ,20100730,20100630,12591
002313.SZ,20100422,20100331,15215
002313.SZ,20100329,20091231,16401
