ts_code,ann_date,end_date,holder_num
300590.SZ,20251201,20251128,36596
300590.SZ,20251029,20250930,36412
300590.SZ,20251009,20250930,36412
300590.SZ,20250919,20250829,41697
300590.SZ,20250804,20250731,35093
300590.SZ,20250731,20250630,36207
300590.SZ,20250605,20250530,35864
300590.SZ,20250425,20250331,36680
300590.SZ,20250310,20250228,38612
300590.SZ,20250206,20250127,40771
300590.SZ,20250425,20241231,43241
300590.SZ,20241029,20240930,40532
300590.SZ,20240727,20240630,34814
300590.SZ,20240625,20240430,36690
300590.SZ,20240422,20240331,29124
300590.SZ,20240304,20240229,29265
300590.SZ,20240218,20240131,28982
300590.SZ,20240422,20231231,28936
300590.SZ,20231107,20231031,30417
300590.SZ,20231024,20230930,30851
300590.SZ,20231026,20230928,30851
300590.SZ,20230905,20230831,31461
300590.SZ,20230722,20230630,31779
300590.SZ,20230425,20230331,34463
300590.SZ,20230425,20221231,26678
300590.SZ,20221205,20221130,26511
300590.SZ,20221101,20221031,25586
300590.SZ,20221025,20220930,24635
300590.SZ,20220907,20220831,23875
300590.SZ,20220804,20220729,24885
300590.SZ,20220721,20220630,25587
300590.SZ,20220704,20220630,25587
300590.SZ,20220604,20220531,22733
300590.SZ,20220506,20220429,22445
300590.SZ,20220414,20220331,19038
300590.SZ,20220314,20220310,18342
300590.SZ,20220302,20220228,17990
300590.SZ,20220221,20220218,18477
300590.SZ,20220211,20220210,19029
300590.SZ,20220208,20220128,18834
300590.SZ,20220124,20220120,19049
300590.SZ,20220111,20220110,21012
300590.SZ,20220106,20211231,23922
300590.SZ,20220414,20211231,23922
300590.SZ,20211221,20211220,25216
300590.SZ,20211214,20211210,25466
300590.SZ,20211201,20211130,24838
300590.SZ,20211122,20211119,25636
300590.SZ,20211112,20211110,28760
300590.SZ,20211109,20211029,27194
300590.SZ,20211021,20211020,27805
300590.SZ,20211012,20211008,27325
300590.SZ,20211027,20210930,27501
300590.SZ,20211008,20210930,27501
300590.SZ,20210922,20210917,28021
300590.SZ,20210913,20210910,29642
300590.SZ,20210906,20210831,29609
300590.SZ,20210827,20210820,31770
300590.SZ,20210812,20210810,33736
300590.SZ,20210803,20210730,37010
300590.SZ,20210721,20210630,29230
300590.SZ,20210424,20210331,28697
300590.SZ,20210424,20201231,36825
300590.SZ,20201029,20200930,26837
300590.SZ,20200828,20200630,29086
300590.SZ,20200428,20200331,17513
300590.SZ,20200428,20191231,15422
300590.SZ,20191028,20190930,14863
300590.SZ,20190815,20190630,13972
300590.SZ,20190429,20190331,14474
300590.SZ,20190316,20190228,13196
300590.SZ,20190316,20181231,15804
300590.SZ,20181030,20180930,17630
300590.SZ,20180817,20180630,17664
300590.SZ,20180427,20180331,19426
300590.SZ,20180228,20180131,16245
300590.SZ,20180228,20171231,19498
300590.SZ,20171030,20170930,13146
300590.SZ,20170811,20170630,13303
300590.SZ,20170427,20170331,12777
300590.SZ,20170110,20170111,36564
