ts_code,ann_date,end_date,holder_num
002881.SZ,20251028,20250930,52682
002881.SZ,20250828,20250630,50471
002881.SZ,20250428,20250331,52436
002881.SZ,20250428,20241231,23814
002881.SZ,20241029,20240930,26086
002881.SZ,20240829,20240630,24333
002881.SZ,20240425,20240331,25790
002881.SZ,20240425,20231231,24460
002881.SZ,20231031,20230930,20959
002881.SZ,20230831,20230630,16675
002881.SZ,20230426,20230331,14214
002881.SZ,20230426,20221231,12704
002881.SZ,20221028,20220930,9562
002881.SZ,20220816,20220630,11749
002881.SZ,20220428,20220331,10302
002881.SZ,20220428,20211231,10549
002881.SZ,20211029,20210930,15984
002881.SZ,20210827,20210630,22394
002881.SZ,20210428,20210331,14673
002881.SZ,20210428,20201231,15814
002881.SZ,20201030,20200930,17438
002881.SZ,20200828,20200630,16388
002881.SZ,20200428,20200331,19921
002881.SZ,20200428,20191231,23135
002881.SZ,20191025,20190930,23383
002881.SZ,20190822,20190630,17661
002881.SZ,20190426,20190331,14205
002881.SZ,20190426,20181231,20350
002881.SZ,20181026,20180930,19573
002881.SZ,20180828,20180630,19269
002881.SZ,20180427,20180331,15949
002881.SZ,20180222,20180214,13362
002881.SZ,20180202,20180131,13424
002881.SZ,20180117,20180115,13232
002881.SZ,20180427,20171231,14080
002881.SZ,20180102,20171229,13518
002881.SZ,20171216,20171215,14855
002881.SZ,20171201,20171130,15017
002881.SZ,20171116,20171115,16500
002881.SZ,20171106,20171031,16526
002881.SZ,20171017,20171013,18266
002881.SZ,20171024,20170930,19460
002881.SZ,20171009,20170929,18402
002881.SZ,20170926,20170915,16598
002881.SZ,20170901,20170831,17039
002881.SZ,20170818,20170815,17538
002881.SZ,20170804,20170731,19263
002881.SZ,20170825,20170630,52871
002881.SZ,20170621,20170622,53011
