ts_code,ann_date,end_date,holder_num
300101.SZ,20260429,20260331,54090
300101.SZ,20260428,20260331,54090
300101.SZ,20260428,20251231,48229
300101.SZ,20251030,20250930,38808
300101.SZ,20250827,20250630,47300
300101.SZ,20250425,20250331,53967
300101.SZ,20250331,20250228,51776
300101.SZ,20250331,20241231,43085
300101.SZ,20241028,20240930,48776
300101.SZ,20240829,20240630,48206
300101.SZ,20240424,20240331,49212
300101.SZ,20240326,20240229,47819
300101.SZ,20240326,20231231,40850
300101.SZ,20231030,20230930,45658
300101.SZ,20230828,20230630,51455
300101.SZ,20230425,20230331,35408
300101.SZ,20230419,20230331,35408
300101.SZ,20230419,20221231,43144
300101.SZ,20221026,20220930,41273
300101.SZ,20220830,20220630,61991
300101.SZ,20220419,20220331,71024
300101.SZ,20220419,20211231,73939
300101.SZ,20211029,20210930,53591
300101.SZ,20210730,20210630,56650
300101.SZ,20210410,20210331,60342
300101.SZ,20210323,20210226,63411
300101.SZ,20210323,20201231,58934
300101.SZ,20201020,20200930,66677
300101.SZ,20200825,20200630,60939
300101.SZ,20200427,20200331,59989
300101.SZ,20200421,20200331,64551
300101.SZ,20200421,20191231,63998
300101.SZ,20191029,20190930,66939
300101.SZ,20190827,20190630,66621
300101.SZ,20190426,20190331,66506
300101.SZ,20190326,20190228,63745
300101.SZ,20190326,20181231,67179
300101.SZ,20181029,20180930,65362
300101.SZ,20180828,20180630,70117
300101.SZ,20180420,20180331,48284
300101.SZ,20180328,20180228,46631
300101.SZ,20180328,20171231,51840
300101.SZ,20171027,20170930,58607
300101.SZ,20170815,20170630,54944
300101.SZ,20170407,20170331,55625
300101.SZ,20170323,20170228,53841
300101.SZ,20170323,20161231,50040
300101.SZ,20161021,20160930,50669
300101.SZ,20160720,20160630,50092
300101.SZ,20160426,20160331,43987
300101.SZ,20160322,20160229,45039
300101.SZ,20160322,20151231,46527
300101.SZ,20151023,20150930,31154
300101.SZ,20150825,20150630,18593
300101.SZ,20150424,20150331,11744
300101.SZ,20150324,20150317,11824
300101.SZ,20150324,20141231,17204
300101.SZ,20141219,20141215,18425
300101.SZ,20141105,20141031,18969
300101.SZ,20141027,20140930,15857
300101.SZ,20140903,20140829,14163
300101.SZ,20140804,20140731,13651
300101.SZ,20140820,20140630,13687
300101.SZ,20140605,20140531,11793
300101.SZ,20140516,20140506,11248
300101.SZ,20140425,20140331,11508
300101.SZ,20140322,20140317,12200
300101.SZ,20140322,20131231,11773
300101.SZ,20131025,20130930,16741
300101.SZ,20130816,20130630,15157
300101.SZ,20130424,20130331,11729
300101.SZ,20130320,20130313,12636
300101.SZ,20130320,20121231,10568
300101.SZ,20121025,20120930,8367
300101.SZ,20120816,20120630,7910
300101.SZ,20120425,20120331,7392
300101.SZ,20120328,20120229,6631
300101.SZ,20120328,20111231,6074
300101.SZ,20111025,20110930,6298
300101.SZ,20110822,20110630,6074
300101.SZ,20110422,20110331,3912
300101.SZ,20110316,20101231,3293
300101.SZ,20101023,20100930,4923
