ts_code,ann_date,end_date,holder_num
300627.SZ,20260511,20260430,62608
300627.SZ,20260429,20260420,65379
300627.SZ,20260429,20260410,63182
300627.SZ,20260417,20260331,63359
300627.SZ,20260424,20260331,63359
300627.SZ,20260429,20260320,64340
300627.SZ,20260429,20260310,66756
300627.SZ,20260429,20260227,65986
300627.SZ,20260226,20260213,64531
300627.SZ,20260226,20260130,65789
300627.SZ,20260130,20260120,65930
300627.SZ,20260122,20260109,67035
300627.SZ,20260122,20251231,56784
300627.SZ,20260417,20251231,56784
300627.SZ,20251205,20251128,45597
300627.SZ,20251205,20251120,43477
300627.SZ,20251023,20250930,31566
300627.SZ,20250815,20250808,28183
300627.SZ,20250815,20250731,27614
300627.SZ,20250815,20250718,26967
300627.SZ,20250815,20250710,27528
300627.SZ,20250808,20250630,27421
300627.SZ,20250625,20250620,22946
300627.SZ,20250606,20250530,22836
300627.SZ,20250522,20250520,22481
300627.SZ,20250515,20250509,22480
300627.SZ,20250506,20250418,23615
300627.SZ,20250506,20250410,22627
300627.SZ,20250418,20250331,23658
300627.SZ,20250425,20250331,23658
300627.SZ,20250506,20250320,24232
300627.SZ,20250506,20250310,24701
300627.SZ,20250303,20250228,24980
300627.SZ,20250303,20250220,25794
300627.SZ,20250303,20250210,25910
300627.SZ,20250210,20250127,23729
300627.SZ,20250124,20250120,23461
300627.SZ,20250117,20250110,23720
300627.SZ,20250106,20241231,23867
300627.SZ,20250418,20241231,23867
300627.SZ,20241226,20241220,24072
300627.SZ,20241219,20241210,24579
300627.SZ,20241226,20241129,27277
300627.SZ,20241121,20241120,26117
300627.SZ,20241121,20241108,27342
300627.SZ,20241121,20241031,27656
300627.SZ,20241021,20241018,24706
300627.SZ,20241015,20241010,24946
300627.SZ,20241009,20240930,21967
300627.SZ,20241024,20240930,21967
300627.SZ,20240923,20240920,22279
300627.SZ,20240911,20240910,22539
300627.SZ,20240902,20240830,23672
300627.SZ,20240822,20240820,24509
300627.SZ,20240814,20240809,25616
300627.SZ,20240814,20240731,25131
300627.SZ,20240715,20240710,21473
300627.SZ,20240808,20240630,20353
300627.SZ,20240702,20240628,20353
300627.SZ,20240702,20240620,21537
300627.SZ,20240613,20240607,20842
300627.SZ,20240604,20240531,20973
300627.SZ,20240523,20240520,20150
300627.SZ,20240523,20240510,21331
300627.SZ,20240418,20240331,21765
300627.SZ,20240425,20240331,21765
300627.SZ,20240304,20240229,18902
300627.SZ,20240220,20240208,15849
300627.SZ,20240205,20240131,16813
300627.SZ,20240418,20231231,15662
300627.SZ,20231025,20230930,16356
300627.SZ,20230906,20230831,15609
300627.SZ,20230808,20230630,15176
300627.SZ,20230418,20230331,16932
300627.SZ,20230425,20230331,16932
300627.SZ,20230224,20230223,15481
300627.SZ,20230418,20221231,14776
300627.SZ,20221129,20221128,15302
300627.SZ,20221024,20220930,14204
300627.SZ,20220812,20220630,14711
300627.SZ,20220510,20220429,14152
300627.SZ,20220427,20220331,14172
300627.SZ,20220610,20220228,14568
300627.SZ,20220223,20220218,14638
300627.SZ,20220223,20220110,14562
300627.SZ,20220427,20211231,13846
300627.SZ,20220223,20211130,15387
300627.SZ,20211130,20211110,16210
300627.SZ,20211201,20211029,16112
300627.SZ,20211029,20210930,16002
300627.SZ,20211130,20210831,15953
300627.SZ,20211130,20210820,17630
300627.SZ,20210813,20210630,18971
300627.SZ,20210610,20210531,19633
300627.SZ,20210610,20210520,20112
300627.SZ,20210517,20210510,21096
300627.SZ,20210422,20210331,24459
300627.SZ,20210427,20210331,24459
300627.SZ,20210319,20210310,26722
300627.SZ,20210319,20210226,28193
300627.SZ,20210319,20210219,26923
300627.SZ,20210319,20210210,26679
300627.SZ,20210319,20210129,27122
300627.SZ,20210319,20210120,28992
300627.SZ,20210319,20210108,26678
300627.SZ,20210422,20201231,27421
300627.SZ,20201211,20201210,27746
300627.SZ,20201209,20201130,27993
300627.SZ,20201209,20201120,27613
300627.SZ,20201112,20201110,28156
300627.SZ,20201110,20201030,28856
300627.SZ,20201110,20201020,30289
300627.SZ,20201110,20201009,31430
300627.SZ,20201028,20200930,31409
300627.SZ,20200720,20200710,24819
300627.SZ,20200731,20200630,24520
300627.SZ,20200611,20200529,20157
300627.SZ,20200529,20200520,18954
300627.SZ,20200529,20200508,21450
300627.SZ,20200529,20200430,20972
300627.SZ,20200422,20200420,21278
300627.SZ,20200416,20200410,21421
300627.SZ,20200406,20200331,21439
300627.SZ,20200428,20200331,21439
300627.SZ,20200325,20200320,20873
300627.SZ,20200325,20200310,21729
300627.SZ,20200307,20200228,21844
300627.SZ,20200223,20200220,22651
300627.SZ,20200223,20200210,21304
300627.SZ,20200114,20200110,20398
300627.SZ,20200110,20191231,20328
300627.SZ,20200428,20191231,20328
300627.SZ,20200109,20191230,20328
300627.SZ,20191230,20191220,17527
300627.SZ,20191230,20191210,16892
300627.SZ,20191028,20190930,17656
300627.SZ,20190925,20190920,17734
300627.SZ,20190918,20190910,17061
300627.SZ,20190904,20190830,17493
300627.SZ,20190816,20190809,17475
300627.SZ,20190727,20190710,17923
300627.SZ,20190816,20190630,17905
300627.SZ,20190613,20190610,18020
300627.SZ,20190515,20190509,16516
300627.SZ,20190425,20190410,18590
300627.SZ,20190424,20190331,16691
300627.SZ,20190328,20190320,16888
300627.SZ,20190211,20190131,17242
300627.SZ,20190420,20181231,18887
300627.SZ,20190105,20181228,18887
300627.SZ,20181210,20181130,18202
300627.SZ,20181119,20181109,17620
300627.SZ,20181012,20181010,17285
300627.SZ,20181027,20180930,17314
300627.SZ,20180904,20180830,17233
300627.SZ,20180917,20180815,17366
300627.SZ,20180815,20180810,17621
300627.SZ,20180719,20180710,18558
300627.SZ,20180807,20180630,18216
300627.SZ,20180705,20180629,18216
300627.SZ,20180622,20180615,17820
300627.SZ,20180601,20180531,18320
300627.SZ,20180521,20180515,17178
300627.SZ,20180502,20180427,18301
300627.SZ,20180418,20180413,19810
300627.SZ,20180425,20180331,16354
300627.SZ,20180320,20180315,16380
300627.SZ,20180227,20180214,15103
300627.SZ,20180202,20180131,15364
300627.SZ,20180119,20180115,15553
300627.SZ,20180410,20171231,15681
300627.SZ,20180102,20171229,15681
300627.SZ,20171220,20171215,15444
300627.SZ,20171204,20171130,15117
300627.SZ,20171117,20171115,15903
300627.SZ,20171102,20171031,15635
300627.SZ,20171017,20171013,15608
300627.SZ,20171026,20170930,16167
300627.SZ,20170918,20170915,15970
300627.SZ,20170901,20170831,16665
300627.SZ,20170816,20170815,16898
300627.SZ,20170801,20170731,17443
300627.SZ,20170717,20170714,18364
300627.SZ,20170825,20170630,18398
300627.SZ,20170620,20170615,18338
300627.SZ,20170519,20170428,21377
300627.SZ,20170426,20170331,54771
