ts_code,ann_date,end_date,holder_num
300183.SZ,20250212,20250210,33080
300183.SZ,20250206,20250127,32175
300183.SZ,20250121,20250120,33042
300183.SZ,20250113,20250110,33875
300183.SZ,20250106,20241231,36768
300183.SZ,20250331,20241231,36768
300183.SZ,20241231,20241220,35280
300183.SZ,20241212,20241210,31686
300183.SZ,20241202,20241129,31114
300183.SZ,20241121,20241120,32384
300183.SZ,20241111,20241108,30101
300183.SZ,20241104,20241031,29578
300183.SZ,20241021,20241018,28484
300183.SZ,20241015,20241010,28527
300183.SZ,20241009,20240930,28409
300183.SZ,20241011,20240930,28527
300183.SZ,20241025,20240930,28409
300183.SZ,20240923,20240920,29061
300183.SZ,20240911,20240910,28766
300183.SZ,20240902,20240830,29540
300183.SZ,20240821,20240820,31304
300183.SZ,20240812,20240809,26794
300183.SZ,20240801,20240731,27184
300183.SZ,20240722,20240719,26666
300183.SZ,20240711,20240710,26575
300183.SZ,20240815,20240630,26832
300183.SZ,20240701,20240628,26832
300183.SZ,20240627,20240620,27069
300183.SZ,20240612,20240607,26838
300183.SZ,20240603,20240531,27403
300183.SZ,20240522,20240520,26430
300183.SZ,20240515,20240510,26450
300183.SZ,20240506,20240430,26841
300183.SZ,20240422,20240419,26838
300183.SZ,20240411,20240410,26780
300183.SZ,20240418,20240331,27255
300183.SZ,20240426,20240331,27255
300183.SZ,20240401,20240329,27255
300183.SZ,20240325,20240320,28099
300183.SZ,20240318,20240308,26564
300183.SZ,20240305,20240304,26588
300183.SZ,20240305,20240229,26588
300183.SZ,20240305,20240208,26481
300183.SZ,20240305,20240131,26021
300183.SZ,20240418,20231231,26044
300183.SZ,20240103,20231229,26044
300183.SZ,20231027,20230930,25705
300183.SZ,20230711,20230710,25401
300183.SZ,20230711,20230630,25565
300183.SZ,20230815,20230630,25565
300183.SZ,20230629,20230620,23241
300183.SZ,20230615,20230609,25199
300183.SZ,20230522,20230519,25996
300183.SZ,20230505,20230428,27463
300183.SZ,20230413,20230410,26362
300183.SZ,20230413,20230331,27312
300183.SZ,20230424,20230331,27321
300183.SZ,20230301,20230228,26933
300183.SZ,20230221,20230120,26699
300183.SZ,20230424,20221231,30017
300183.SZ,20221027,20220930,30351
300183.SZ,20220810,20220630,33601
300183.SZ,20220423,20220331,33395
300183.SZ,20220423,20211231,33442
300183.SZ,20211023,20210930,40990
300183.SZ,20210821,20210630,33897
300183.SZ,20210428,20210331,32464
300183.SZ,20210428,20201231,30736
300183.SZ,20201029,20200930,30580
300183.SZ,20200828,20200630,31609
300183.SZ,20200428,20200331,30351
300183.SZ,20200331,20200229,30427
300183.SZ,20200331,20191231,33209
300183.SZ,20191023,20190930,32483
300183.SZ,20190830,20190630,36518
300183.SZ,20190427,20190331,33328
300183.SZ,20190329,20190228,28371
300183.SZ,20190329,20181231,31269
300183.SZ,20181027,20180930,28897
300183.SZ,20180817,20180630,29338
300183.SZ,20180424,20180331,32213
300183.SZ,20180424,20171231,32639
300183.SZ,20171023,20170930,26995
300183.SZ,20170731,20170630,24353
300183.SZ,20170426,20170331,22572
300183.SZ,20170426,20161231,21665
300183.SZ,20161027,20160930,24893
300183.SZ,20160728,20160630,23879
300183.SZ,20160426,20160331,28582
300183.SZ,20160426,20151231,31807
300183.SZ,20151023,20150930,23969
300183.SZ,20150731,20150630,22224
300183.SZ,20150424,20150417,12648
300183.SZ,20150424,20150331,9449
300183.SZ,20150424,20141231,6727
300183.SZ,20141024,20140930,6946
300183.SZ,20140815,20140630,10277
300183.SZ,20140425,20140418,9433
300183.SZ,20140425,20140331,9754
300183.SZ,20140425,20131231,11592
300183.SZ,20131025,20130930,9734
300183.SZ,20130823,20130630,11886
300183.SZ,20130419,20130412,12640
300183.SZ,20130419,20130331,12768
300183.SZ,20130419,20121231,12830
300183.SZ,20121023,20120930,13179
300183.SZ,20120724,20120630,14791
300183.SZ,20120416,20120331,11074
300183.SZ,20120329,20120229,10550
300183.SZ,20120329,20111231,9970
300183.SZ,20111018,20110930,8336
300183.SZ,20110824,20110630,8545
300183.SZ,20110418,20110331,9715
