ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
300098.SZ,20220429,20220429,20220331,-96879936.63,-17924140.16,-29374972.48,494803873.67
300098.SZ,20220429,20220429,20220331,-96879936.63,-17924140.16,-29374972.48,494803873.67
300098.SZ,20220415,20220415,20211231,181425995.14,-99929135.82,-340423756.44,638893325.58
300098.SZ,20220415,20220415,20211231,181425995.14,-99929135.82,-340423756.44,638893325.58
300098.SZ,20211029,20211029,20210930,-192611297.02,-48799239.6,-282805431.02,373671533.68
300098.SZ,20211029,20211029,20210930,-192611297.02,-48799239.6,-282805431.02,373671533.68
300098.SZ,20210828,20210828,20210630,-143524870.9,1161235.36,-248403935.93,507119929.85
300098.SZ,20210429,20210429,20210331,-92602432.54,-46820869.04,-113177758.34,645327855.81
300098.SZ,20210421,20210421,20201231,-201527556.67,-125545300.97,-18872754.1,898270006.92
300098.SZ,20210421,20210421,20201231,-201527556.67,-125545300.97,-18872754.1,898270006.92
300098.SZ,20201030,20201030,20200930,-449183332.78,-61328957.1,12302508.63,749235959.42
300098.SZ,20200828,20200828,20200630,-412327489.53,-8840331.35,-55526821.22,772296630.51
300098.SZ,20200828,20200828,20200630,-412327489.53,-8840331.35,-55526821.22,772296630.51
300098.SZ,20200428,20200428,20200331,-324083905.54,-30068350.12,-24780726.02,870104423.68
300098.SZ,20200428,20200428,20191231,-191776792.91,-263450711.42,528867818.84,1248064214.25
300098.SZ,20200428,20200428,20191231,-191776792.91,-263450711.42,528867818.84,1248064214.25
300098.SZ,20191030,20191030,20190930,-441842509.16,-153196092.09,357610103.07,938670813.29
300098.SZ,20191030,20191030,20190930,-441842509.16,-153196092.09,357610103.07,938670813.29
300098.SZ,20190830,20190830,20190630,-398630520.5,-120772467.76,124748137.64,778937220.24
300098.SZ,20190427,20190427,20190331,-267116407.47,-53738650.25,847117.75,851571604.87
300098.SZ,20190419,20190419,20181231,-155025286.06,-222687249.59,-160044800.17,1172601772.09
300098.SZ,20181024,20181024,20180930,-385873205.86,-41134841.2,-1107369.09,1282402236.1
300098.SZ,20180830,20180830,20180630,-408465359.12,-17340012.83,27979267.27,1311982967.37
300098.SZ,20180425,20180425,20180331,-340144982.43,-7638069.14,107841937.5,1468209035.24
300098.SZ,20180425,20180425,20171231,112629422.03,-135637604.35,598457415.16,1709109949.25
300098.SZ,20171030,20171030,20170930,-18410335.31,-130874841.85,265951249.21,1250326788.46
300098.SZ,20170829,20170829,20170630,-13191726.17,-61672552.07,298284361.82,1357080799.99
300098.SZ,20170426,20170426,20170331,-152458287.83,-8852461.05,45720000.0,1018069967.53
300098.SZ,20170419,20170419,20161231,279645316.18,-304365734.46,33903726.26,1133660716.41
300098.SZ,20161029,20161029,20160930,9895241.34,-183370370.29,34099170.98,985099362.99
300098.SZ,20160823,20160823,20160630,-126190639.9,-114501796.53,35982662.68,919765547.21
300098.SZ,20160427,20160427,20160331,-142439909.07,-6866012.21,43529500.0,1018698899.68
300098.SZ,20160416,20160416,20151231,-118881725.21,-22869930.0,959837781.3,1124475320.96
300098.SZ,20151027,20151027,20150930,-220633629.39,-7097422.63,-14516173.19,64139930.68
300098.SZ,20150826,20150826,20150630,-153496726.74,-5883263.49,-66073760.26,80933405.4
300098.SZ,20150427,20150427,20150331,-92649759.63,-4336285.94,-107700000.0,101701110.32
300098.SZ,20150401,20150401,20141231,-140468920.17,-20944456.11,199857055.19,306387155.89
300098.SZ,20141028,20141028,20140930,-206580456.24,-3134709.33,65838165.04,124066086.32
300098.SZ,20140729,20140729,20140630,-139399517.06,-1362086.0,27421613.86,154603097.65
300098.SZ,20140422,20140422,20140331,-67783323.13,-1052045.33,32399700.0,231507418.39
300098.SZ,20140422,20140422,20131231,-137966325.93,5510425.41,26660113.04,267943086.85
300098.SZ,20131024,20131024,20130930,-59949927.55,-79973037.02,27753177.66,261569327.57
300098.SZ,20130726,20130726,20130630,-84678045.69,9792271.78,25800871.0,324654385.44
300098.SZ,20130419,20130419,20130331,-48731552.32,13173837.44,-5474328.9,332707716.74
300098.SZ,20130418,20130418,20121231,-26009952.42,-32920020.14,-11938810.51,373739760.52
300098.SZ,20121025,20121025,20120930,-76416299.81,-41591373.95,1715149.85,329765475.0
300098.SZ,20120823,20120823,20120630,-74729888.64,-26930807.52,-8737757.39,335659545.36
300098.SZ,20120421,20120421,20120331,-51430398.56,-5089928.43,1007515.34,390545187.26
300098.SZ,20120418,20120418,20111231,3362538.56,-106255507.68,-28035750.0,444611231.74
300098.SZ,20111026,20111026,20110930,-32636854.57,28346146.18,-28070211.17,543620261.76
300098.SZ,20110730,20110730,20110630,-59258334.65,29997834.64,-28070211.17,518650470.14
300098.SZ,20110423,20110423,20110331,-46288477.53,-16791315.03,-7515750.0,505385638.76
300098.SZ,20110331,20110331,20101231,-26905116.04,-67177070.74,568989427.31,575539950.86
300098.SZ,20101026,20101026,20100930,-74308694.42,-18762798.74,579205693.17,586766910.34
300098.SZ,20110423,20110423,20100331,-49449926.93,-6490842.45,-452412.55,44239528.4
300098.SZ,20101026,20101026,20090930,-41616080.26,-27401224.08,1633956.6,38762290.98
