ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
300183.SZ,20260424,20260424,20260331,24088091.46,-51389916.33,2398028.85,283127786.1
300183.SZ,20260424,20260424,20260331,24088091.46,-51389916.33,2398028.85,283127786.1
300183.SZ,20260411,20260411,20251231,70931745.61,28523612.16,-46641627.4,308031954.03
300183.SZ,20251025,20251025,20250930,26227830.65,84217629.55,-45428561.46,320296202.59
300183.SZ,20250818,20250818,20250630,6703459.81,38918884.3,-45524053.68,255379260.48
300183.SZ,20250425,20250425,20250331,-81539354.54,25374581.44,5003835.77,204095548.36
300183.SZ,20250425,20250425,20250331,-81539354.54,25374581.44,5003835.77,204095548.36
300183.SZ,20250331,20250331,20241231,191865192.17,-180832120.81,-48999659.21,255262724.19
300183.SZ,20241025,20241025,20240930,156822310.98,-154511372.42,-54750472.8,240268760.37
300183.SZ,20241025,20241025,20240930,156822310.98,-154511372.42,-54750472.8,240268760.37
300183.SZ,20240815,20240815,20240630,57412410.46,-43367895.99,-48057383.45,258636980.75
300183.SZ,20240426,20240426,20240331,22597769.76,177572448.24,228342.21,493193634.33
300183.SZ,20240426,20240426,20240331,22597769.76,177572448.24,228342.21,493193634.33
300183.SZ,20240418,20240418,20231231,165691060.46,52473875.06,-79546610.98,292974892.83
300183.SZ,20231027,20231027,20230930,6043714.44,161228805.25,-71541237.4,249401085.44
300183.SZ,20231027,20231027,20230930,6043714.44,161228805.25,-71541237.4,249401085.44
300183.SZ,20230815,20230815,20230630,-17295236.25,177488961.41,-75475835.45,238442109.27
300183.SZ,20230424,20230424,20230331,-29616477.48,36421521.23,-489622.02,160033230.81
300183.SZ,20230424,20230424,20230331,-29616477.48,36421521.23,-489622.02,160033230.81
300183.SZ,20230424,20230424,20221231,-168653723.73,-224113638.57,-74916755.54,154367115.24
300183.SZ,20230424,20230424,20221231,-168653723.73,-224113638.57,-74916755.54,154367115.24
300183.SZ,20221027,20221027,20220930,-93789710.62,-316510242.86,-73795064.87,137348755.86
300183.SZ,20221027,20221027,20220930,-93789710.62,-316510242.86,-73795064.87,137348755.86
300183.SZ,20220810,20220810,20220630,-99600154.6,-229420413.7,-71906240.46,220402897.12
300183.SZ,20220423,20220423,20220331,-60647998.5,-85335998.13,-683169.58,474626246.75
300183.SZ,20220423,20220423,20211231,245161418.24,61718076.31,-87807592.85,621408769.44
300183.SZ,20220423,20220423,20211231,245161418.24,61718076.31,-87807592.85,621408769.44
300183.SZ,20211023,20211023,20210930,124748434.94,-14594769.06,-93012054.6,419615605.58
300183.SZ,20210821,20210821,20210630,70155927.19,-55956934.02,-90993740.65,325619353.24
300183.SZ,20210428,20210428,20210331,43583229.87,-129028961.93,3000000.0,319984874.13
300183.SZ,20210428,20210428,20201231,-1013699845.16,158215292.86,-154845227.0,402518551.61
300183.SZ,20210428,20210428,20201231,-1013699845.16,158215292.86,-154845227.0,402518551.61
300183.SZ,20201029,20201029,20200930,94510121.03,-167946963.06,-154845227.0,1184856410.84
300183.SZ,20200828,20200828,20200630,71556166.84,-711742093.92,-94800577.4,678381432.77
300183.SZ,20200828,20200828,20200630,71556166.84,-711742093.92,-94800577.4,678381432.77
300183.SZ,20200428,20200428,20200331,74551212.94,-747088601.25,,740534018.73
300183.SZ,20200331,20200331,20191231,356471814.56,-216436473.35,-104813130.2,1412963349.98
300183.SZ,20200331,20200331,20191231,356471814.56,-216436473.35,-104813130.2,1412963349.98
300183.SZ,20191023,20191023,20190930,177066871.2,64105494.31,-97414463.4,1521541270.57
300183.SZ,20191023,20191023,20190930,177066871.2,64105494.31,-97414463.4,1521541270.57
300183.SZ,20190830,20190830,20190630,91018163.79,41697956.34,-97414463.4,1413161690.02
300183.SZ,20190830,20190830,20190630,91018163.79,41697956.34,-97414463.4,1413161690.02
300183.SZ,20190427,20190427,20190331,56079323.48,45551026.31,-3528212.0,1475901995.4
300183.SZ,20190329,20190329,20181231,206783846.95,-24353905.4,-170235249.95,1377799852.7
300183.SZ,20190329,20190329,20181231,206783846.95,-24353905.4,-170235249.95,1377799852.7
300183.SZ,20181027,20181027,20180930,101409673.68,19467560.72,-164608449.95,1322071573.64
300183.SZ,20180817,20190531,20180630,64302319.4,47623364.49,-164608449.95,1312869784.91
300183.SZ,20180424,20180424,20180331,15687635.4,-7513247.4,,1373541544.44
300183.SZ,20180424,20180424,20171231,284146146.17,-196199425.64,70258435.75,1365601912.38
