ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
300183.SZ,20171023,20171023,20170930,178577881.78,-109017943.44,-113316214.25,1163256446.34
300183.SZ,20170731,20170731,20170630,54417034.76,-85764436.9,,1175866926.83
300183.SZ,20170426,20170426,20170331,62247795.1,-43611187.97,,1234814565.3
300183.SZ,20170426,20170426,20161231,254086017.22,75192330.17,-93447449.45,1207354120.02
300183.SZ,20161027,20161027,20160930,116059868.13,185585208.64,-94002671.4,1179542816.52
300183.SZ,20160728,20160728,20160630,98986748.87,212388426.68,-90652971.4,1192648438.12
300183.SZ,20160426,20160426,20160331,34416795.09,153792169.18,,1160036161.79
300183.SZ,20160426,20160426,20151231,202517085.77,-779186094.05,-81400034.73,971978636.36
300183.SZ,20151023,20151023,20150930,109426907.8,-697099087.5,-83747638.75,958110869.96
300183.SZ,20150731,20150731,20150630,85335945.1,-286645822.07,-66817200.0,1361907783.0
300183.SZ,20150424,20150424,20150331,59043901.83,-65130251.92,,1623948509.88
300183.SZ,20150424,20150424,20141231,248823048.08,-93757752.32,-108914995.7,1630034859.97
300183.SZ,20141024,20141024,20140930,193916472.95,-94103052.43,-105894845.7,1586342505.1
300183.SZ,20140815,20140815,20140630,88227954.67,-42772849.85,-111380659.49,1517959005.24
300183.SZ,20140425,20140425,20140331,58164384.93,-613616.34,,1641435328.5
300183.SZ,20140425,20140425,20131231,201153409.59,-3097816.93,-54716790.5,1583884559.91
300183.SZ,20131025,20131025,20130930,115520163.94,-1812910.14,-110000000.0,1444253011.55
300183.SZ,20130823,20130823,20130630,84693614.6,-463710.0,-110000000.0,1414775662.35
300183.SZ,20130419,20130419,20130331,34708934.5,-321190.0,,1474933502.25
300183.SZ,20130419,20130419,20121231,224021683.86,-8074138.02,-100697000.0,1440545757.75
300183.SZ,20121023,20121023,20120930,97739712.7,-1481734.0,-100697000.0,1320856190.61
300183.SZ,20120724,20120724,20120630,62760396.59,-1281329.0,-100697000.0,1286077279.5
300183.SZ,20120416,20120416,20120331,33193688.51,-1249986.0,-697000.0,1356541914.42
300183.SZ,20120329,20120329,20111231,227469345.1,-2087440.53,972623250.0,1325295211.91
300183.SZ,20111018,20111018,20110930,130812006.5,-1685943.0,972746250.0,1229162370.84
300183.SZ,20110824,20110824,20110630,81284046.15,-1521207.0,972746250.0,1179799146.49
300183.SZ,20110418,20110418,20110331,34849153.22,-629576.61,974813880.0,1136323513.95
300183.SZ,20110331,20110331,20101231,80302164.24,-1082000.95,-32000000.0,127290057.34
300183.SZ,20111018,20111018,20100930,29812101.15,-490484.0,-32000000.0,77391511.2
300183.SZ,20110418,20110418,20100331,7118906.49,-247154.63,-32000000.0,54941645.91
